mlsId,price,beds,baths,address,sqFt,parking,taxes,pricePerSqFt,yearBuilt,propertyType,soldDate,listingDate,listingPrice,lat,lon,addressDetails
R2789371,1230000.0,4.0,3.0,"23825 119a Ave, Maple Ridge, BC, Canada",2395.0,5.0,5223.0,517.0,1989.0,SingleFamily,27/06/2023,2023-06-15,1240000.0,49.2188771,-122.5612015,"119A Avenue, Maple Ridge, Metro Vancouver Regional District, British Columbia, V2X 3L8, Canada"
R2789834,682000.0,3.0,2.0,"22950 116 Ave, Maple Ridge, BC, Canada",1410.0,2.0,3851.0,495.0,1994.0,Townhouse,27/06/2023,2023-06-18,699000.0,49.2130118,-122.5500756,"116 Avenue, Maple Ridge, Metro Vancouver Regional District, British Columbia, V4R 1X2, Canada"
R2788883,870000.0,3.0,2.0,"11295 Pazarena Pl, Maple Ridge, BC, Canada",1388.0,2.0,3379.0,611.0,2021.0,Townhouse,27/06/2023,2023-06-12,849000.0,49.2080813,-122.5834835,"Pazarena Place, Maple Ridge, Metro Vancouver Regional District, British Columbia, V2W 1C1, Canada"
R2764445,3180000.0,9.0,3.0,"11360 256St, Maple Ridge, BC, Canada",4529.0,20.0,8753.0,750.0,1954.0,SingleFamily,27/06/2023,2023-03-31,3399000.0,,,
R2789984,425000.0,1.0,1.0,"12075 228St, Maple Ridge, BC, Canada",741.0,1.0,2211.0,578.0,2008.0,Condo,26/06/2023,2023-06-18,429000.0,,,
R2756702,820000.0,2.0,2.0,"11641 227St, Maple Ridge, BC, Canada",1168.0,2.0,0.0,727.0,2023.0,Condo,26/06/2023,2023-02-28,849900.0,,,
R2790297,1050000.0,4.0,1.0,"20796 117 Ave, Maple Ridge, BC, Canada",2412.0,2.0,5315.0,414.0,1977.0,SingleFamily,26/06/2023,2023-06-19,999999.0,49.214794,-122.5770603,"117 Avenue, Maple Ridge, Metro Vancouver Regional District, British Columbia, V2X 3L8, Canada"
R2791388,1247000.0,4.0,3.0,"24250 100b Ave, Maple Ridge, BC, Canada",2744.0,2.0,5204.0,437.0,2002.0,SingleFamily,26/06/2023,2023-06-21,1199800.0,49.1849901,-122.5505827,"100B Avenue, Albion, Maple Ridge, Metro Vancouver Regional District, British Columbia, V2W 0E7, Canada"
R2791735,1160000.0,3.0,2.0,"24185 106b Ave, Maple Ridge, BC, Canada",2871.0,2.0,4256.0,417.0,2011.0,Townhouse,25/06/2023,2023-06-20,1199999.0,49.197596,-122.5475121,"106B Avenue, Albion, Maple Ridge, Metro Vancouver Regional District, British Columbia, V2W 2G4, Canada"
R2789791,1180000.0,8.0,4.0,"12051 234St, Maple Ridge, BC, Canada",2601.0,4.0,5208.0,461.0,1985.0,SingleFamily,25/06/2023,2023-06-18,1199900.0,,,
R2788308,920000.0,3.0,2.0,"22977 116 Ave, Maple Ridge, BC, Canada",2026.0,4.0,3573.0,483.0,2010.0,Townhouse,25/06/2023,2023-06-11,979000.0,49.2130118,-122.5500756,"116 Avenue, Maple Ridge, Metro Vancouver Regional District, British Columbia, V4R 1X2, Canada"
R2782572,1470000.0,5.0,4.0,"10553 248St, Maple Ridge, BC, Canada",3845.0,4.0,6713.0,389.0,2015.0,SingleFamily,25/06/2023,2023-05-28,1499500.0,,,
