mlsId,price,beds,baths,address,sqFt,parking,taxes,pricePerSqFt,yearBuilt,propertyType,soldDate,listingDate,listingPrice,lat,lon,addressDetails
R2869085,1995000.0,3.0,3.0,"3858 196a Street, Langley, BC, Canada",2512.0,1.0,7.0,756.0,2024.0,SingleFamily,18/06/2024,2024-04-10,1899900.0,49.1798325,-122.6779482,"196A Street, Township of Langley, Metro Vancouver Regional District, British Columbia, V1M 3E5, Canada"
R2876740,572500.0,2.0,1.0,"8150 207 Street, Langley, BC, Canada",743.0,1.0,2882.0,794.0,2021.0,Condo,18/06/2024,2024-04-29,589990.0,49.1221014,-122.6508816,"207 Street, Township of Langley, Metro Vancouver Regional District, British Columbia, V2Y 3C1, Canada"
R2887812,475000.0,1.0,1.0,"20211 66 Avenue, Langley, BC, Canada",589.0,1.0,2501.0,831.0,2012.0,Condo,18/06/2024,2024-05-29,489900.0,49.1234503,-122.66357087120225,"20211 B, 66 Avenue, Township of Langley, Metro Vancouver Regional District, British Columbia, V2Y 0L4, Canada"
R2884357,1950000.0,6.0,2.0,"3580 272 Street, Langley, BC, Canada",2360.0,3.0,4326.0,889.0,1974.0,SingleFamily,17/06/2024,2024-05-15,2100000.0,49.1651136,-122.4735959,"272 Street, Glen Valley, Township of Langley, Metro Vancouver Regional District, British Columbia, V2W 1V0, Canada"
R2892366,1500000.0,7.0,4.0,"19656 50 Avenue, Langley, BC, Canada",3322.0,8.0,6221.0,450.0,1966.0,SingleFamily,17/06/2024,2024-06-09,1495000.0,49.0931082,-122.4618328,"50 Avenue, Gloucester Industrial Estates, Gloucester, Township of Langley, Metro Vancouver Regional District, British Columbia, V4X 1P6, Canada"
R2894977,960000.0,3.0,2.0,"9208 208 Street, Langley, BC, Canada",1608.0,2.0,4508.0,590.0,1993.0,Townhouse,17/06/2024,2024-06-16,949900.0,49.1626245,-122.6459073,"208 Street, Walnut Grove, Township of Langley, Metro Vancouver Regional District, British Columbia, V1M 3X4, Canada"
R2885317,480000.0,1.0,1.0,"20838 78 B Avenue, Langley, BC, Canada",546.0,1.0,2581.0,913.0,2021.0,Condo,17/06/2024,2024-05-20,499000.0,,,
R2894342,625000.0,2.0,2.0,"8327 201 Street, Langley, BC, Canada",770.0,2.0,2983.0,792.0,2021.0,Condo,17/06/2024,2024-06-11,609900.0,49.1741491,-122.6655268,"201 Street, Walnut Grove, Township of Langley, Metro Vancouver Regional District, British Columbia, V1M 3E7, Canada"
R2884717,539956.0,2.0,2.0,"19835 64 Avenue, Langley, BC, Canada",1162.0,2.0,2905.0,472.0,1993.0,Condo,17/06/2024,2024-05-17,548898.0,49.1195665,-122.67352279785197,"19835, 64 Avenue, Township of Langley, Metro Vancouver Regional District, British Columbia, V2Y 1G9, Canada"
R2864818,795000.0,3.0,2.0,"21867 50 Avenue, Langley, BC, Canada",1322.0,3.0,3488.0,624.0,2012.0,Townhouse,17/06/2024,2024-04-02,825000.0,49.0931082,-122.4618328,"50 Avenue, Gloucester Industrial Estates, Gloucester, Township of Langley, Metro Vancouver Regional District, British Columbia, V4X 1P6, Canada"
R2891917,750000.0,2.0,2.0,"8250 209 B Street, Langley, BC, Canada",1286.0,2.0,3459.0,544.0,2011.0,Townhouse,17/06/2024,2024-06-09,699900.0,49.1526048,-122.6406277,"8250, 209 B Street, Township of Langley, Metro Vancouver Regional District, British Columbia, V2Y 0J7, Canada"
R2893082,1375000.0,4.0,2.0,"4993 209 Street, Langley, BC, Canada",2532.0,4.0,3547.0,552.0,1976.0,SingleFamily,17/06/2024,2024-06-11,1399900.0,49.1454282,-122.6427632,"209 Street, Township of Langley, Metro Vancouver Regional District, British Columbia, V2Y 0Z5, Canada"
R2894833,2550000.0,4.0,3.0,"21869 61 Avenue, Langley, BC, Canada",3415.0,6.0,6194.0,761.0,1997.0,SingleFamily,16/06/2024,2024-06-13,2599800.0,49.1132265,-122.5555292,"61 Avenue, Township of Langley, Metro Vancouver Regional District, British Columbia, V2Y 2G2, Canada"
R2885579,720000.0,2.0,2.0,"8067 207Th Street, Langley, BC, Canada",1131.0,2.0,3544.0,653.0,2015.0,Condo,16/06/2024,2024-05-20,739000.0,,,
R2890321,910000.0,3.0,3.0,"7298 199a Street, Langley, BC, Canada",1810.0,0.0,4029.0,497.0,2010.0,Townhouse,16/06/2024,2024-06-02,899999.0,49.0868491,-122.6701729,"199A Street, City of Langley, Metro Vancouver Regional District, British Columbia, V3A 1K8, Canada"
R2882531,485000.0,1.0,1.0,"20448 Park Avenue, Langley, BC, Canada",862.0,1.0,1990.0,579.0,1995.0,Condo,16/06/2024,2024-05-14,499900.0,49.1027353,-122.654453,"Park Avenue, City of Langley, Metro Vancouver Regional District, British Columbia, V3A 4G2, Canada"
R2889682,555000.0,2.0,2.0,"5454 198 Street, Langley, BC, Canada",854.0,2.0,1777.0,667.0,2007.0,Condo,16/06/2024,2024-06-03,569900.0,49.10179205,-122.6737197119794,"5454, 198 Street, City of Langley, Metro Vancouver Regional District, British Columbia, V3A 1G2, Canada"
R2894344,750000.0,3.0,1.0,"7179 201 Street, Langley, BC, Canada",1329.0,3.0,3420.0,564.0,2004.0,Townhouse,16/06/2024,2024-06-11,750000.0,49.1741491,-122.6655268,"201 Street, Walnut Grove, Township of Langley, Metro Vancouver Regional District, British Columbia, V1M 3E7, Canada"
R2886836,1200000.0,3.0,3.0,"8851 214 B Street, Langley, BC, Canada",1971.0,4.0,5553.0,629.0,1989.0,SingleFamily,15/06/2024,2024-05-23,1240000.0,,,
R2888281,1172500.0,4.0,3.0,"8370 202 B Street, Langley, BC, Canada",2258.0,4.0,4552.0,531.0,2020.0,Townhouse,15/06/2024,2024-05-28,1199000.0,,,
R2892210,735000.0,2.0,2.0,"8438 207a Street, Langley, BC, Canada",1169.0,2.0,3719.0,591.0,2015.0,Townhouse,15/06/2024,2024-06-06,692000.0,49.155589,-122.6480134,"207A Street, Township of Langley, Metro Vancouver Regional District, British Columbia, V2Y 2B2, Canada"
R2894001,1599000.0,5.0,3.0,"21054 80a Avenue, Langley, BC, Canada",3068.0,4.0,6225.0,521.0,2011.0,SingleFamily,15/06/2024,2024-06-11,1599000.0,49.1485624,-122.6382714,"80A Avenue, Township of Langley, Metro Vancouver Regional District, British Columbia, V2Y 2C4, Canada"
R2890881,1810000.0,5.0,2.0,"20986 Newlands Drive, Langley, BC, Canada",3531.0,5.0,6472.0,495.0,1972.0,SingleFamily,15/06/2024,2024-06-04,1750000.0,49.0885537,-122.6448859,"Newlands Drive, City of Langley, Metro Vancouver Regional District, British Columbia, V3A 9H1, Canada"
R2875415,635000.0,2.0,2.0,"20826 72 Avenue, Langley, BC, Canada",1082.0,2.0,3256.0,600.0,2019.0,Condo,14/06/2024,2024-04-24,649800.0,49.1331493,-122.6454533,"Lieto Cafe, 20826, 72 Avenue, Milner, Township of Langley, Metro Vancouver Regional District, British Columbia, V2Y 1T2, Canada"
R2894601,620000.0,2.0,2.0,"5430 201 Street, Langley, BC, Canada",1112.0,1.0,1968.0,557.0,2006.0,Condo,14/06/2024,2024-06-11,620000.0,49.1741491,-122.6655268,"201 Street, Walnut Grove, Township of Langley, Metro Vancouver Regional District, British Columbia, V1M 3E7, Canada"
R2893691,1040000.0,4.0,2.0,"22127 48 A Avenue, Langley, BC, Canada",1777.0,2.0,4400.0,590.0,2020.0,Townhouse,13/06/2024,2024-06-11,1050000.0,,,
R2883893,1712500.0,5.0,3.0,"23856 58 A Avenue, Langley, BC, Canada",3359.0,6.0,6085.0,520.0,1981.0,SingleFamily,13/06/2024,2024-05-15,1749888.0,,,
R2890204,1075000.0,4.0,3.0,"19913 70 Avenue, Langley, BC, Canada",1916.0,2.0,4226.0,574.0,2018.0,Townhouse,12/06/2024,2024-06-04,1100000.0,49.1295831,-122.6620327,"70 Avenue, Township of Langley, Metro Vancouver Regional District, British Columbia, V2Y 3G7, Canada"
R2889465,399000.0,1.0,1.0,"5499 203 Street, Langley, BC, Canada",862.0,1.0,1372.0,490.0,1996.0,Condo,12/06/2024,2024-06-06,423000.0,49.10230435,-122.66014531939095,"Pioneer Place, 5499, 203 Street, City of Langley, Metro Vancouver Regional District, British Columbia, V3A 8P5, Canada"
R2892337,475000.0,2.0,2.0,"20240 54 A Avenue, Langley, BC, Canada",1001.0,1.0,2296.0,499.0,1994.0,Condo,12/06/2024,2024-06-08,499900.0,,,
R2891299,902000.0,3.0,2.0,"8737 212 Street, Langley, BC, Canada",1597.0,2.0,3738.0,525.0,1990.0,Townhouse,12/06/2024,2024-06-05,839000.0,49.1664665,-122.6347908,"212 Street, Walnut Grove, Township of Langley, Metro Vancouver Regional District, British Columbia, V1M 2E1, Canada"
R2890430,743000.0,3.0,2.0,"20760 Duncan Way, Langley, BC, Canada",1378.0,2.0,2128.0,558.0,2004.0,Townhouse,12/06/2024,2024-06-03,769800.0,49.1092205,-122.6496696,"Duncan Way, City of Langley, Metro Vancouver Regional District, British Columbia, V3A 0C2, Canada"
R2882136,720000.0,2.0,2.0,"8288 207 A Street, Langley, BC, Canada",1102.0,2.0,3182.0,680.0,2013.0,Condo,11/06/2024,2024-05-12,749900.0,,,
R2886246,597000.0,2.0,2.0,"19945 Brydon Crescent, Langley, BC, Canada",871.0,1.0,1767.0,688.0,2023.0,Condo,11/06/2024,2024-05-21,599900.0,49.1015478,-122.6689342,"Brydon Crescent, City of Langley, Metro Vancouver Regional District, British Columbia, V3A 3X4, Canada"
R2884514,586300.0,2.0,2.0,"20897 57 Avenue, Langley, BC, Canada",1228.0,1.0,2542.0,479.0,1994.0,Condo,11/06/2024,2024-05-16,588800.0,49.1065526,-122.6437978,"20897, 57 Avenue, City of Langley, Metro Vancouver Regional District, British Columbia, V3A 8S9, Canada"
R2878586,425000.0,2.0,2.0,"5363 206Th Street, Langley, BC, Canada",1176.0,1.0,2031.0,365.0,1989.0,Condo,11/06/2024,2024-05-02,429900.0,,,
R2889112,1230000.0,4.0,3.0,"9590 216 Street, Langley, BC, Canada",2361.0,3.0,4701.0,529.0,2012.0,Townhouse,11/06/2024,2024-05-29,1249000.0,49.0602441,-122.6248421,"216 Street, Township of Langley, Metro Vancouver Regional District, British Columbia, V3A 8H8, Canada"
R2888318,1250000.0,2.0,2.0,"5124 219 A Street, Langley, BC, Canada",1769.0,4.0,5515.0,734.0,1989.0,SingleFamily,11/06/2024,2024-05-30,1299000.0,,,
R2892438,850000.0,3.0,2.0,"21928 48 Avenue, Langley, BC, Canada",1613.0,2.0,3607.0,526.0,1992.0,Townhouse,11/06/2024,2024-06-09,849900.0,49.0896072,-122.6541307,"48 Avenue, City of Langley, Metro Vancouver Regional District, British Columbia, V3A 9H1, Canada"
R2875130,1505000.0,4.0,3.0,"9542 218 Street, Langley, BC, Canada",3033.0,4.0,5651.0,507.0,2006.0,SingleFamily,11/06/2024,2024-04-23,1539000.0,49.17610225,-122.6179056,"9542, 218 Street, Redwood Bridge Estates, Township of Langley, Metro Vancouver Regional District, British Columbia, V1M 4E9, Canada"
