,address,beds,bath,area,maintenance,parking,taxes,built,mlsNumber,levels,garage,lotSize,pricePerSqFt,soldDate,soldPrice,listingDate,listingPrice,type
1528,"7 - 22308 124 Ave, Maple Ridge, BC",2,2,1072 sqft,,2,"$3,360",1989,R2769862,Residential,No,,$614,24/05/2023,"$645,000",18/04/2023,"$659,000",Townhouse
1529,"12239 Skillen St, Maple Ridge, BC",3,1,1882 sqft,,0,"$5,791",1916,R2779837,Residential,No,,$669,24/05/2023,"$1,235,000",21/05/2023,"$1,260,000",Single Family Residence
1530,"30 - 13771 232a St, Maple Ridge, BC",3,3,2261 sqft,,4,"$3,672",2009,R2779484,Residential,Yes,,$398,24/05/2023,"$905,000",18/05/2023,"$899,999",Townhouse
1531,"213 - 22255 122 Ave, Maple Ridge, BC",2,2,1020 sqft,,1,"$2,291",2006,R2770355,Residential,Yes,,$529,24/05/2023,"$518,000",25/04/2023,"$539,900",Apartment/Condominium
1532,"304 - 22575 Brown Ave, Maple Ridge, BC",1,1,652 sqft,,1,,2023,R2777841,Residential,Yes,,$690,23/05/2023,"$449,900",10/05/2023,"$449,900",Apartment/Condominium
1533,"304 - 22255 122 Ave, Maple Ridge, BC",1,1,845 sqft,,2,"$2,047",2006,R2780071,Residential,Yes,,$562,23/05/2023,"$467,000",22/05/2023,"$475,000",Apartment/Condominium
1534,"12751 226 St, Maple Ridge, BC",3,2,1583 sqft,,5,"$5,345",1962,R2779283,Residential,No,,$694,23/05/2023,"$1,125,000",16/05/2023,"$1,100,000",Single Family Residence
1535,"324 - 22661 Lougheed Highway, Maple Ridge, BC",2,1,840 sqft,,1,"$1,567",1989,R2702189,Residential,Yes,,$475,02/12/2023,"$452,000",16/11/2023,"$469,900",Apartment/Condominium
1536,"5 - 21163 Lougheed Highway, Maple Ridge, BC",2,1,840 sqft,,2,$343,1977,R2779685,Residential,No,,$153,-,-,03/12/2023,"$199,900",Manufactured Home
1537,"103 - 11580 223 St, Maple Ridge, BC",1,1,605 sqft,,1,"$1,834",2014,R2777772,Residential,Yes,,$709,23/05/2023,"$450,000",14/05/2023,"$429,000",Apartment/Condominium
1538,"216 - 11578 225 St, Maple Ridge, BC",2,1,1182 sqft,,1,"$2,062",1987,R2755620,Residential,Yes,,$372,23/05/2023,"$435,000",26/02/2023,"$439,900",Apartment/Condominium
1539,"24606 105a Ave, Maple Ridge, BC",6,4,3634 sqft,,6,"$5,032",2022,R2779984,Residential,Yes,,$467,23/05/2023,"$1,695,000",22/05/2023,"$1,699,000",Single Family Residence
1540,"20235 Lorne Ave, Maple Ridge, BC",6,4,3627 sqft,,6,"$3,069",2022,R2750738,Residential,Yes,,$441,23/05/2023,"$1,600,000",06/02/2023,"$1,600,000",Single Family Residence
1541,"12606 Hardy St, Maple Ridge, BC",4,2,1900 sqft,,4,"$5,299",1983,R2777551,Residential,Yes,,$631,23/05/2023,"$1,241,000",14/05/2023,"$1,199,900",Single Family Residence
1542,"109 - 20561 113 Ave, Maple Ridge, BC",2,1,825 sqft,,1,"$2,583",1992,R2778741,Residential,Yes,,$604,22/05/2023,"$490,000",17/05/2023,"$499,000",Apartment/Condominium
1543,"24177 112 Ave, Maple Ridge, BC",2,1,1100 sqft,,3,"$3,989",1962,R2763103,Residential,No,,"$2,272",22/05/2023,"$1,450,000",27/03/2023,"$2,500,000",Single Family Residence
1544,"106 - 11882 226 St, Maple Ridge, BC",1,1,587 sqft,,1,"$1,998",2013,R2774331,Residential,Yes,,$817,22/05/2023,"$455,000",03/05/2023,"$479,999",Apartment/Condominium
