,address,beds,bath,area,maintenance,type,parking,taxes,built,mlsNumber,levels,garage,pricePerSqFt,soldDate,soldPrice,listingDate,listingPrice
766,"309 - 31930 Old Yale Rd, Abbotsford, BC",2.0,2.0,1128 sqft,,Apartment/Condominium,1.0,"$1,040",1988.0,R2779659,Residential,Yes,$318,22/06/2023,"$320,000",20/05/2023,"$359,000"
767,"6 - 27640 Lantern Ave, Abbotsford, BC",4.0,2.0,1486 sqft,,Townhouse,2.0,"$2,834",2021.0,R2791306,Residential,Yes,$545,22/06/2023,"$809,900",18/06/2023,"$809,900"
768,"2696 Stewart Cres, Abbotsford, BC",5.0,2.0,3250 sqft,,Single Family Residence,4.0,"$4,887",1973.0,R2785599,Residential,No,$353,22/06/2023,"$1,120,000",07/06/2023,"$1,149,900"
769,"56 - 3800 Golf Course Dr, Abbotsford, BC",5.0,3.0,3388 sqft,,Single Family Residence,4.0,"$4,429",2007.0,R2789907,Residential,Yes,$382,,,,
770,"109 - 2435 Center St, Abbotsford, BC",2.0,2.0,1009 sqft,,Apartment/Condominium,1.0,"$1,373",1996.0,R2789642,Residential,Yes,$460,22/06/2023,"$473,000",19/06/2023,"$465,000"
771,"2926 Crossley Dr, Abbotsford, BC",3.0,2.0,1502 sqft,,Single Family Residence,4.0,"$4,105",1989.0,R2779232,Residential,Yes,$705,22/06/2023,"$1,020,000",18/05/2023,"$1,059,800"
772,"2555 Ware St, Abbotsford, BC",2.0,2.0,1059 sqft,,Apartment/Condominium,1.0,"$2,054",2018.0,R2782534,Residential,Yes,$603,22/06/2023,"$615,000",28/05/2023,"$639,000"
773,"35093 Cassiar Ave, Abbotsford, BC",4.0,1.0,1871 sqft,,Single Family Residence,3.0,"$4,054",1979.0,R2786338,Residential,No,$507,22/06/2023,"$899,999",06/06/2023,"$949,000"
774,"49 - 1973 Winfield Dr, Abbotsford, BC",2.0,2.0,1150 sqft,,Townhouse,2.0,"$2,125",1993.0,R2785820,Residential,Yes,$495,22/06/2023,"$576,000",06/06/2023,"$569,900"
775,"103 - 3080 Gladwin Rd, Abbotsford, BC",2.0,1.0,600 sqft,,Apartment/Condominium,1.0,"$1,239",2017.0,R2788452,Residential,Yes,$749,22/06/2023,"$435,000",18/06/2023,"$449,900"
776,"34917 Harris Rd, Abbotsford, BC",3.0,2.0,2450 sqft,,Single Family Residence,10.0,"$6,115",1911.0,R2775233,Residential,Yes,$713,21/06/2023,"$1,475,000",07/05/2023,"$1,749,000"
777,"194 - 32550 Maclure Rd, Abbotsford, BC",3.0,1.0,1185 sqft,,Townhouse,1.0,"$2,228",1981.0,R2789139,Residential,No,$506,,,,
778,"108 - 32055 Old Yale Rd, Abbotsford, BC",1.0,1.0,819 sqft,,Apartment/Condominium,1.0,$742,1980.0,R2788712,Residential,Yes,$335,,,,
779,,,,,,,,,,,,,,,,,
780,"26 - 35287 Old Yale Rd, Abbotsford, BC",3.0,3.0,1666 sqft,,Townhouse,3.0,"$2,508",1999.0,R2785307,Residential,Yes,$435,,,,
781,"3555 Latimer St, Abbotsford, BC",5.0,4.0,1924 sqft,,Single Family Residence,0.0,"$4,207",1979.0,R2781588,Residential,No,$571,,,,
782,"36285 Country Pl, Abbotsford, BC",5.0,3.0,3734 sqft,,Single Family Residence,6.0,"$4,809",1994.0,R2785290,Residential,Yes,$355,,,,
783,"3857 Lindsay St, Abbotsford, BC",4.0,2.0,1600 sqft,,Single Family Residence,0.0,"$3,618",1980.0,R2788915,Residential,Yes,$562,,,,
784,"32076 Austin Ave, Abbotsford, BC",5.0,3.0,2078 sqft,,Single Family Residence,0.0,"$3,797",1980.0,R2781991,Residential,No,$528,,,,
785,"34632 Mierau St, Abbotsford, BC",4.0,1.0,1921 sqft,,Single Family Residence,6.0,"$4,224",1975.0,R2787272,Residential,Yes,$572,,,,
786,,,,,,Townhouse,0.0,"$2,173",1971.0,R2787564,Residential,No,$346,,,,
787,,,,,,,,,,,,,,,,,
788,"301 - 33540 Mayfair Ave, Abbotsford, BC",2.0,2.0,1067 sqft,,Apartment/Condominium,2.0,"$2,095",2018.0,R2791342,Residential,Yes,$548,,,,
789,,,,,,,,,,,,,,,,,
790,,,,,,,,,,,,,,,,,
791,"35427 Lethbridge Dr, Abbotsford, BC",6.0,3.0,2708 sqft,,Single Family Residence,6.0,"$4,697",1991.0,R2788241,Residential,Yes,$440,,,,
792,,,,,,,,,,,,,,,,,
793,,,,,,,,,,,,,,,,,
794,,,,,,,,"$1,661",2006.0,R2788376,Residential,Yes,$569,,,,
795,,,,,,,,,,,,,,,,,
796,,,,,,,,,,,,,,,,,
797,,,,,,,,,,,,,,,,,
798,,,,,,,,,,,,,,,,,
799,,,,,,,,,,,,,,,,,
800,,,,,,,,,,,,,,,,,
801,,,,,,,,,,,,,,,,,
802,"31520 Southern Dr, Abbotsford, BC",4.0,3.0,3052 sqft,,Single Family Residence,6.0,"$4,795",1994.0,R2787030,Residential,Yes,$393,,,,
803,"2112 Wildwood St, Abbotsford, BC",5.0,2.0,2348 sqft,,Single Family Residence,4.0,"$4,709",1972.0,R2786695,Residential,Yes,$565,,,,
804,"504 - 32838 Ventura Ave, Abbotsford, BC",2.0,2.0,998 sqft,,Apartment/Condominium,2.0,"$1,926",2021.0,R2769662,Residential,Yes,$600,,,18/04/2023,"$599,000"
805,,,,,,,,,,,,,,,,,
806,"45 - 2938 Trafalgar St, Abbotsford, BC",2.0,2.0,1277 sqft,,Townhouse,2.0,"$1,266",1988.0,R2784558,Residential,No,$293,,,,
807,"406 - 2267 Mckenzie Rd, Abbotsford, BC",3.0,2.0,1329 sqft,,Townhouse,3.0,,2022.0,R2786623,Residential,Yes,$556,,,,
808,,,,,,,,,,,,,,,,,
809,,,,,,,,,,,,,,,,,
810,,,,,,,,,,,,,,,,,
811,,,,,,,,,,,,,,,,,
812,"32036 Dormick Ave, Abbotsford, BC",4.0,1.0,1863 sqft,,Single Family Residence,1.0,"$4,476",1971.0,R2786621,Residential,Yes,$584,,,,
813,"104 - 33369 Old Yale Rd, Abbotsford, BC",2.0,1.0,971 sqft,,Apartment/Condominium,1.0,,1982.0,R2766455,Residential,Yes,$348,18/06/2023,"$325,000",05/04/2023,"$338,000"
814,"314 - 2943 Nelson Pl, Abbotsford, BC",1.0,1.0,693 sqft,,Apartment/Condominium,1.0,"$1,294",2009.0,R2785939,Residential,Yes,$600,,,,
815,,,,,,,,,,,,,,,,,
816,,,,,,,,,,,,,,,,,
817,,,,,,,,,,,,,,,,,
818,,,,,,,,,,,,,,,,,
819,"39 - 34250 Hazelwood Ave, Abbotsford, BC",4.0,3.0,2933 sqft,,Townhouse,4.0,"$2,447",1995.0,R2766303,Residential,Yes,$301,,,,
820,"411 - 33478 Roberts Ave, Abbotsford, BC",2.0,2.0,1169 sqft,,Apartment/Condominium,2.0,"$1,643",1995.0,R2787977,Residential,Yes,$419,,,,
821,,,,,,,,,,,,,,,,,
822,,,,2754 sqft,,Single Family Residence,4.0,"$5,583",2002.0,R2778085,Residential,Yes,$580,,,,
823,,,,,,,,,,,,,,,,,
824,,,,,,,,,,,,,,,,,
825,,,,,,,,,,,,,,,,,
826,,,,,,,,,,,,,,,,,
827,,,,,,,,,,,,,,,,,
828,,,,,,,,,,,,,,,,,
829,,,,,,,,,,,,,,,,,
830,,,,,,,,,,,,,,,,,
831,,,,,,,,,,,,,,,,,
832,,,,,,,,,,,,,,,,,
833,,,,,,,,,,,,,,,,,
834,,,,,,,,,,,,,,,,,
835,,,,,,,,,,,,,,,,,
836,,,,,,,,,,,,,,,,,
837,,,,,,,,,,,,,,,,,
838,,,,,,,,,,,,,,,,,
839,,,,,,,,,,,,,,,,,
840,,,,,,,,,,,,,,,,,
841,,,,,,,,,,,,,,,,,
842,,,,,,,,,,,,,,,,,
843,,,,,,,,,,,,,,,,,
844,"128 - 33175 Old Yale Rd, Abbotsford, BC",2.0,2.0,1247 sqft,,Apartment/Condominium,1.0,"$1,676",1992.0,R2785236,Residential,Yes,$360,06/06/2023,"$450,000",04/06/2023,"$450,000"
845,"3012 Cassiar Pl, Abbotsford, BC",4.0,3.0,2411 sqft,,Single Family Residence,0.0,"$4,308",1989.0,R2781904,Residential,Yes,$497,06/06/2023,"$1,100,000",25/05/2023,"$1,199,000"
846,"116 - 31406 Upper Maclure Rd, Abbotsford, BC",3.0,2.0,1879 sqft,,Townhouse,2.0,"$2,393",1998.0,R2781483,Residential,Yes,$398,06/06/2023,"$725,000",17/05/2023,"$749,000"
847,"3283 Cheam Dr, Abbotsford, BC",6.0,4.0,2895 sqft,,Single Family Residence,6.0,"$4,584",1981.0,R2783548,Residential,Yes,$431,,,,
848,"15 - 32633 Simon Ave, Abbotsford, BC",2.0,2.0,1215 sqft,,Townhouse,1.0,"$2,213",2016.0,R2785484,Residential,Yes,$523,06/06/2023,"$650,000",05/06/2023,"$635,900"
849,"52 - 34248 King Rd, Abbotsford, BC",3.0,2.0,1315 sqft,,Townhouse,4.0,"$2,307",2010.0,R2781477,Residential,Yes,$528,05/06/2023,"$715,087",23/05/2023,"$694,900"
850,"208 - 33886 Pine St, Abbotsford, BC",1.0,1.0,547 sqft,,Apartment/Condominium,1.0,,2025.0,R2785302,Residential,Yes,$731,,,,
851,"12 - 34825 Delair Rd, Abbotsford, BC",4.0,3.0,1989 sqft,,Townhouse,2.0,"$2,607",2018.0,R2776279,Residential,Yes,$426,05/06/2023,"$830,000",15/05/2023,"$849,000"
852,"502 - 32828 Landeau Pl, Abbotsford, BC",1.0,1.0,672 sqft,,Apartment/Condominium,2.0,,2021.0,R2726409,Residential,Yes,$691,05/06/2023,"$459,000",25/09/2022,"$465,000"
853,"107 - 33530 Mayfair Ave, Abbotsford, BC",3.0,2.0,1223 sqft,,Apartment/Condominium,2.0,"$2,374",2018.0,R2751796,Residential,Yes,$515,05/06/2023,"$600,000",22/02/2023,"$629,888"
854,"516 - 34909 Old Yale Rd, Abbotsford, BC",2.0,1.0,915 sqft,,Townhouse,2.0,"$1,420",1980.0,R2759634,Residential,No,$490,05/06/2023,"$445,000",20/03/2023,"$449,000"
855,"105 - 2425 Church St, Abbotsford, BC",2.0,2.0,1299 sqft,,Apartment/Condominium,1.0,"$1,182",1987.0,R2783154,Residential,Yes,$288,05/06/2023,"$360,000",29/05/2023,"$374,900"
856,"3106 Goldfinch St, Abbotsford, BC",5.0,3.0,3503 sqft,,Single Family Residence,5.0,"$4,997",1996.0,R2784634,Residential,Yes,$367,05/06/2023,"$1,288,000",04/06/2023,"$1,289,000"
857,"16 - 31098 Westridge Pl, Abbotsford, BC",2.0,2.0,1214 sqft,,Townhouse,2.0,"$2,290",2012.0,R2776786,Residential,Yes,$551,05/06/2023,"$680,000",09/05/2023,"$669,900"
858,"113 - 32833 Landeau Pl, Abbotsford, BC",2.0,2.0,1128 sqft,,Apartment/Condominium,1.0,"$1,061",1987.0,R2782491,Residential,Yes,$292,05/06/2023,"$328,000",28/05/2023,"$329,900"
859,"4 - 31406 Upper Maclure Rd, Abbotsford, BC",3.0,2.0,1879 sqft,,Townhouse,2.0,"$2,388",1992.0,R2781250,Residential,Yes,$339,05/06/2023,"$710,000",16/05/2023,"$638,800"
860,"210 - 2211 Clearbrook Rd, Abbotsford, BC",1.0,1.0,629 sqft,,Apartment/Condominium,1.0,$729,1974.0,R2783261,Residential,Yes,$444,05/06/2023,"$295,000",31/05/2023,"$279,900"
861,"221 - 2964 Trethewey St, Abbotsford, BC",2.0,2.0,921 sqft,,Apartment/Condominium,1.0,"$1,306",1993.0,R2782341,Residential,Yes,$445,05/06/2023,"$409,900",28/05/2023,"$409,900"
862,"34871 Terrace Crt, Abbotsford, BC",3.0,1.0,1193 sqft,,Single Family Residence,3.0,"$3,963",1976.0,R2783305,Residential,No,$795,05/06/2023,"$1,060,000",31/05/2023,"$949,000"
863,"3423 Okanagan Dr, Abbotsford, BC",5.0,4.0,2938 sqft,,Single Family Residence,8.0,"$4,922",1988.0,R2779977,Residential,Yes,$442,04/06/2023,"$1,321,000",22/05/2023,"$1,299,900"
864,"215 - 2581 Langdon St, Abbotsford, BC",2.0,2.0,1043 sqft,,Apartment/Condominium,1.0,"$1,808",2005.0,R2781455,Residential,Yes,$503,04/06/2023,"$501,000",24/05/2023,"$525,000"
865,"201 - 3190 Gladwin Rd, Abbotsford, BC",2.0,2.0,1143 sqft,,Apartment/Condominium,1.0,"$1,610",1993.0,R2784413,Residential,Yes,$378,04/06/2023,"$460,000",01/06/2023,"$432,900"
866,"5 - 34825 Delair Rd, Abbotsford, BC",3.0,2.0,1771 sqft,,Townhouse,1.0,"$2,304",2018.0,R2779637,Residential,Yes,$451,,,,
867,"105 - 32040 Peardonville Rd, Abbotsford, BC",2.0,1.0,1093 sqft,,Apartment/Condominium,1.0,"$1,100",1977.0,R2784324,Residential,Yes,$260,04/06/2023,"$288,000",01/06/2023,"$284,900"
868,"62 - 3054 Trafalgar St, Abbotsford, BC",3.0,3.0,1945 sqft,,Townhouse,2.0,"$2,338",1987.0,R2782813,Residential,Yes,$308,04/06/2023,"$590,000",29/05/2023,"$599,900"
869,"41 - 3087 Immel St, Abbotsford, BC",3.0,2.0,1641 sqft,,Townhouse,3.0,"$2,294",1990.0,R2781931,Residential,Yes,$401,04/06/2023,"$665,000",28/05/2023,"$659,500"
870,"2753 Carriage Crt, Abbotsford, BC",5.0,4.0,2707 sqft,,Single Family Residence,0.0,"$5,386",2009.0,R2767159,Residential,Yes,$530,04/06/2023,"$1,390,000",12/04/2023,"$1,435,000"
871,"601 - 1514 Mccallum Rd, Abbotsford, BC",2.0,2.0,874 sqft,,Apartment/Condominium,2.0,$971,2022.0,R2772255,Residential,Yes,$674,04/06/2023,"$569,500",26/04/2023,"$589,900"
872,,1.0,1.0,815 sqft,,Apartment/Condominium,1.0,"$1,234",1994.0,R2782090,Residential,Yes,$452,,,,
873,"10 - 33860 Marshall Rd, Abbotsford, BC",3.0,3.0,1751 sqft,,Townhouse,4.0,"$2,884",2014.0,R2779605,Residential,Yes,$471,,,,
874,"201 - 2120 Gladwin Rd, Abbotsford, BC",1.0,1.0,673 sqft,,Apartment/Condominium,1.0,"$1,592",2021.0,R2783402,Residential,Yes,$646,03/06/2023,"$430,000",30/05/2023,"$434,900"
875,"408 - 33530 Mayfair Ave, Abbotsford, BC",2.0,2.0,1050 sqft,,Apartment/Condominium,2.0,"$2,125",2018.0,R2783184,Residential,Yes,$595,03/06/2023,"$635,000",29/05/2023,"$625,000"
876,"111 - 33030 George Ferguson Way, Abbotsford, BC",2.0,2.0,1171 sqft,,Apartment/Condominium,1.0,"$1,155",1989.0,R2777760,Residential,Yes,$289,03/06/2023,"$339,000",14/05/2023,"$339,000"
877,"34285 Larch St, Abbotsford, BC",5.0,1.0,3170 sqft,,Single Family Residence,0.0,"$5,179",1970.0,R2784024,Residential,Yes,$433,03/06/2023,"$1,420,000",31/05/2023,"$1,375,000"
878,"25 - 36060 Old Yale Rd, Abbotsford, BC",3.0,2.0,1431 sqft,,Townhouse,2.0,"$2,384",1990.0,R2781331,Residential,Yes,$524,03/06/2023,"$745,000",28/05/2023,"$749,900"
879,"34657 Dunsmuir Crt, Abbotsford, BC",4.0,3.0,2951 sqft,,Single Family Residence,8.0,"$4,732",1983.0,R2782011,Residential,Yes,$508,,,,
880,"2 - 2850 Mccallum Rd, Abbotsford, BC",3.0,3.0,1899 sqft,,Townhouse,2.0,"$2,958",2015.0,R2782593,Residential,Yes,$442,31/05/2023,"$830,000",29/05/2023,"$839,900"
881,"1859 Shore Cres, Abbotsford, BC",3.0,1.0,1135 sqft,,Manufactured On Land,8.0,"$2,460",1980.0,R2780145,Residential,No,$572,31/05/2023,"$657,500",22/05/2023,"$649,900"
882,"34590 Kent Ave, Abbotsford, BC",4.0,1.0,1650 sqft,,Single Family Residence,6.0,"$4,378",1972.0,R2772991,Residential,Yes,$712,30/05/2023,"$1,040,000",30/04/2023,"$1,175,000"
883,"2749 Lucern Cres, Abbotsford, BC",4.0,3.0,4015 sqft,,Single Family Residence,0.0,"$5,611",1990.0,R2782158,Residential,Yes,$286,30/05/2023,"$1,150,000",22/05/2023,"$1,149,000"
884,"28 - 33293 Bourquin Cres E, Abbotsford, BC",3.0,2.0,1855 sqft,,Townhouse,1.0,"$2,029",1974.0,R2780535,Residential,Yes,$269,30/05/2023,"$588,000",22/05/2023,"$499,999"
885,"309 - 32025 Tims Ave, Abbotsford, BC",2.0,1.0,990 sqft,,Apartment/Condominium,1.0,$871,1979.0,R2777669,Residential,Yes,$353,30/05/2023,"$335,000",14/05/2023,"$349,900"
886,"32558 Ridgeway St, Abbotsford, BC",5.0,3.0,2605 sqft,,Single Family Residence,4.0,"$3,962",2021.0,R2778198,Residential,Yes,$551,,,,
887,,,,,,,,,,,,,,,,,
888,"2631 Zurich Dr, Abbotsford, BC",4.0,4.0,4736 sqft,,Single Family Residence,4.0,"$4,929",1989.0,R2778396,Residential,Yes,$292,,,,
889,,,,,,,,,,,,,,,,,
890,"2470 Jonquil Crt, Abbotsford, BC",7.0,3.0,4490 sqft,,Single Family Residence,4.0,"$6,538",2006.0,R2782508,Residential,Yes,$444,,,,
891,,,,,,,,"$2,626",2017.0,R2776007,Residential,Yes,$501,,,,
892,"4399 Emily Carr Pl, Abbotsford, BC",6.0,4.0,4342 sqft,,Single Family Residence,5.0,"$6,570",2019.0,R2780135,Residential,Yes,$414,,,,
893,,,1.0,609 sqft,,Single Family Residence,2.0,"$3,772",1950.0,R2779403,Residential,Yes,"$1,311",,,,
894,,,,,,Townhouse,2.0,"$2,632",2018.0,R2778665,Residential,Yes,$544,,,,
895,,,,,,Single Family Residence,6.0,"$4,776",2005.0,R2779086,Residential,Yes,$430,,,,
896,"108 - 33728 King Rd, Abbotsford, BC",2.0,2.0,947 sqft,,Apartment/Condominium,2.0,"$1,382",1996.0,R2782735,Residential,Yes,$463,,,,
897,"36 - 30530 Cardinal Ave, Abbotsford, BC",3.0,2.0,1317 sqft,,Townhouse,2.0,,2024.0,R2769212,Residential,Yes,$580,,,,
898,"213 - 2493 Montrose Ave, Abbotsford, BC",2.0,2.0,871 sqft,,Apartment/Condominium,1.0,"$1,838",2020.0,R2781965,Residential,Yes,$608,,,,
899,"27675 Quinton Ave, Abbotsford, BC",4.0,2.0,2925 sqft,,Single Family Residence,2.0,"$3,380",1968.0,R2779220,Residential,Yes,$817,29/05/2023,"$2,250,000",18/05/2023,"$2,390,000"
900,"4351 Meighen Pl, Abbotsford, BC",4.0,3.0,2919 sqft,,Single Family Residence,4.0,"$4,935",2006.0,R2780180,Residential,Yes,$410,29/05/2023,"$1,290,000",22/05/2023,"$1,199,700"
901,"201 - 2233 Mckenzie Rd, Abbotsford, BC",2.0,2.0,938 sqft,,Apartment/Condominium,2.0,"$1,628",2009.0,R2781040,Residential,Yes,$490,29/05/2023,"$470,000",28/05/2023,"$459,900"
902,"105 - 32124 Tims Ave, Abbotsford, BC",2.0,2.0,918 sqft,,Apartment/Condominium,1.0,"$1,261",1982.0,R2778047,Residential,Yes,$489,29/05/2023,"$438,000",14/05/2023,"$449,000"
903,"34430 Donlyn Ave, Abbotsford, BC",6.0,2.0,2750 sqft,,Single Family Residence,2.0,"$4,164",1973.0,R2779473,Residential,No,$363,29/05/2023,"$1,175,000",23/05/2023,"$999,900"
904,"33803 Mayfair Ave, Abbotsford, BC",3.0,2.0,1378 sqft,,Single Family Residence,8.0,"$3,815",1948.0,R2780778,Residential,No,$725,29/05/2023,"$970,000",18/05/2023,"$999,999"
905,"2014 Merlot Blvd, Abbotsford, BC",6.0,4.0,4632 sqft,,Single Family Residence,5.0,"$6,059",2010.0,R2780480,Residential,Yes,$399,29/05/2023,"$1,750,000",23/05/2023,"$1,850,000"
906,"89 - 32691 Garibaldi Dr, Abbotsford, BC",1.0,1.0,1151 sqft,,Apartment/Condominium,1.0,"$1,386",1988.0,R2779608,Residential,No,$338,22/05/2023,"$386,000",22/05/2023,"$389,900"
907,"4340 Meighen Pl, Abbotsford, BC",5.0,3.0,3320 sqft,,Single Family Residence,5.0,"$5,626",2007.0,R2777876,Residential,Yes,$421,22/05/2023,"$1,400,000",16/05/2023,"$1,399,900"
908,"206 - 2350 Westerly St, Abbotsford, BC",2.0,2.0,935 sqft,,Apartment/Condominium,1.0,"$1,371",1999.0,R2768264,Residential,Yes,$449,22/05/2023,"$420,000",10/04/2023,"$420,000"
909,"165 - 32633 Simon Ave, Abbotsford, BC",2.0,2.0,1206 sqft,,Townhouse,1.0,"$2,246",2018.0,R2776246,Residential,Yes,$538,22/05/2023,"$650,000",07/05/2023,"$649,999"
910,"316 - 31930 Old Yale Rd, Abbotsford, BC",2.0,2.0,1125 sqft,,Apartment/Condominium,1.0,"$1,129",1988.0,R2778428,Residential,Yes,$280,21/05/2023,"$320,000",14/05/2023,"$315,000"
911,"35676 Regal Pky, Abbotsford, BC",4.0,3.0,3034 sqft,,Single Family Residence,8.0,"$5,279",1998.0,R2771889,Residential,Yes,$426,21/05/2023,"$1,262,500",25/04/2023,"$1,295,000"
912,"209 - 33318 Bourquin Cres E, Abbotsford, BC",2.0,2.0,986 sqft,,Apartment/Condominium,2.0,"$1,623",2006.0,R2779005,Residential,Yes,$501,21/05/2023,"$505,000",17/05/2023,"$494,900"
913,"26 - 4217 Old Clayburn Rd, Abbotsford, BC",6.0,5.0,3625 sqft,,Single Family Residence,4.0,"$2,682",2022.0,R2763553,Residential,Yes,$379,21/05/2023,"$1,275,000",28/03/2023,"$1,374,700"
914,"2859 Woodland St, Abbotsford, BC",3.0,2.0,2985 sqft,,Single Family Residence,6.0,"$4,420",1958.0,R2768412,Residential,No,$401,18/05/2023,"$1,190,000",16/04/2023,"$1,199,000"
915,"108 - 30530 Cardinal Ave, Abbotsford, BC",4.0,3.0,1751 sqft,,Townhouse,2.0,,2024.0,R2777794,Residential,Yes,$505,07/06/2024,"$699,900",20/05/2024,"$699,900"
916,"34602 7 Th Ave, Abbotsford, BC",2.0,2.0,1456 sqft,,Single Family Residence,0.0,"$2,342",2023.0,R2746537,Residential,No,$533,,,,
917,"33224 Farrant Cres, Abbotsford, BC",5.0,2.0,2472 sqft,,Single Family Residence,0.0,"$4,000",1967.0,R2776431,Residential,No,$546,17/05/2023,"$1,325,000",10/05/2023,"$1,349,900"
918,"35369 Mckee Rd, Abbotsford, BC",4.0,2.0,3140 sqft,,Single Family Residence,9.0,"$5,387",1975.0,R2748293,Residential,Yes,$437,17/05/2023,"$1,325,000",24/01/2023,"$1,374,700"
919,"307 - 32055 Old Yale Rd, Abbotsford, BC",2.0,1.0,1010 sqft,,Apartment/Condominium,1.0,$907,1980.0,R2762458,Residential,Yes,$326,17/05/2023,"$327,000",27/03/2023,"$329,900"
920,"503 - 33065 Mill Lake Rd, Abbotsford, BC",2.0,2.0,1285 sqft,,Apartment/Condominium,1.0,"$2,027",1996.0,R2776870,Residential,Yes,$412,17/05/2023,"$530,000",15/05/2023,"$530,000"
921,"33253 Alta Ave, Abbotsford, BC",5.0,3.0,2792 sqft,,Single Family Residence,6.0,"$4,492",1969.0,R2772559,Residential,Yes,$447,17/05/2023,"$1,275,000",30/04/2023,"$1,249,000"
922,"404 - 33338 Mayfair Ave, Abbotsford, BC",2.0,2.0,1005 sqft,,Apartment/Condominium,2.0,"$1,704",2007.0,R2777384,Residential,Yes,$530,17/05/2023,"$530,000",11/05/2023,"$532,900"
923,"108 - 32633 Simon Ave, Abbotsford, BC",2.0,2.0,1153 sqft,,Townhouse,1.0,"$2,260",2018.0,R2779326,Residential,Yes,$493,17/05/2023,"$635,000",15/05/2023,"$569,000"
924,"29 - 33922 King Rd, Abbotsford, BC",4.0,3.0,3193 sqft,,Townhouse,2.0,"$2,782",1989.0,R2772399,Residential,Yes,$248,,,,
925,"72 - 2774 Montrose Ave, Abbotsford, BC",3.0,2.0,1473 sqft,,Townhouse,2.0,"$2,500",2023.0,R2776749,Residential,Yes,$543,16/05/2023,"$799,900",09/05/2023,"$799,900"
926,"24 - 35810 Mckee Rd, Abbotsford, BC",4.0,2.0,1943 sqft,,Townhouse,2.0,,2023.0,R2768801,Residential,Yes,$483,16/05/2023,"$939,000",16/04/2023,"$939,000"
927,"1624 - 34909 Old Yale Rd, Abbotsford, BC",2.0,1.0,928 sqft,,Townhouse,2.0,"$1,416",1980.0,R2769119,Residential,No,$484,16/05/2023,"$440,000",17/04/2023,"$449,900"
928,"165 - 32550 Maclure Rd, Abbotsford, BC",3.0,1.0,1180 sqft,,Townhouse,2.0,"$2,027",1981.0,R2775289,Residential,No,$549,16/05/2023,"$648,000",09/05/2023,"$648,000"
929,"309 - 2414 Church St, Abbotsford, BC",2.0,1.0,990 sqft,,Apartment/Condominium,1.0,$878,1984.0,R2776113,Residential,Yes,$281,14/05/2023,"$279,000",08/05/2023,"$279,000"
930,"201 - 32823 Landeau Pl, Abbotsford, BC",2.0,1.0,1076 sqft,,Apartment/Condominium,1.0,"$1,022",1986.0,R2776693,Residential,Yes,$301,09/05/2023,"$310,000",09/05/2023,"$324,900"
931,"104 - 32175 Old Yale Rd, Abbotsford, BC",1.0,1.0,650 sqft,,Apartment/Condominium,1.0,$734,1973.0,R2755397,Residential,Yes,$407,09/05/2023,"$250,000",26/02/2023,"$265,000"
932,"34631 Sandon Dr, Abbotsford, BC",4.0,3.0,2184 sqft,,Single Family Residence,5.0,"$4,542",1991.0,R2773785,Residential,Yes,$412,,,,
933,"27871 Ledunne Ave, Abbotsford, BC",10.0,6.0,4186 sqft,,Single Family Residence,4.0,"$6,045",2011.0,R2770518,Residential,No,$405,09/05/2023,"$1,702,000",23/04/2023,"$1,699,000"
934,"11 - 3351 Horn St, Abbotsford, BC",3.0,3.0,2692 sqft,,Townhouse,0.0,"$2,456",1988.0,R2774420,Residential,No,$259,07/05/2023,"$699,900",03/05/2023,"$699,900"
935,"35480 Strathcona Crt, Abbotsford, BC",5.0,3.0,2759 sqft,,Single Family Residence,5.0,"$4,946",2001.0,R2773160,Residential,Yes,$431,07/05/2023,"$1,220,000",30/04/2023,"$1,190,000"
936,"136 - 3160 Townline Rd, Abbotsford, BC",5.0,3.0,1916 sqft,,Townhouse,2.0,"$2,676",1993.0,R2772530,Residential,Yes,$390,03/05/2023,"$751,000",01/05/2023,"$749,000"
937,"402 - 33718 King Rd, Abbotsford, BC",2.0,2.0,947 sqft,,Apartment/Condominium,2.0,"$1,394",1995.0,R2773830,Residential,Yes,$477,03/05/2023,"$450,000",02/05/2023,"$452,400"
938,"18 - 32310 Mouat Dr, Abbotsford, BC",3.0,1.0,1224 sqft,,Townhouse,0.0,"$1,919",1978.0,R2771932,Residential,No,$510,,,,
939,"8 - 30930 Westridge Pl, Abbotsford, BC",3.0,2.0,1263 sqft,,Townhouse,2.0,"$2,533",2018.0,R2767126,Residential,Yes,$553,30/04/2023,"$736,000",09/04/2023,"$699,000"
940,"33234 Marshall Rd, Abbotsford, BC",5.0,2.0,2393 sqft,,Single Family Residence,3.0,"$3,463",1972.0,R2760555,Residential,Yes,$480,28/04/2023,"$1,135,000",21/03/2023,"$1,150,000"
941,"104 - 2425 Church St, Abbotsford, BC",2.0,1.0,985 sqft,,Apartment/Condominium,1.0,$852,1987.0,R2768362,Residential,Yes,$299,25/04/2023,"$293,000",12/04/2023,"$295,000"
942,"46 - 34248 King Rd, Abbotsford, BC",2.0,2.0,1277 sqft,,Townhouse,3.0,"$2,406",2010.0,R2768261,Residential,Yes,$485,23/04/2023,"$630,000",13/04/2023,"$619,900"
943,"7 - 2950 Lefeuvre Rd, Abbotsford, BC",4.0,2.0,1904 sqft,,Townhouse,1.0,"$2,628",2013.0,R2755706,Residential,Yes,$394,17/04/2023,"$723,000",26/02/2023,"$752,000"
