,address,beds,bath,area,maintenance,parking,taxes,built,mlsNumber,levels,garage,lotSize,pricePerSqFt,soldDate,soldPrice,listingDate,listingPrice,type
0,"610 - 9015 120 St, Delta, BC",1,1,644 sqft,,1,"$1,315",2019,R2896874,Residential,Yes,,$774,28/06/2024,"$485,000",18/06/2024,"$499,000",Apartment/Condominium
1,"137 - 5550 Admiral Way, Delta, BC",4,2,1665 sqft,,3,"$3,472",2017,R2898852,Residential,Yes,,$672,26/06/2024,"$1,115,000",24/06/2024,"$1,120,000",Townhouse
2,"102 - 4955 River Rd, Delta, BC",2,2,1401 sqft,,2,"$2,563",1990,R2887819,Residential,Yes,,$677,24/06/2024,"$925,000",26/05/2024,"$949,000",Apartment/Condominium
3,"7 - 4756 62 St, Delta, BC",3,2,1551 sqft,,2,"$3,012",1991,R2896418,Residential,No,,$580,24/06/2024,"$1,005,000",17/06/2024,"$899,900",Townhouse
4,"897 Gale Pl, Delta, BC",5,2,2753 sqft,,6,"$5,738",1970,R2896382,Residential,Yes,,$753,24/06/2024,"$2,175,000",17/06/2024,"$2,075,000",Single Family Residence
5,"5389 Laurel Way, Delta, BC",3,2,1850 sqft,,4,"$4,343",1986,R2895382,Residential,Yes,,$702,23/06/2024,"$1,351,333",16/06/2024,"$1,299,999",Single Family Residence
6,"6032 45 Ave, Delta, BC",5,2,2045 sqft,,3,"$3,903",1977,R2896052,Residential,Yes,,$635,23/06/2024,"$1,381,000",17/06/2024,"$1,299,000",Single Family Residence
7,"4486 61 St, Delta, BC",4,2,2491 sqft,,1,"$3,958",1977,R2874693,Residential,Yes,,$561,23/06/2024,"$1,345,000",23/04/2024,"$1,399,900",Single Family Residence
8,"1809 - 11967 80 Ave, Delta, BC",2,1,576 sqft,,1,"$2,220",2017,R2890971,Residential,Yes,,$954,23/06/2024,"$567,500",04/06/2024,"$549,900",Apartment/Condominium
9,"96 - 5311 Admiral Way, Delta, BC",4,4,2720 sqft,,4,,2024,R2897551,Residential,Yes,,$782,23/06/2024,"$2,128,000",18/06/2024,"$2,128,000",Townhouse
10,"5050 Wallace Ave, Delta, BC",3,2,1863 sqft,,4,"$5,232",1973,R2896720,Residential,No,,$778,22/06/2024,"$1,500,000",17/06/2024,"$1,449,900",Single Family Residence
11,"6302 Dawn Dr, Delta, BC",3,2,2093 sqft,,6,"$4,653",1988,R2857442,Residential,Yes,,$711,22/06/2024,"$1,350,000",07/03/2024,"$1,490,000",Single Family Residence
12,"4578 Kensington Crt, Delta, BC",4,2,2521 sqft,,4,"$4,889",1990,R2888776,Residential,Yes,,$624,20/06/2024,"$1,480,000",29/05/2024,"$1,575,000",Single Family Residence
13,"1255 49 St, Delta, BC",5,3,3280 sqft,,4,"$5,124",1978,R2897482,Residential,No,,$467,20/06/2024,"$1,620,000",19/06/2024,"$1,535,000",Single Family Residence
14,"4 - 10735 84 Ave, Delta, BC",3,2,1492 sqft,,2,"$3,034",2015,R2897998,Residential,Yes,,$626,20/06/2024,"$920,000",19/06/2024,"$935,000",Townhouse
15,"608 - 11501 84 Ave, Delta, BC",2,2,1183 sqft,,2,"$2,657",2020,R2897628,Residential,Yes,,$691,20/06/2024,"$817,999",18/06/2024,"$817,999",Apartment/Condominium
16,"1636 Fir Springs Lane, Delta, BC",2,2,1798 sqft,,4,"$4,907",2015,R2897036,Residential,Yes,,$889,19/06/2024,"$1,610,000",18/06/2024,"$1,599,900",Single Family Residence
17,"1909 - 11967 80 Ave, Delta, BC",2,1,577 sqft,,1,"$1,663",2017,R2859568,Residential,Yes,,$970,18/06/2024,"$535,000",11/03/2024,"$559,995",Apartment/Condominium
18,"1FH - 4515 River Rd W, Delta, BC",2,1,761 sqft,,1,$500,1986,R2894886,Residential,No,,$314,17/06/2024,"$237,000",12/06/2024,"$239,000",Single Family Residence
19,"7755 Garrett Dr, Delta, BC",5,3,2501 sqft,,6,,1973,R2873135,Residential,No,,$639,17/06/2024,"$1,555,000",21/04/2024,"$1,599,900",Single Family Residence
20,"408 - 9015 120 St, Delta, BC",2,2,873 sqft,,1,"$1,975",2019,R2881454,Residential,Yes,,$732,16/06/2024,"$620,000",08/05/2024,"$639,900",Apartment/Condominium
21,"262 52 St, Delta, BC",4,2,2788 sqft,,6,"$5,334",1976,R2871927,Residential,Yes,,$645,16/06/2024,"$1,690,000",15/04/2024,"$1,799,000",Single Family Residence
22,"205 - 6866 Nicholson Rd, Delta, BC",2,2,1375 sqft,,1,"$1,663",1991,R2893606,Residential,Yes,,$435,16/06/2024,"$599,000",10/06/2024,"$599,000",Apartment/Condominium
23,"4875 53 St, Delta, BC",2,1,924 sqft,,1,"$1,717",1987,R2885616,Residential,No,,$745,16/06/2024,"$685,000",20/05/2024,"$689,000",Apartment/Condominium
24,"8219 111b St, Delta, BC",4,2,2450 sqft,,8,"$4,237",9999,R2894520,Residential,No,,$530,16/06/2024,"$1,376,100",10/06/2024,"$1,299,000",Single Family Residence
25,"10917 Mcadam Rd, Delta, BC",7,6,4640 sqft,,0,"$6,566",2022,R2886263,Residential,Yes,,$536,16/06/2024,"$2,363,500",22/05/2024,"$2,489,999",Single Family Residence
26,"470 Sandbar Pl, Delta, BC",3,2,1870 sqft,,6,"$5,452",1988,R2875760,Residential,Yes,,"$1,081",13/06/2024,"$1,990,000",25/04/2024,"$2,022,000",Single Family Residence
27,"470 Sandbar Pl, Delta, BC",3,2,1870 sqft,,6,"$5,452",1988,R2875760,Residential,Yes,,"$1,081",13/06/2024,"$1,990,000",25/04/2024,"$2,022,000",Single Family Residence
28,"115 - 6505 3 Ave, Delta, BC",3,2,2258 sqft,,6,"$5,111",1993,R2894691,Residential,Yes,,$876,13/06/2024,"$1,980,000",12/06/2024,"$1,980,000",Townhouse
29,"412 - 9015 120 St, Delta, BC",3,2,1297 sqft,,1,"$2,419",2019,R2892630,Residential,Yes,,$538,12/06/2024,"$725,000",09/06/2024,"$699,000",Apartment/Condominium
30,"11415 91a Ave, Delta, BC",5,2,2229 sqft,,3,"$4,384",1966,R2873419,Residential,Yes,,$627,12/06/2024,"$1,340,000",21/04/2024,"$1,399,000",Single Family Residence
31,"66 Diefenbaker Wynd, Delta, BC",4,2,2579 sqft,,4,"$4,842",1979,R2877209,Residential,Yes,,$646,11/06/2024,"$1,650,000",29/04/2024,"$1,668,000",Single Family Residence
32,"403 - 5599 14b Ave, Delta, BC",2,2,866 sqft,,1,"$1,942",2011,R2883479,Residential,Yes,,$692,11/06/2024,"$585,000",14/05/2024,"$599,900",Apartment/Condominium
33,"11464 Lyon Rd, Delta, BC",5,3,3046 sqft,,6,"$5,419",1977,R2893088,Residential,Yes,,$688,11/06/2024,"$2,098,000",09/06/2024,"$2,098,000",Single Family Residence
34,"10620 Westside Dr, Delta, BC",4,1,2340 sqft,,5,"$4,112",1973,R2888837,Residential,No,,$597,10/06/2024,"$1,345,000",27/05/2024,"$1,399,000",Single Family Residence
35,"5789 51 Ave, Delta, BC",3,1,1546 sqft,,3,"$4,390",1972,R2891476,Residential,No,,$775,10/06/2024,"$1,272,500",05/06/2024,"$1,199,000",Single Family Residence
36,"5819 48a Ave, Delta, BC",4,2,2002 sqft,,2,"$4,492",1968,R2890648,Residential,Yes,,$718,10/06/2024,"$1,418,000",03/06/2024,"$1,438,000",Single Family Residence
37,"202 - 11901 89a Ave, Delta, BC",3,1,1209 sqft,,1,"$1,895",1971,R2889607,Residential,No,,$496,10/06/2024,"$575,000",02/06/2024,"$599,800",Townhouse
38,"6597 Faber Cres, Delta, BC",3,3,2662 sqft,,6,"$5,433",1971,R2889864,Residential,Yes,,$563,09/06/2024,"$1,400,000",02/06/2024,"$1,499,999",Single Family Residence
39,"305 - 4768 53 St, Delta, BC",2,2,947 sqft,,1,"$1,916",1995,R2876638,Residential,Yes,,$628,09/06/2024,"$585,000",28/04/2024,"$595,000",Apartment/Condominium
40,"8794 Shepherd Way, Delta, BC",3,2,1719 sqft,,5,"$4,142",1958,R2888686,Residential,No,,$726,09/06/2024,"$1,245,000",28/05/2024,"$1,248,000",Single Family Residence
41,"6595 Lyon Rd, Delta, BC",4,2,2585 sqft,,4,"$4,462",1978,R2891384,Residential,Yes,,$606,09/06/2024,"$1,567,000",05/06/2024,"$1,567,000",Single Family Residence
42,"1310 53a St, Delta, BC",4,3,2294 sqft,,6,"$4,256",1966,R2869158,Residential,No,,$653,09/06/2024,"$1,488,000",09/04/2024,"$1,499,000",Single Family Residence
43,"5171 57 St, Delta, BC",2,1,1170 sqft,,6,"$4,100",1972,R2877147,Residential,No,,"$1,058",08/06/2024,"$1,215,000",27/04/2024,"$1,239,000",Single Family Residence
44,"11373 88a Ave, Delta, BC",7,3,2348 sqft,,2,"$4,455",1971,R2882266,Residential,No,,$638,08/06/2024,"$1,445,000",12/05/2024,"$1,499,999",Single Family Residence
45,"3541 41b St, Delta, BC",4,2,3752 sqft,,12,"$7,767",1969,R2890654,Residential,Yes,,$665,07/06/2024,"$2,498,000",03/06/2024,"$2,498,000",Single Family Residence
46,"5448 5b Ave, Delta, BC",3,2,2560 sqft,,5,"$4,863",1974,R2871531,Residential,No,,$577,06/06/2024,"$1,489,000",15/04/2024,"$1,479,000",Single Family Residence
47,"102 - 6505 3 Ave, Delta, BC",2,2,1957 sqft,,4,"$4,286",1993,R2891592,Residential,Yes,,$766,06/06/2024,"$1,500,000",04/06/2024,"$1,499,900",Townhouse
48,"9474 118 St, Delta, BC",4,2,2050 sqft,,5,"$4,540",1971,R2884031,Residential,Yes,,$629,06/06/2024,"$1,352,500",21/05/2024,"$1,290,000",Single Family Residence
49,"217 - 7445 120 St, Delta, BC",1,1,655 sqft,,1,"$1,410",2010,R2882679,Residential,Yes,,$723,06/06/2024,"$470,000",12/05/2024,"$473,888",Apartment/Condominium
50,"372 - 1440 Garden Pl, Delta, BC",2,1,1058 sqft,,1,"$1,852",1982,R2888353,Residential,No,,$613,06/06/2024,"$640,000",29/05/2024,"$649,000",Apartment/Condominium
51,"4916 58 St, Delta, BC",4,3,3020 sqft,,5,"$4,477",1969,R2874015,Residential,Yes,,$514,05/06/2024,"$1,535,000",22/04/2024,"$1,555,000",Single Family Residence
52,"258 66 St, Delta, BC",4,2,1626 sqft,,5,"$4,801",1967,R2865143,Residential,No,,$913,05/06/2024,"$1,460,000",01/04/2024,"$1,485,000",Single Family Residence
53,"208 - 4885 53 St, Delta, BC",2,2,1136 sqft,,1,"$1,922",1987,R2890592,Residential,No,,$624,04/06/2024,"$725,000",03/06/2024,"$709,000",Apartment/Condominium
54,"306 - 5535 Admiral Way, Delta, BC",2,2,1200 sqft,,2,"$2,908",2021,R2865829,Residential,Yes,,$874,04/06/2024,"$1,015,000",31/03/2024,"$1,049,900",Apartment/Condominium
55,"3 - 6300 Cottonwood St, Delta, BC",3,2,1866 sqft,,2,"$3,336",1988,R2889122,Residential,Yes,,$509,04/06/2024,"$935,000",30/05/2024,"$949,900",Townhouse
56,"96 - 5900 Ferry Rd, Delta, BC",3,2,2247 sqft,,2,"$4,216",1998,R2872915,Residential,Yes,,$644,04/06/2024,"$1,443,000",17/04/2024,"$1,449,000",Townhouse
57,"5800 28 Ave, Delta, BC",4,2,3418 sqft,,5,"$4,490",2004,R2870856,Residential,Yes,,"$1,462",03/06/2024,"$4,800,000",14/04/2024,"$4,999,900",Single Family Residence
58,"9247 Hardy Rd, Delta, BC",5,2,2158 sqft,,6,"$4,509",1964,R2887865,Residential,No,,$718,03/06/2024,"$1,475,000",27/05/2024,"$1,549,900",Single Family Residence
59,"62 - 10500 Delsom Cres, Delta, BC",4,2,2174 sqft,,4,"$3,987",2014,R2886219,Residential,Yes,,$597,03/06/2024,"$1,370,000",20/05/2024,"$1,299,000",Townhouse
60,"4826 48 Ave, Delta, BC",6,3,3155 sqft,,3,"$4,445",1920,R2887374,Residential,Yes,,$538,02/06/2024,"$1,830,000",26/05/2024,"$1,699,000",Single Family Residence
61,"11272 Sussex Pl, Delta, BC",6,3,3181 sqft,,6,"$5,064",1976,R2885662,Residential,Yes,,$556,02/06/2024,"$1,730,000",21/05/2024,"$1,769,000",Single Family Residence
62,"1631 Birch Springs Lane, Delta, BC",2,2,1517 sqft,,4,"$4,457",2012,R2888346,Residential,Yes,,$955,02/06/2024,"$1,525,000",28/05/2024,"$1,450,000",Single Family Residence
63,"11220 Mason Pl, Delta, BC",6,6,3652 sqft,,10,"$7,389",1972,R2887159,Residential,Yes,,$602,02/06/2024,"$2,275,000",26/05/2024,"$2,199,000",Single Family Residence
64,"3 - 4743 54a St, Delta, BC",3,2,1590 sqft,,2,"$3,162",1998,R2886805,Residential,Yes,,$583,02/06/2024,"$925,000",26/05/2024,"$928,000",Townhouse
65,"B208 - 4821 53 St, Delta, BC",1,1,1000 sqft,,1,"$1,943",1991,R2887418,Residential,Yes,,$699,01/06/2024,"$675,000",27/05/2024,"$699,000",Apartment/Condominium
66,"50 - 10500 Delsom Cres, Delta, BC",3,2,2154 sqft,,3,"$3,984",2014,R2874296,Residential,Yes,,$626,30/05/2024,"$1,348,000",22/04/2024,"$1,350,000",Townhouse
67,"4933 44b Ave, Delta, BC",4,3,2368 sqft,,0,"$4,295",1988,R2883321,Residential,No,,$548,30/05/2024,"$1,315,000",13/05/2024,"$1,299,800",Single Family Residence
68,"7758 Boynton Pl, Delta, BC",4,2,3014 sqft,,6,"$4,819",1984,R2872289,Residential,Yes,,$630,30/05/2024,"$1,850,000",17/04/2024,"$1,899,900",Single Family Residence
69,"10586 River Rd, Delta, BC",8,6,4568 sqft,,6,"$6,051",2022,R2864608,Residential,Yes,,$492,29/05/2024,"$2,170,000",01/04/2024,"$2,249,000",Single Family Residence
70,"1034 Walalee Dr, Delta, BC",4,2,2850 sqft,,3,"$4,938",1965,R2888573,Residential,No,,$550,29/05/2024,"$1,569,000",28/05/2024,"$1,569,000",Single Family Residence
71,"10748 Burbank Dr, Delta, BC",4,2,1996 sqft,,1,"$4,586",1973,R2885977,Residential,Yes,,$751,28/05/2024,"$1,450,000",21/05/2024,"$1,499,000",Single Family Residence
72,"10654 Hermosa Dr, Delta, BC",4,2,2477 sqft,,4,"$4,729",1975,R2880831,Residential,Yes,,$617,28/05/2024,"$1,482,000",07/05/2024,"$1,529,800",Single Family Residence
73,"40 - 4955 57 St, Delta, BC",2,1,960 sqft,,1,"$2,007",1969,R2884046,Residential,No,,$645,28/05/2024,"$616,000",15/05/2024,"$619,800",Townhouse
74,"10473 Dunlop Rd, Delta, BC",6,3,2433 sqft,,4,"$4,423",1973,R2873995,Residential,Yes,,$657,28/05/2024,"$1,445,000",22/04/2024,"$1,600,000",Single Family Residence
75,"9 - 11965 84a Ave, Delta, BC",3,3,2637 sqft,,3,"$2,858",1991,R2886144,Residential,Yes,,$378,28/05/2024,"$1,018,000",21/05/2024,"$998,000",Townhouse
76,"6587 Hillside Cres, Delta, BC",6,4,3554 sqft,,8,"$5,987",1970,R2885964,Residential,Yes,,$528,27/05/2024,"$1,975,000",22/05/2024,"$1,879,000",Single Family Residence
77,"7744 Wansford Dr, Delta, BC",3,2,1889 sqft,,6,"$4,272",1979,R2885351,Residential,Yes,,$793,27/05/2024,"$1,500,000",26/05/2024,"$1,499,000",Single Family Residence
78,"122 - 1702 56 St, Delta, BC",2,2,1250 sqft,,2,"$2,547",1997,R2885474,Residential,Yes,,$671,27/05/2024,"$824,900",20/05/2024,"$839,900",Townhouse
79,"404 - 11501 84 Ave, Delta, BC",2,2,996 sqft,,2,"$1,770",2020,R2885383,Residential,No,,$701,27/05/2024,"$683,500",20/05/2024,"$699,000",Apartment/Condominium
80,"1537 Braid Rd, Delta, BC",5,5,3148 sqft,,4,"$4,724",2024,R2874910,Residential,Yes,,$873,26/05/2024,"$2,700,000",23/04/2024,"$2,749,888",Single Family Residence
81,"9303 114a St, Delta, BC",4,3,1961 sqft,,4,"$4,360",1960,R2879703,Residential,No,,$688,26/05/2024,"$1,316,000",05/05/2024,"$1,349,900",Single Family Residence
82,"209 - 1140 55 St, Delta, BC",2,2,1518 sqft,,1,"$2,283",1990,R2884851,Residential,Yes,,$559,26/05/2024,"$850,000",20/05/2024,"$849,000",Apartment/Condominium
83,"96 Diefenbaker Wynd, Delta, BC",3,2,1592 sqft,,4,"$4,427",1979,R2885639,Residential,Yes,,$970,26/05/2024,"$1,525,000",21/05/2024,"$1,545,000",Single Family Residence
84,"311 - 5055 Springs Blvd, Delta, BC",1,1,1053 sqft,,1,"$2,706",2014,R2880407,Residential,Yes,,$835,26/05/2024,"$830,000",05/05/2024,"$879,900",Apartment/Condominium
85,"7463 Barrymore Dr, Delta, BC",3,1,2464 sqft,,2,"$3,707",1973,R2872518,Residential,No,,$506,26/05/2024,"$1,220,000",21/04/2024,"$1,249,000",Single Family Residence
86,"8 - 11910 90 Ave, Delta, BC",3,2,1794 sqft,,2,"$3,069",1996,R2884481,Residential,Yes,,$523,25/05/2024,"$905,000",16/05/2024,"$939,880",Townhouse
87,"10590 River Rd, Delta, BC",8,6,4568 sqft,,6,"$6,032",2022,R2867884,Residential,Yes,,$492,24/05/2024,"$2,170,000",08/04/2024,"$2,249,000",Single Family Residence
88,"4883 42b Ave, Delta, BC",3,2,2653 sqft,,8,"$4,371",1969,R2882004,Residential,No,,$565,23/05/2024,"$1,452,000",12/05/2024,"$1,499,900",Single Family Residence
89,"106 - 1166 54 A St, Delta, BC",2,2,1054 sqft,,1,"$2,592",2016,R2877478,Residential,Yes,,$754,23/05/2024,"$765,000",30/04/2024,"$794,900",Apartment/Condominium
90,"7267 116 St, Delta, BC",4,3,2020 sqft,,6,"$3,571",2012,R2882101,Residential,Yes,,$608,23/05/2024,"$1,210,000",12/05/2024,"$1,230,000",Multi Family
91,"103 - 4743 River Rd W, Delta, BC",2,2,1407 sqft,,1,"$2,210",1990,R2875799,Residential,Yes,,$674,23/05/2024,"$825,000",25/04/2024,"$949,000",Apartment/Condominium
92,"5623 Grove Ave, Delta, BC",3,1,1217 sqft,,4,"$4,365",1964,R2883338,Residential,No,,"$1,075",23/05/2024,"$1,292,500",14/05/2024,"$1,309,000",Single Family Residence
93,"6601 Wade Rd, Delta, BC",4,3,2107 sqft,,4,"$4,624",1980,R2885060,Residential,Yes,,$658,23/05/2024,"$1,388,000",20/05/2024,"$1,388,000",Single Family Residence
94,"311 - 7445 120 St, Delta, BC",1,1,852 sqft,,2,"$1,517",2010,R2877585,Residential,Yes,,$645,22/05/2024,"$525,000",30/04/2024,"$549,999",Apartment/Condominium
95,"7323 York Cres, Delta, BC",4,2,2120 sqft,,8,"$4,584",1971,R2877591,Residential,Yes,,$674,22/05/2024,"$1,400,000",29/04/2024,"$1,429,000",Single Family Residence
96,"11545 81a Ave, Delta, BC",3,1,2282 sqft,,0,"$4,813",1970,R2885378,Residential,No,,$630,22/05/2024,"$1,430,000",21/05/2024,"$1,439,000",Single Family Residence
97,"8184 117 St, Delta, BC",3,1,1262 sqft,,3,"$4,462",1953,R2879614,Residential,Yes,,"$1,108",22/05/2024,"$1,300,000",05/05/2024,"$1,399,000",Single Family Residence
98,"11769 64b Ave, Delta, BC",5,4,2625 sqft,,6,"$5,091",1976,R2878003,Residential,Yes,,$628,22/05/2024,"$1,560,000",01/05/2024,"$1,649,900",Single Family Residence
99,"117 - 4770 52a St, Delta, BC",2,2,984 sqft,,2,"$2,205",1996,R2884472,Residential,Yes,,$669,22/05/2024,"$659,000",15/05/2024,"$659,000",Apartment/Condominium
100,"210 - 1300 Hunter Rd, Delta, BC",2,2,1347 sqft,,1,"$2,909",1996,R2862189,Residential,Yes,,$629,22/05/2024,"$845,000",21/03/2024,"$848,000",Apartment/Condominium
101,"7694 Garrett Dr, Delta, BC",4,3,2400 sqft,,4,"$5,254",1977,R2884842,Residential,Yes,,$728,21/05/2024,"$1,748,000",20/05/2024,"$1,748,000",Single Family Residence
102,"7832 115 St, Delta, BC",10,4,4596 sqft,,4,"$5,300",1976,R2880213,Residential Income,No,,$391,21/05/2024,"$1,750,000",11/05/2024,"$1,799,000",Duplex
103,"115 - 4889 53 St, Delta, BC",2,2,1132 sqft,,1,"$1,960",1988,R2883030,Residential,No,,$626,20/05/2024,"$730,000",13/05/2024,"$709,000",Apartment/Condominium
104,"6 - 6350 48a Ave, Delta, BC",2,2,1789 sqft,,2,"$2,515",1990,R2883313,Residential,Yes,,$435,20/05/2024,"$800,000",13/05/2024,"$780,000",Townhouse
105,"9225 112 St, Delta, BC",6,3,3152 sqft,,0,"$4,504",1973,R2884221,Residential,Yes,,$554,19/05/2024,"$1,680,000",14/05/2024,"$1,749,000",Single Family Residence
106,"1462 Village Greens Wynd, Delta, BC",3,2,1785 sqft,,3,"$4,188",1986,R2881633,Residential,Yes,,$839,19/05/2024,"$1,600,000",09/05/2024,"$1,499,000",Single Family Residence
107,"856 55a St, Delta, BC",4,2,1980 sqft,,0,"$4,807",1968,R2880704,Residential,Yes,,$707,19/05/2024,"$1,326,000",07/05/2024,"$1,399,900",Single Family Residence
108,"7926 118 St, Delta, BC",6,4,3502 sqft,,4,"$4,488",2023,R2877819,Residential,Yes,,$456,18/05/2024,"$1,555,000",30/04/2024,"$1,599,000",Single Family Residence
109,"4675 53a St, Delta, BC",3,3,1956 sqft,,4,"$4,703",1978,R2883451,Residential,Yes,,$766,18/05/2024,"$1,499,000",14/05/2024,"$1,499,000",Single Family Residence
110,"5165 57 St, Delta, BC",3,2,1673 sqft,,2,"$4,209",1963,R2884304,Residential,No,,$776,18/05/2024,"$1,315,000",16/05/2024,"$1,299,000",Single Family Residence
111,"102 - 1212 Hunter Rd, Delta, BC",2,2,1857 sqft,,1,"$5,827",2016,R2882409,Residential,Yes,,"$1,022",17/05/2024,"$1,925,000",09/05/2024,"$1,899,000",Apartment/Condominium
112,"64 - 8385 Delsom Way, Delta, BC",3,2,1385 sqft,,2,"$3,070",2009,R2881878,Residential,Yes,,$670,17/05/2024,"$929,000",12/05/2024,"$929,000",Townhouse
113,"110 - 5550 Admiral Way, Delta, BC",3,2,1609 sqft,,2,"$3,450",2017,R2882288,Residential,Yes,,$652,17/05/2024,"$1,045,000",12/05/2024,"$1,050,000",Townhouse
114,"138 - 5550 Admiral Way, Delta, BC",3,2,1521 sqft,,0,"$3,244",2016,R2882604,Residential,Yes,,$733,16/05/2024,"$1,100,000",13/05/2024,"$1,115,000",Townhouse
115,"1390 Farrell Ave, Delta, BC",3,1,1295 sqft,,4,"$4,986",1966,R2869547,Residential,No,,"$1,080",15/05/2024,"$1,370,000",09/04/2024,"$1,399,000",Single Family Residence
116,"11076 84 Ave, Delta, BC",5,3,2759 sqft,,4,"$5,160",1997,R2873991,Residential,Yes,,$539,15/05/2024,"$1,469,000",23/04/2024,"$1,488,000",Single Family Residence
117,"201 - 6950 Nicholson Rd, Delta, BC",2,2,720 sqft,,2,"$1,966",2021,R2882757,Residential,Yes,,$873,15/05/2024,"$617,500",13/05/2024,"$629,000",Apartment/Condominium
118,"15 - 6712 Baker Rd, Delta, BC",3,1,1305 sqft,,2,"$2,254",1979,R2876031,Residential,No,,$589,15/05/2024,"$748,000",28/04/2024,"$769,000",Townhouse
119,"5313 Belair Cres, Delta, BC",3,2,2050 sqft,,2,"$5,065",1970,R2869408,Residential,No,,$677,15/05/2024,"$1,380,000",09/04/2024,"$1,389,000",Single Family Residence
120,"4919 Cedar Cres, Delta, BC",3,2,2380 sqft,,4,"$4,936",1968,R2880661,Residential,No,,$567,14/05/2024,"$1,375,000",06/05/2024,"$1,350,000",Single Family Residence
121,"4811 47a Ave, Delta, BC",4,3,3212 sqft,,3,"$4,280",1999,R2877056,Residential,Yes,,$435,13/05/2024,"$1,390,000",28/04/2024,"$1,399,000",Single Family Residence
122,"412 - 1350 View Cres, Delta, BC",2,2,1344 sqft,,1,"$2,078",1983,R2879716,Residential,Yes,,$491,13/05/2024,"$628,213",02/05/2024,"$660,000",Apartment/Condominium
123,"34 - 5311 Admiral Way, Delta, BC",4,3,1947 sqft,,2,,2024,R2882393,Residential,Yes,,$697,12/05/2024,"$1,358,000",09/05/2024,"$1,358,000",Townhouse
124,"11912 Briarwood Pl, Delta, BC",3,2,2339 sqft,,4,"$5,043",1980,R2878368,Residential,Yes,,$641,12/05/2024,"$1,525,000",05/05/2024,"$1,499,900",Single Family Residence
125,"105 - 4743 River Rd W, Delta, BC",2,2,1359 sqft,,1,"$2,151",1990,R2880190,Residential,Yes,,$587,12/05/2024,"$800,000",06/05/2024,"$799,000",Apartment/Condominium
126,"4866 Turnbuckle Wynd, Delta, BC",3,3,1449 sqft,,2,"$2,405",1978,R2879113,Residential,Yes,,$572,12/05/2024,"$812,500",02/05/2024,"$829,900",Townhouse
127,"904 - 11910 80 Ave, Delta, BC",1,1,903 sqft,,1,"$1,507",1992,R2860203,Residential,Yes,,$553,12/05/2024,"$478,000",17/03/2024,"$499,900",Apartment/Condominium
128,"5092b Bentley Dr, Delta, BC",6,6,3508 sqft,,4,"$6,720",2022,R2846897,Residential,Yes,,$684,12/05/2024,"$2,250,000",04/02/2024,"$2,399,900",Single Family Residence
129,"147 - 5550 Admiral Way, Delta, BC",4,2,1665 sqft,,2,"$3,472",2017,R2879245,Residential,Yes,,$654,12/05/2024,"$1,168,000",05/05/2024,"$1,090,000",Townhouse
130,"11661 84 Ave, Delta, BC",5,4,3119 sqft,,4,,2018,R2877459,Residential,Yes,,$528,12/05/2024,"$1,571,313",28/04/2024,"$1,648,000",Single Family Residence
131,"4615 Edmonds Dr, Delta, BC",4,2,2213 sqft,,6,"$4,843",1989,R2870723,Residential,Yes,,$632,12/05/2024,"$1,380,000",11/04/2024,"$1,398,800",Single Family Residence
132,"5 - 10605 Delsom Cres, Delta, BC",4,3,2012 sqft,,4,"$3,515",2009,R2863337,Residential,Yes,,$576,12/05/2024,"$1,115,500",25/03/2024,"$1,160,000",Townhouse
133,"8386 Centre St, Delta, BC",3,2,1994 sqft,,4,"$3,349",1989,R2869112,Residential,Yes,,$476,11/05/2024,"$955,000",08/04/2024,"$949,900",Townhouse
134,"8235 110 St, Delta, BC",5,3,1945 sqft,,4,"$4,111",1967,R2877109,Residential,No,,$712,11/05/2024,"$1,340,000",05/05/2024,"$1,385,000",Single Family Residence
135,"5823 16 Ave, Delta, BC",5,5,3017 sqft,,6,"$4,287",2022,R2869175,Residential,Yes,,$725,11/05/2024,"$1,800,000",09/04/2024,"$2,188,000",Single Family Residence
136,"11028 64a Ave, Delta, BC",3,2,2146 sqft,,6,"$4,897",1973,R2880660,Residential,No,,$814,11/05/2024,"$1,748,000",07/05/2024,"$1,748,000",Single Family Residence
137,"5425 Candlewyck Wynd, Delta, BC",4,3,2970 sqft,,8,"$5,196",1980,R2868644,Residential,Yes,,$599,10/05/2024,"$1,720,000",08/04/2024,"$1,780,000",Single Family Residence
138,"5013 1 Ave, Delta, BC",4,2,2549 sqft,,6,"$5,971",1975,R2867638,Residential,Yes,,$759,09/05/2024,"$1,900,000",07/04/2024,"$1,935,000",Single Family Residence
139,"211 - 6505 3 Ave, Delta, BC",2,2,2024 sqft,,4,"$4,722",1992,R2861854,Residential,Yes,,$731,09/05/2024,"$1,480,000",19/03/2024,"$1,480,000",Townhouse
140,"10466 Dunlop Rd, Delta, BC",4,2,2387 sqft,,4,"$5,068",2009,R2878656,Residential,Yes,,$707,09/05/2024,"$1,665,000",02/05/2024,"$1,688,000",Single Family Residence
141,"5410 Chestnut Cres, Delta, BC",5,2,2362 sqft,,6,"$4,545",1970,R2879522,Residential,Yes,,$583,08/05/2024,"$1,420,000",05/05/2024,"$1,378,000",Single Family Residence
142,"11280 88 Ave, Delta, BC",5,3,2740 sqft,,7,"$4,489",1959,R2875195,Residential,Yes,,$685,08/05/2024,"$1,772,500",21/04/2024,"$1,879,000",Single Family Residence
