,Unnamed: 0,address,beds,bath,area,maintenance,type,parking,taxes,built,mlsNumber,levels,garage,pricePerSqFt,soldDate,soldPrice,listingDate,listingPrice
672,672,"3461 Victoria Dr, Coquitlam, BC",6.0,3.0,3277 sqft,,Single Family Residence,3.0,"$4,791",2010.0,R2850984,Residential,Yes,$545,26/02/2024,"$1,820,000",20/02/2024,"$1,788,000"
673,673,"2105 - 652 Whiting Way, Coquitlam, BC",1.0,1.0,516 sqft,,Apartment/Condominium,0.0,"$1,600",2020.0,R2805054,Residential,Yes,"$1,124",26/02/2024,"$570,000",02/08/2023,"$579,999"
674,674,"1905 - 602 Como Lake Ave, Coquitlam, BC",1.0,1.0,587 sqft,,Apartment/Condominium,1.0,"$1,740",2017.0,R2851423,Residential,Yes,"$1,018",26/02/2024,"$580,000",19/02/2024,"$598,000"
675,675,"309 - 1432 Parkway Blvd, Coquitlam, BC",2.0,2.0,952 sqft,,Apartment/Condominium,2.0,"$1,913",1998.0,R2845422,Residential,Yes,$723,26/02/2024,"$689,000",29/01/2024,"$689,000"
676,676,"2502 - 3096 Windsor Gate, Coquitlam, BC",3.0,2.0,1355 sqft,,Apartment/Condominium,2.0,"$3,812",2019.0,R2848246,Residential,Yes,"$1,266",26/02/2024,"$1,706,100",07/02/2024,"$1,716,000"
677,677,"42 - 3470 Highland Dr, Coquitlam, BC",3.0,2.0,1487 sqft,,Townhouse,2.0,"$2,970",2014.0,R2847343,Residential,Yes,$738,25/02/2024,"$1,090,000",05/02/2024,"$1,098,000"
678,678,"2260 Portage Ave, Coquitlam, BC",4.0,2.0,1897 sqft,,Single Family Residence,3.0,"$4,554",1960.0,R2852330,Residential,No,$869,25/02/2024,"$1,644,000",21/02/2024,"$1,649,000"
679,679,"64 - 98 Begin St, Coquitlam, BC",3.0,2.0,1399 sqft,,Townhouse,2.0,"$2,201",1989.0,R2850465,Residential,No,$600,25/02/2024,"$840,000",15/02/2024,"$839,900"
680,680,"312 Laurentian Cres, Coquitlam, BC",6.0,2.0,2354 sqft,,Single Family Residence,5.0,"$3,597",1963.0,R2836888,Residential,No,$709,25/02/2024,"$1,635,000",06/12/2023,"$1,669,000"
681,681,"27 - 688 Edgar Ave, Coquitlam, BC",3.0,3.0,1441 sqft,,Townhouse,2.0,"$2,970",2008.0,R2851701,Residential,No,$832,25/02/2024,"$1,143,000",20/02/2024,"$1,199,900"
682,682,"1910 - 612 Elmwood St, Coquitlam, BC",1.0,1.0,523 sqft,,Apartment/Condominium,1.0,,2027.0,R2851695,Residential,Yes,"$1,298",25/02/2024,"$678,900",19/02/2024,"$678,900"
683,683,"2505 - 530 Whiting Way, Coquitlam, BC",1.0,1.0,520 sqft,,Apartment/Condominium,1.0,"$1,786",2019.0,R2850977,Residential,Yes,"$1,057",25/02/2024,"$577,000",19/02/2024,"$549,888"
684,684,"3402 - 657 Whiting Way, Coquitlam, BC",2.0,2.0,768 sqft,,Apartment/Condominium,1.0,"$2,445",2019.0,R2847427,Residential,Yes,"$1,040",24/02/2024,"$788,000",05/02/2024,"$799,000"
685,685,"906 - 1180 Pinetree Way, Coquitlam, BC",3.0,2.0,1458 sqft,,Apartment/Condominium,2.0,"$2,428",1991.0,R2850044,Residential,Yes,$615,24/02/2024,"$850,000",13/02/2024,"$898,000"
686,686,"61 - 1338 Hames Cres, Coquitlam, BC",3.0,2.0,1303 sqft,,Townhouse,3.0,"$2,774",2013.0,R2849289,Residential,Yes,$766,24/02/2024,"$980,000",11/02/2024,"$999,000"
687,687,"28 - 1305 Soball St, Coquitlam, BC",3.0,2.0,1413 sqft,,Townhouse,2.0,"$2,777",2011.0,R2841855,Residential,Yes,$743,24/02/2024,"$1,038,888",14/01/2024,"$1,049,900"
688,688,"2506 - 3008 Glen Dr, Coquitlam, BC",2.0,2.0,840 sqft,,Apartment/Condominium,1.0,"$2,102",2013.0,R2847547,Residential,Yes,$890,24/02/2024,"$735,000",04/02/2024,"$748,000"
689,689,"402 - 708 Edgar Ave, Coquitlam, BC",1.0,1.0,593 sqft,,Apartment/Condominium,1.0,,2024.0,R2842285,Residential,Yes,"$1,094",23/02/2024,"$630,000",15/01/2024,"$648,800"
690,690,"60 - 2351 Parkway Blvd, Coquitlam, BC",3.0,2.0,1872 sqft,,Townhouse,2.0,"$2,928",2002.0,R2846762,Residential,Yes,$586,22/02/2024,"$1,067,000",04/02/2024,"$1,098,000"
691,691,"206 - 3107 Windsor Gate, Coquitlam, BC",2.0,2.0,990 sqft,,Apartment/Condominium,2.0,"$2,412",2015.0,R2845720,Residential,Yes,$848,22/02/2024,"$825,000",30/01/2024,"$839,999"
692,692,"1703 - 3100 Windsor Gate, Coquitlam, BC",2.0,2.0,956 sqft,,Apartment/Condominium,2.0,"$2,458",2018.0,R2850942,Residential,Yes,$897,22/02/2024,"$858,000",19/02/2024,"$858,000"
693,693,"206 - 2957 Glen Dr, Coquitlam, BC",2.0,2.0,1219 sqft,,Apartment/Condominium,1.0,"$2,513",2011.0,R2850718,Residential,Yes,$717,21/02/2024,"$880,000",17/02/2024,"$874,900"
694,694,"37 - 2979 Panorama Dr, Coquitlam, BC",4.0,3.0,2871 sqft,,Townhouse,2.0,"$3,894",1994.0,R2848930,Residential,Yes,$532,21/02/2024,"$1,450,000",11/02/2024,"$1,529,000"
695,695,"3462 Gislason Ave, Coquitlam, BC",7.0,4.0,3835 sqft,,Single Family Residence,4.0,"$6,204",2011.0,R2849852,Residential,Yes,$573,21/02/2024,"$2,150,000",13/02/2024,"$2,198,888"
696,696,"1309 - 652 Whiting Way, Coquitlam, BC",2.0,1.0,733 sqft,,Apartment/Condominium,1.0,"$2,144",2020.0,R2840379,Residential,Yes,$954,21/02/2024,"$678,000",08/01/2024,"$699,900"
697,697,"2304 - 3096 Windsor Gate, Coquitlam, BC",2.0,2.0,1034 sqft,,Apartment/Condominium,2.0,"$2,608",2019.0,R2851874,Residential,Yes,$966,20/02/2024,"$975,000",19/02/2024,"$999,000"
698,698,"610 - 528 Rochester Ave, Coquitlam, BC",1.0,1.0,611 sqft,,Apartment/Condominium,1.0,"$1,387",1998.0,R2850850,Residential,Yes,$816,20/02/2024,"$499,000",19/02/2024,"$499,000"
699,699,"932 Walls Ave, Coquitlam, BC",4.0,4.0,2444 sqft,,Single Family Residence,2.0,"$3,424",2023.0,R2848067,Residential,Yes,$878,20/02/2024,"$2,100,000",06/02/2024,"$2,148,000"
700,700,"718 Wilmot St, Coquitlam, BC",3.0,2.0,2005 sqft,,Single Family Residence,2.0,"$4,251",1964.0,R2844158,Residential,No,$797,20/02/2024,"$1,577,000",23/01/2024,"$1,599,000"
701,701,"217 - 1220 Lasalle Pl, Coquitlam, BC",2.0,2.0,992 sqft,,Apartment/Condominium,2.0,"$1,704",1991.0,R2849406,Residential,No,$704,20/02/2024,"$670,000",12/02/2024,"$699,000"
702,702,"112 - 3107 Windsor Gate, Coquitlam, BC",2.0,2.0,956 sqft,,Apartment/Condominium,2.0,"$2,177",2015.0,R2849652,Residential,Yes,$826,20/02/2024,"$800,000",19/02/2024,"$790,000"
703,703,"2004 - 2980 Atlantic Ave, Coquitlam, BC",1.0,1.0,549 sqft,,Apartment/Condominium,1.0,"$1,601",2009.0,R2849444,Residential,Yes,$910,19/02/2024,"$555,000",13/02/2024,"$499,800"
704,704,"137 - 639 Aspen St, Coquitlam, BC",3.0,2.0,1710 sqft,,Townhouse,1.0,,2026.0,R2846482,Residential,Yes,$788,19/02/2024,"$1,372,600",01/02/2024,"$1,348,000"
705,705,"36 - 1362 Purcell Dr, Coquitlam, BC",3.0,2.0,1323 sqft,,Townhouse,2.0,"$3,006",2007.0,R2850443,Residential,Yes,$801,19/02/2024,"$1,064,300",15/02/2024,"$1,060,000"
706,706,"46 - 1705 Parkway Blvd, Coquitlam, BC",4.0,3.0,2624 sqft,,Single Family Residence,4.0,"$3,709",2005.0,R2846706,Residential,Yes,$533,19/02/2024,"$1,415,000",04/02/2024,"$1,399,000"
707,707,"106 - 588 Harrison Ave, Coquitlam, BC",2.0,2.0,882 sqft,,Apartment/Condominium,1.0,,2026.0,R2845830,Residential,Yes,$922,19/02/2024,"$814,000",30/01/2024,"$814,000"
708,708,"3430 Gislason Ave, Coquitlam, BC",6.0,4.0,3700 sqft,,Single Family Residence,6.0,"$5,610",2012.0,R2830571,Residential,Yes,$554,19/02/2024,"$2,045,000",05/11/2023,"$2,050,000"
709,709,"3 - 3380 Francis Cres, Coquitlam, BC",4.0,3.0,1730 sqft,,Townhouse,4.0,"$3,524",2012.0,R2841190,Residential,Yes,$657,19/02/2024,"$1,128,000",09/01/2024,"$1,138,000"
710,710,"2306 - 963 Charland Ave, Coquitlam, BC",2.0,2.0,764 sqft,,Apartment/Condominium,1.0,"$1,926",2014.0,R2848857,Residential,Yes,$875,19/02/2024,"$688,000",11/02/2024,"$669,000"
711,711,"27 - 3535 Princeton Ave, Coquitlam, BC",3.0,2.0,1675 sqft,,Townhouse,3.0,"$3,169",2020.0,R2847442,Residential,Yes,$763,19/02/2024,"$1,255,000",05/02/2024,"$1,278,800"
712,712,"1701 - 2959 Glen Dr, Coquitlam, BC",2.0,2.0,1008 sqft,,Apartment/Condominium,1.0,"$2,350",2009.0,R2847690,Residential,Yes,$792,19/02/2024,"$795,000",05/02/2024,"$799,000"
713,713,"414 - 528 Rochester Ave, Coquitlam, BC",1.0,1.0,495 sqft,,Apartment/Condominium,1.0,"$1,178",1998.0,R2843882,Residential,Yes,$939,19/02/2024,"$435,000",22/01/2024,"$465,000"
714,714,"901 - 7683 Park Cres, Coquitlam, BC",2.0,2.0,879 sqft,,Apartment/Condominium,1.0,,2024.0,R2841812,Residential,Yes,"$1,035",18/02/2024,"$886,000",14/01/2024,"$909,900"
715,715,"307 - 455 Bromley St, Coquitlam, BC",1.0,1.0,1074 sqft,,Apartment/Condominium,1.0,"$1,697",1991.0,R2847444,Residential,Yes,$557,18/02/2024,"$594,000",04/02/2024,"$599,000"
716,716,"3008 - 450 Westview St, Coquitlam, BC",2.0,2.0,857 sqft,,Apartment/Condominium,1.0,"$2,520",2021.0,R2846094,Residential,Yes,"$1,134",18/02/2024,"$950,000",31/01/2024,"$972,000"
717,717,"2406 - 555 Sydney Ave, Coquitlam, BC",2.0,2.0,837 sqft,,Apartment/Condominium,1.0,,2022.0,R2844466,Residential,Yes,"$1,075",18/02/2024,"$880,000",24/01/2024,"$899,879"
718,718,"116 - 1232 Johnson St, Coquitlam, BC",3.0,2.0,2514 sqft,,Townhouse,2.0,"$3,345",1989.0,R2837864,Residential,Yes,$460,18/02/2024,"$1,070,000",17/12/2023,"$1,158,800"
719,719,"1905 - 3096 Windsor Gate, Coquitlam, BC",2.0,2.0,820 sqft,,Apartment/Condominium,1.0,"$2,177",2019.0,R2849755,Residential,Yes,$993,18/02/2024,"$801,500",13/02/2024,"$815,000"
720,720,"8 - 3395 Galloway Ave, Coquitlam, BC",3.0,2.0,1355 sqft,,Townhouse,2.0,"$2,719",2012.0,R2836064,Residential,Yes,$708,18/02/2024,"$935,000",03/12/2023,"$959,900"
721,721,"1505 - 2900 Anson Ave, Coquitlam, BC",2.0,2.0,797 sqft,,Apartment/Condominium,1.0,,2028.0,R2851718,Residential,Yes,"$1,122",17/02/2024,"$894,800",17/02/2024,"$894,800"
722,722,"310 - 460 Westview St, Coquitlam, BC",1.0,1.0,666 sqft,,Apartment/Condominium,1.0,"$1,270",1983.0,R2849777,Residential,Yes,$713,17/02/2024,"$473,000",13/02/2024,"$475,000"
723,723,"1005 - 2979 Glen Dr, Coquitlam, BC",2.0,2.0,968 sqft,,Apartment/Condominium,1.0,"$2,092",2007.0,R2849876,Residential,Yes,$795,17/02/2024,"$765,000",12/02/2024,"$770,000"
724,724,"141 - 3565 Baycrest Ave, Coquitlam, BC",3.0,2.0,1422 sqft,,Townhouse,2.0,"$2,347",2022.0,R2844423,Residential,Yes,$773,17/02/2024,"$1,090,000",24/01/2024,"$1,099,999"
725,725,"64 - 1305 Soball St, Coquitlam, BC",3.0,2.0,1435 sqft,,Townhouse,2.0,,2011.0,R2837069,Residential,No,$730,16/02/2024,"$1,090,000",10/12/2023,"$1,048,000"
726,726,"2102 - 2968 Glen Dr, Coquitlam, BC",1.0,1.0,648 sqft,,Apartment/Condominium,1.0,"$1,691",2012.0,R2841581,Residential,Yes,$893,16/02/2024,"$571,000",14/01/2024,"$579,000"
727,727,"201 - 460 Westview St, Coquitlam, BC",2.0,1.0,854 sqft,,Apartment/Condominium,2.0,"$1,567",1982.0,R2847854,Residential,Yes,$673,15/02/2024,"$575,000",06/02/2024,"$575,000"
728,728,"17 - 2561 Runnel Dr, Coquitlam, BC",3.0,2.0,1722 sqft,,Townhouse,3.0,"$2,849",1991.0,R2849553,Residential,Yes,$551,15/02/2024,"$1,009,900",12/02/2024,"$949,900"
729,729,"909 - 450 Westview St, Coquitlam, BC",2.0,2.0,758 sqft,,Apartment/Condominium,1.0,"$2,141",2021.0,R2831441,Residential,Yes,"$1,092",15/02/2024,"$820,000",06/11/2023,"$828,000"
730,730,"1207 691 North Rd, Coquitlam, BC",2.0,1.0,567 sqft,,Apartment/Condominium,1.0,"$1,684",2019.0,R2848896,Residential,Yes,"$1,031",15/02/2024,"$595,000",11/02/2024,"$585,000"
731,731,"405 - 518 Whiting Way, Coquitlam, BC",1.0,1.0,632 sqft,,Apartment/Condominium,1.0,"$1,782",2018.0,R2842504,Residential,Yes,$988,15/02/2024,"$620,000",15/01/2024,"$625,000"
732,732,"394 Mundy St, Coquitlam, BC",3.0,1.0,1706 sqft,,Single Family Residence,2.0,"$4,357",1954.0,R2848534,Residential,No,$907,14/02/2024,"$1,525,000",06/02/2024,"$1,549,000"
733,733,"2108 - 555 Sydney Ave, Coquitlam, BC",2.0,2.0,840 sqft,,Apartment/Condominium,1.0,,2022.0,R2813586,Residential,Yes,"$1,033",14/02/2024,"$867,900",07/09/2023,"$867,900"
734,734,"2406 - 657 Whiting Way, Coquitlam, BC",1.0,1.0,517 sqft,,Apartment/Condominium,1.0,"$1,779",2019.0,R2843777,Residential,Yes,$965,13/02/2024,"$573,000",22/01/2024,"$499,000"
735,735,"416 - 608 Como Lake Ave, Coquitlam, BC",1.0,1.0,629 sqft,,Apartment/Condominium,1.0,"$1,602",2013.0,R2847242,Residential,Yes,$872,13/02/2024,"$580,000",05/02/2024,"$549,000"
736,736,"513 - 588 Harrison Ave, Coquitlam, BC",1.0,1.0,555 sqft,,Apartment/Condominium,1.0,,2026.0,R2849968,Residential,Yes,"$1,178",13/02/2024,"$654,000",12/02/2024,"$654,000"
737,737,"304 - 1190 Pacific St, Coquitlam, BC",2.0,1.0,984 sqft,,Apartment/Condominium,1.0,"$1,492",1988.0,R2847572,Residential,Yes,$607,13/02/2024,"$595,000",04/02/2024,"$598,000"
738,738,"416 - 3178 Dayanee Springs Blvd, Coquitlam, BC",2.0,2.0,915 sqft,,Apartment/Condominium,1.0,"$2,092",2013.0,R2847238,Residential,Yes,$797,12/02/2024,"$716,000",04/02/2024,"$729,990"
739,739,"1603 - 2959 Glen Dr, Coquitlam, BC",1.0,1.0,717 sqft,,Apartment/Condominium,1.0,"$1,785",2009.0,R2847467,Residential,Yes,$835,12/02/2024,"$610,000",05/02/2024,"$598,800"
740,740,"3275 Mason Ave, Coquitlam, BC",7.0,3.0,3438 sqft,,Single Family Residence,6.0,"$4,980",1996.0,R2847185,Residential,Yes,$494,12/02/2024,"$1,800,000",04/02/2024,"$1,699,000"
741,741,"3301 Bayswater Ave, Coquitlam, BC",6.0,3.0,3895 sqft,,Single Family Residence,6.0,"$5,816",1991.0,R2841236,Residential,Yes,$436,12/02/2024,"$1,640,000",09/01/2024,"$1,699,900"
742,742,"407 - 707 Como Lake Ave, Coquitlam, BC",1.0,1.0,631 sqft,,Apartment/Condominium,2.0,"$1,831",2021.0,R2840423,Residential,Yes,$871,12/02/2024,"$585,000",09/01/2024,"$549,900"
743,743,"1106 - 3102 Windsor Gate, Coquitlam, BC",2.0,2.0,972 sqft,,Apartment/Condominium,1.0,"$2,399",2013.0,R2846445,Residential,Yes,$864,12/02/2024,"$838,000",01/02/2024,"$839,900"
744,744,"1302 - 652 Whiting Way, Coquitlam, BC",2.0,2.0,763 sqft,,Apartment/Condominium,1.0,"$2,268",2020.0,R2819443,Residential,Yes,"$1,007",11/02/2024,"$727,000",25/09/2023,"$768,800"
745,745,"302 - 1189 Westwood St, Coquitlam, BC",2.0,1.0,974 sqft,,Apartment/Condominium,1.0,"$1,638",1992.0,R2846677,Residential,Yes,$614,11/02/2024,"$600,000",04/02/2024,"$599,000"
746,746,"32 - 2351 Parkway Blvd, Coquitlam, BC",3.0,2.0,2260 sqft,,Townhouse,2.0,"$3,280",2001.0,R2782670,Residential,Yes,$530,11/02/2024,"$1,190,000",28/05/2023,"$1,200,000"
747,747,"601 - 567 Clarke Rd, Coquitlam, BC",2.0,2.0,771 sqft,,Apartment/Condominium,1.0,"$1,704",2021.0,R2835082,Residential,Yes,"$1,070",11/02/2024,"$785,000",26/11/2023,"$825,000"
748,748,"608 - 707 Como Lake Ave, Coquitlam, BC",1.0,1.0,760 sqft,,Apartment/Condominium,1.0,"$2,210",2021.0,R2845547,Residential,Yes,$835,11/02/2024,"$639,000",28/01/2024,"$635,000"
749,749,"2809 - 525 Foster Ave, Coquitlam, BC",1.0,1.0,576 sqft,,Apartment/Condominium,1.0,"$1,867",2020.0,R2848051,Residential,Yes,"$1,109",11/02/2024,"$635,000",06/02/2024,"$639,000"
750,750,"304 - 601 Rochester Ave, Coquitlam, BC",3.0,2.0,904 sqft,,Apartment/Condominium,1.0,,2026.0,R2848622,Residential,Yes,$995,11/02/2024,"$899,900",08/02/2024,"$899,900"
751,751,"213 - 3050 Dayanee Springs Blvd, Coquitlam, BC",2.0,2.0,934 sqft,,Apartment/Condominium,2.0,"$1,894",2008.0,R2830645,Residential,Yes,$834,11/02/2024,"$750,000",05/11/2023,"$779,000"
752,752,"1802 - 652 Whiting Way, Coquitlam, BC",2.0,2.0,763 sqft,,Apartment/Condominium,1.0,"$2,314",2020.0,R2838596,Residential,Yes,$994,11/02/2024,"$752,000",01/01/2024,"$759,000"
753,753,"2242 Monashee Crt, Coquitlam, BC",4.0,3.0,5273 sqft,,Single Family Residence,2.0,"$5,352",1989.0,R2848671,Residential,Yes,$358,10/02/2024,"$1,843,800",07/02/2024,"$1,890,000"
754,754,"101 - 1334 Charland Ave, Coquitlam, BC",3.0,3.0,2191 sqft,,Multi Family,2.0,,2023.0,R2841891,Residential,Yes,$784,10/02/2024,"$1,670,000",14/01/2024,"$1,719,000"
755,755,"1408 - 958 Ridgeway Ave, Coquitlam, BC",1.0,1.0,416 sqft,,Apartment/Condominium,1.0,"$1,276",2014.0,R2847933,Residential,Yes,"$1,197",10/02/2024,"$496,000",06/02/2024,"$498,000"
756,756,"112 - 588 Harrison Ave, Coquitlam, BC",1.0,1.0,568 sqft,,Apartment/Condominium,1.0,,2026.0,R2849017,Residential,Yes,"$1,075",10/02/2024,"$611,000",08/02/2024,"$611,000"
757,757,"52 - 1320 Riley St, Coquitlam, BC",2.0,2.0,1199 sqft,,Townhouse,2.0,"$2,604",2013.0,R2845210,Residential,Yes,$774,10/02/2024,"$920,000",29/01/2024,"$929,000"
758,758,"11 - 1125 Kensal Pl, Coquitlam, BC",4.0,3.0,1657 sqft,,Townhouse,2.0,"$3,750",2010.0,R2848256,Residential,Yes,$844,10/02/2024,"$1,410,000",07/02/2024,"$1,399,998"
759,759,"901 - 3093 Windsor Gate, Coquitlam, BC",2.0,2.0,1074 sqft,,Apartment/Condominium,1.0,"$2,624",2016.0,R2813765,Residential,Yes,$810,10/02/2024,"$870,000",10/09/2023,"$870,000"
760,760,"306 - 700 Clarke Rd, Coquitlam, BC",3.0,2.0,987 sqft,,Apartment/Condominium,1.0,"$2,539",2021.0,R2847945,Residential,Yes,$810,09/02/2024,"$790,000",06/02/2024,"$799,900"
761,761,"805 - 460 Westview St, Coquitlam, BC",1.0,1.0,665 sqft,,Apartment/Condominium,1.0,"$1,319",1983.0,R2845897,Residential,Yes,$774,09/02/2024,"$505,000",31/01/2024,"$515,000"
762,762,"309 - 3156 Dayanee Springs Blvd, Coquitlam, BC",2.0,2.0,838 sqft,,Apartment/Condominium,1.0,"$1,945",2013.0,R2846745,Residential,Yes,$834,08/02/2024,"$685,000",04/02/2024,"$699,000"
763,763,"233 - 708 Lea Ave, Coquitlam, BC",2.0,1.0,1068 sqft,,Townhouse,2.0,"$1,943",2022.0,R2841765,Residential,Yes,$983,08/02/2024,"$1,030,000",14/01/2024,"$1,050,000"
764,764,"202 - 3075 Primrose Lane, Coquitlam, BC",2.0,2.0,1075 sqft,,Apartment/Condominium,1.0,"$1,451",1994.0,R2828660,Residential,Yes,$648,08/02/2024,"$686,000",29/10/2023,"$697,000"
765,765,"2203 - 602 Como Lake Ave, Coquitlam, BC",2.0,2.0,828 sqft,,Apartment/Condominium,1.0,"$2,311",2017.0,R2832205,Residential,Yes,$939,08/02/2024,"$765,000",09/11/2023,"$778,000"
766,766,"2545 Bluebell Ave, Coquitlam, BC",4.0,2.0,2105 sqft,,Single Family Residence,4.0,"$4,494",1987.0,R2846726,Residential,Yes,$783,08/02/2024,"$1,630,000",04/02/2024,"$1,649,000"
767,767,"413 - 1219 Johnson St, Coquitlam, BC",1.0,1.0,640 sqft,,Apartment/Condominium,1.0,"$1,250",1991.0,R2846690,Residential,Yes,$781,08/02/2024,"$497,500",04/02/2024,"$499,900"
768,768,"412 - 588 Harrison Ave, Coquitlam, BC",1.0,1.0,568 sqft,,Apartment/Condominium,1.0,,2026.0,R2848350,Residential,Yes,"$1,075",07/02/2024,"$611,000",07/02/2024,"$611,000"
769,769,"2609 - 3093 Windsor Gate, Coquitlam, BC",2.0,2.0,971 sqft,,Apartment/Condominium,1.0,"$2,467",2016.0,R2837275,Residential,Yes,$883,07/02/2024,"$840,000",11/12/2023,"$858,000"
770,770,"4505 - 1188 Pinetree Way, Coquitlam, BC",4.0,4.0,2325 sqft,,Apartment/Condominium,4.0,"$5,976",2015.0,R2827822,Residential,Yes,$799,07/02/2024,"$1,800,000",24/10/2023,"$1,859,000"
771,771,"726 Guiltner St, Coquitlam, BC",3.0,2.0,3269 sqft,,Single Family Residence,6.0,"$6,247",1987.0,R2846561,Residential,Yes,$694,07/02/2024,"$2,203,000",01/02/2024,"$2,269,000"
772,772,"304 - 1148 Heffley Cres, Coquitlam, BC",1.0,1.0,618 sqft,,Apartment/Condominium,1.0,"$1,422",1999.0,R2844919,Residential,Yes,$838,07/02/2024,"$515,000",28/01/2024,"$518,000"
773,773,"1807 - 2975 Atlantic Ave, Coquitlam, BC",2.0,2.0,813 sqft,,Apartment/Condominium,1.0,"$2,040",2014.0,R2846238,Residential,Yes,$884,06/02/2024,"$690,000",31/01/2024,"$718,900"
774,774,"502 - 700 Clarke Rd, Coquitlam, BC",1.0,1.0,650 sqft,,Apartment/Condominium,1.0,"$1,883",2021.0,R2820640,Residential,Yes,$922,06/02/2024,"$585,000",27/09/2023,"$599,900"
775,775,"2305 King Albert Ave, Coquitlam, BC",3.0,2.0,1920 sqft,,Single Family Residence,8.0,"$5,212",1977.0,R2847424,Residential,Yes,$911,06/02/2024,"$1,811,000",05/02/2024,"$1,749,800"
776,776,"41 - 1299 Coast Meridian Rd, Coquitlam, BC",4.0,3.0,1979 sqft,,Townhouse,3.0,"$3,853",2011.0,R2846383,Residential,Yes,$565,06/02/2024,"$1,120,000",31/01/2024,"$1,120,000"
777,777,"673 Cypress St, Coquitlam, BC",7.0,7.0,5267 sqft,,Single Family Residence,6.0,"$4,702",2024.0,R2829747,Residential,Yes,$341,06/02/2024,"$1,660,000",01/11/2023,"$1,799,000"
778,778,"162 - 3550 Mcvicar Crt, Coquitlam, BC",3.0,2.0,1310 sqft,,Townhouse,2.0,,2026.0,R2842022,Residential,Yes,$839,05/02/2024,"$1,099,900",14/01/2024,"$1,099,900"
779,779,"15 - 1338 Hames Cres, Coquitlam, BC",3.0,2.0,1305 sqft,,Townhouse,3.0,"$2,781",2012.0,R2845663,Residential,Yes,$750,05/02/2024,"$977,000",30/01/2024,"$979,900"
780,780,"2101 - 450 Westview St, Coquitlam, BC",1.0,1.0,632 sqft,,Apartment/Condominium,1.0,"$1,545",2021.0,R2847376,Residential,No,"$1,153",05/02/2024,"$720,000",05/02/2024,"$728,800"
781,781,"1440 Nystrom Crt, Coquitlam, BC",5.0,3.0,3182 sqft,,Single Family Residence,6.0,"$5,568",2021.0,R2843068,Residential,Yes,$622,05/02/2024,"$1,940,000",14/01/2024,"$1,980,000"
782,782,"803 - 1188 Pinetree Way, Coquitlam, BC",1.0,1.0,577 sqft,,Apartment/Condominium,1.0,"$1,593",2016.0,R2845419,Residential,Yes,"$1,003",05/02/2024,"$580,000",29/01/2024,"$579,000"
783,783,"1002 - 1190 Pipeline Rd, Coquitlam, BC",3.0,2.0,1325 sqft,,Apartment/Condominium,2.0,"$2,272",1995.0,R2845522,Residential,Yes,$603,04/02/2024,"$800,000",29/01/2024,"$799,000"
784,784,"301 - 708 Edgar Ave, Coquitlam, BC",1.0,1.0,570 sqft,,Apartment/Condominium,1.0,,2024.0,R2842732,Residential,Yes,"$1,017",04/02/2024,"$579,900",16/01/2024,"$579,900"
785,785,"1725 Hammond Ave, Coquitlam, BC",5.0,2.0,2534 sqft,,Single Family Residence,0.0,"$4,603",1963.0,R2845095,Residential,No,$749,04/02/2024,"$1,899,000",28/01/2024,"$1,899,000"
786,786,"146 - 145 King Edward St, Coquitlam, BC",3.0,2.0,1152 sqft,,Manufactured Home,4.0,"$1,147",1989.0,R2823911,Residential,No,$347,04/02/2024,"$395,000",10/10/2023,"$399,900"
787,787,"1903 - 585 Austin Ave, Coquitlam, BC",3.0,2.0,1136 sqft,,Apartment/Condominium,2.0,,2022.0,R2842050,Residential,Yes,"$1,055",04/02/2024,"$1,160,000",14/01/2024,"$1,199,000"
788,788,"1522 Milford Ave, Coquitlam, BC",6.0,2.0,2131 sqft,,Single Family Residence,2.0,"$4,920",1959.0,R2843081,Residential,No,$797,04/02/2024,"$1,650,000",17/01/2024,"$1,699,000"
789,789,"670 Schoolhouse St, Coquitlam, BC",5.0,2.0,2020 sqft,,Single Family Residence,6.0,"$4,914",1959.0,R2844042,Residential,Yes,$890,04/02/2024,"$1,715,000",23/01/2024,"$1,798,000"
790,790,"9 - 1125 Kensal Pl, Coquitlam, BC",3.0,2.0,1410 sqft,,Townhouse,2.0,"$3,042",2010.0,R2844788,Residential,Yes,$814,04/02/2024,"$1,240,000",28/01/2024,"$1,149,000"
791,791,"405 - 717 Breslay St, Coquitlam, BC",2.0,2.0,742 sqft,,Apartment/Condominium,1.0,"$1,975",2019.0,R2847041,Residential,Yes,$928,04/02/2024,"$675,000",01/02/2024,"$689,000"
792,792,"112 - 1591 Booth Ave, Coquitlam, BC",2.0,2.0,864 sqft,,Apartment/Condominium,2.0,"$1,776",1995.0,R2846955,Residential,Yes,$752,04/02/2024,"$636,888",04/02/2024,"$650,000"
793,793,"2346 Sumpter Dr, Coquitlam, BC",5.0,3.0,2876 sqft,,Single Family Residence,4.0,"$5,114",1964.0,R2817233,Residential,Yes,$764,03/02/2024,"$2,110,000",18/09/2023,"$2,199,000"
794,794,"214 - 450 Bromley St, Coquitlam, BC",1.0,1.0,670 sqft,,Apartment/Condominium,1.0,"$1,172",1990.0,R2844913,Residential,Yes,$655,03/02/2024,"$455,000",28/01/2024,"$439,000"
795,795,"886 Thermal Dr, Coquitlam, BC",3.0,2.0,2080 sqft,,Single Family Residence,0.0,"$4,701",1961.0,R2846159,Residential,Yes,$860,03/02/2024,"$1,812,000",31/01/2024,"$1,790,000"
