,type,taxes,area,garage,pricePerSqFt,mlsNumber,lotSize,levels,built,maintenance,address,bath,beds,parking,listingDate,listingPrice,soldDate,soldPrice
0,Condo Apt,"$1,531",800-899 sqft,Undergrnd,$576,X3345601,,Apartment,,$283,"221 - 738 29th Ave E, Vancouver, BC",2,2,1,21/10/2015,"$489,999",02/11/2015,"$480,000"
1,Condo Apt,"$1,651",600-699 sqft,Undergrnd,$736,X3319743,,Apartment,,$294,"303 - 1680 4th Ave W, Vancouver, BC",1,1,1,21/09/2015,"$479,000",04/01/2016,"$478,000"
2,Condo Apt,"$3,118",1200-1399 sqft,Undergrnd,"$1,152",X3562176,,Apartment,,$459,"315 - 2118 Canada Pl, Vancouver, BC",3,2,1,25/07/2016,"$1,498,000",23/10/2016,"$1,425,000"
3,Condo Apt,$767,0-499 sqft,Undergrnd,$438,X3137319,,Apartment,,$230,"303 - 2234 Canada Pl, Vancouver, BC",1,1,1,11/03/2015,"$219,000",05/04/2015,"$215,000"
4,Cottage,$985,1100-1500 sqft,None,$346,X4210786,181 feet x 675 feet,1 1/2 Storey,,,"Lot 339 Section I, Vancouver, BC",4,4,0,04/08/2018,"$450,000",04/11/2018,"$350,000"
5,Condo Apt,"$3,196",1400-1599 sqft,Undergrnd,$653,X3479723,,Apartment,,$513,"308 - 3755 8th Ave W, Vancouver, BC",2,2,2,29/04/2016,"$980,000",09/05/2016,"$1,450,000"
6,Detached,"$1,748",-,None,,X3516649,166.15 feet x 179.51 feet,Bungalow,,,"923 West Blvd, Vancouver, BC",1,2,4,06/06/2016,"$499,000",26/06/2016,"$499,000"
7,Detached,"$9,621",-,Detached,,X3424192,57.9 feet x 130.25 feet,1 1/2 Storey,,,"3792 Canada Pl, Vancouver, BC",3,4,0,26/02/2016,"$3,990,000",25/02/2016,"$4,070,000"
8,Single Family Residence,"$12,336",2600 sqft,No,"$2,223",R2559132,,Residential,1942,,"550 W 29th Ave, Vancouver, BC",2,4,0,29/03/2021,"$5,780,000",15/04/2021,"$5,580,000"
9,Townhouse,"$5,737",1565 sqft,Yes,"$1,463",R2527077,,Residential,2018,,"105 - 1678 Pullman Porter St, Vancouver, BC",3,2,2,07/01/2021,"$2,290,000",31/03/2021,"$2,200,000"
10,Single Family Residence,"$10,150",1947 sqft,No,"$2,568",R2557863,,Residential,1941,,"577 W 27th Ave, Vancouver, BC",2,3,0,24/03/2021,"$5,000,000",04/04/2021,"$4,550,000"
11,Single Family Residence,"$12,792",3326 sqft,No,"$1,503",R2557857,,Residential,1943,,"547 W 27th Ave, Vancouver, BC",3,5,0,24/03/2021,"$5,000,000",04/04/2021,"$4,550,000"
12,Single Family Residence,"$5,354",1986 sqft,No,"$1,132",R2797465,,Residential,1927,,"734 E 41st Ave, Vancouver, BC",3,7,4,09/07/2023,"$2,250,000",-,-
13,Single Family Residence,"$21,845",4085 sqft,Yes,"$1,561",R2559154,,Residential,2012,,"560 W 29th Ave, Vancouver, BC",3,5,0,29/03/2021,"$6,380,000",15/04/2021,"$5,280,000"
14,Single Family Residence,"$6,013",2249 sqft,Yes,$799,R2543744,,Residential,1991,,"1965 E 37th Ave, Vancouver, BC",4,5,0,26/02/2021,"$1,799,000",11/04/2021,"$1,760,000"
15,Single Family Residence,"$8,896",3500 sqft,Yes,$396,R2561249,,Residential,1973,,"4247 Musqueam Dr, Vancouver, BC",2,3,0,05/04/2021,"$1,388,000",13/04/2021,"$1,705,000"
16,Townhouse,"$4,207",1590 sqft,Yes,"$1,093",R2574473,,Residential,2017,,"593 King Edward Ave W, Vancouver, BC",2,3,0,29/04/2021,"$1,738,000",05/05/2021,"$1,695,000"
17,Multi Family,"$5,441",1657 sqft,No,$843,R2545989,,Residential,2021,,"5150 Slocan St, Vancouver, BC",4,3,0,01/03/2021,"$1,398,000",04/05/2021,"$1,360,000"
18,Single Family Residence,,3391 sqft,Yes,$427,R2796172,,Residential,1969,,"1 Sennok Cres, Vancouver, BC",4,8,6,05/07/2023,"$1,449,000",04/08/2023,"$1,400,000"
19,Single Family Residence,"$20,878",3413 sqft,Yes,"$1,406",R2567782,,Residential,1955,,"1896 Wesbrook Cres, Vancouver, BC",2,5,0,02/03/2021,"$4,800,000",05/05/2021,"$5,111,111"
20,Single Family Residence,"$13,709",4747 sqft,No,$968,R2556575,,Residential,1912,,"6268 Collingwood St, Vancouver, BC",3,5,0,23/03/2021,"$4,598,000",03/05/2021,"$4,575,000"
21,Apartment/Condominium,,1515 sqft,Yes,"$2,508",R2577871,,Residential,2024,,"504 - 2105 W 46 Th Ave, Vancouver, BC",3,3,1,05/05/2021,"$3,800,000",06/05/2021,"$3,800,000"
22,Multi Family,"$4,859",1507 sqft,Yes,"$1,160",R2890493,,Residential,2021,,"1751 14 Th Ave E, Vancouver, BC",3,3,2,02/06/2024,"$1,749,000",10/06/2024,"$1,738,000"
23,Single Family Residence,"$12,330",4842 sqft,No,"$1,216",R2570731,,Residential,2013,,"3522 W 36 Th Ave, Vancouver, BC",4,5,0,22/04/2021,"$5,890,000",04/05/2021,"$5,538,000"
24,Townhouse,"$4,046",1587 sqft,Yes,"$1,178",R2578590,,Residential,1998,,"1039 Expo Blvd, Vancouver, BC",2,2,0,09/05/2021,"$1,869,900",15/05/2021,"$1,820,000"
25,Townhouse,"$2,211",1401 sqft,Yes,$606,R2576702,,Residential,1997,,"3426 Terra Vita Pl, Vancouver, BC",2,3,0,03/05/2021,"$849,900",16/05/2021,"$850,000"
26,Single Family Residence,"$4,926",2268 sqft,Yes,$903,R2575789,,Residential,1968,,"4928 Earles St, Vancouver, BC",2,3,0,30/04/2021,"$2,050,000",16/05/2021,"$1,970,000"
27,Multi Family,"$8,203",1104 sqft,Yes,"$1,356",R2573823,,Residential,2021,,"260 E 17th Ave, Vancouver, BC",2,3,0,28/04/2021,"$1,498,000",16/05/2021,"$1,480,000"
28,Single Family Residence,"$8,151",2835 sqft,Yes,"$1,092",R2579407,,Residential,1940,,"1706 W 58th Ave, Vancouver, BC",2,4,0,10/05/2021,"$3,098,000",16/05/2021,"$3,079,000"
29,Single Family Residence,"$5,848",2504 sqft,Yes,$798,R2576408,,Residential,1909,,"50 E 12th Ave, Vancouver, BC",2,4,0,03/05/2021,"$1,998,800",17/05/2021,"$1,998,800"
30,Single Family Residence,"$6,424",1950 sqft,Yes,"$1,205",R2576647,,Residential,2011,,"77 E 33 Rd Ave, Vancouver, BC",4,4,0,04/05/2021,"$2,349,900",16/05/2021,"$2,299,900"
31,Single Family Residence,"$6,000",1547 sqft,No,$930,R2898259,,Residential,1983,,"6953 Arlington St, Vancouver, BC",2,3,4,23/06/2024,"$1,439,000",-,Not Sold Yet
32,Townhouse,"$4,014",1406 sqft,Yes,"$1,172",R2578654,,Residential,2004,,"2943 Laurel St, Vancouver, BC",2,3,0,09/05/2021,"$1,649,000",20/05/2021,"$1,615,000"
33,Townhouse,"$2,484",1414 sqft,Yes,$494,R2550933,,Residential,1978,,"706 Millyard, Vancouver, BC",1,2,0,14/03/2021,"$699,000",22/05/2021,"$650,000"
34,,,-,No,,R2596418,,Residential Lease,,,"4699 W 3 Rd Ave, Vancouver, BC",1,1,0,23/06/2021,"$1,800",30/06/2021,"$1,800"
35,Townhouse,,737 sqft,Yes,$932,R2578848,,Residential,2021,,"3629 Rae Ave, Vancouver, BC",2,2,0,09/05/2021,"$687,600",22/05/2021,"$687,600"
36,Single Family Residence,"$8,864",2701 sqft,Yes,"$1,214",R2577126,,Residential,2003,,"2082 W 47th Ave, Vancouver, BC",5,4,0,05/05/2021,"$3,280,000",20/05/2021,"$3,083,800"
37,Apartment/Condominium,"$1,840",615 sqft,Yes,"$1,230",R2583620,,Residential,2012,,"280 W 1st Ave, Vancouver, BC",1,1,1,19/05/2021,"$757,000",22/05/2021,"$773,000"
38,Multi Family,,1618 sqft,Yes,"$1,066",R2581793,,Residential,2021,,"2319 Parker St, Vancouver, BC",3,4,0,16/05/2021,"$1,725,000",22/05/2021,"$1,715,000"
39,Townhouse,"$2,499",1403 sqft,Yes,$682,R2568119,,Residential,2015,,"5157 W 4 Th Ave, Vancouver, BC",2,3,0,18/04/2021,"$958,000",21/05/2021,"$940,000"
40,Single Family Residence,"$7,215",2725 sqft,No,$917,R2583011,,Residential,1941,,"2092 W 57th Ave, Vancouver, BC",2,5,3,18/05/2021,"$2,499,000",26/05/2021,"$2,350,000"
41,Townhouse,"$3,065",1243 sqft,Yes,$602,R2578837,,Residential,1990,,"1721 Island Ave, Vancouver, BC",1,2,0,09/05/2021,"$749,000",26/05/2021,"$749,000"
42,Single Family Residence,"$8,511",3307 sqft,Yes,"$1,164",R2582860,,Residential,1912,,"4424 W 8th Ave, Vancouver, BC",4,6,0,18/05/2021,"$3,850,000",25/05/2021,"$3,935,000"
43,Townhouse,"$3,390",1485 sqft,No,$537,R2571951,,Residential,1976,,"609 Stamps Landing, Vancouver, BC",2,2,0,25/04/2021,"$798,000",25/05/2021,"$760,000"
44,Single Family Residence,"$5,011",1862 sqft,Yes,$832,R2579876,,Residential,1945,,"5205 Ross St, Vancouver, BC",2,4,0,09/05/2021,"$1,550,000",25/05/2021,"$1,515,000"
45,Townhouse,"$2,899",1439 sqft,Yes,$826,R2572693,,Residential,2004,,"3264 Clermont Mews, Vancouver, BC",2,3,0,25/04/2021,"$1,189,000",25/05/2021,"$1,149,000"
46,Single Family Residence,"$6,006",3086 sqft,Yes,$774,R2570216,,Residential,1984,,"5794 St Margarets St, Vancouver, BC",3,5,0,21/04/2021,"$2,388,888",26/05/2021,"$2,150,000"
47,Single Family Residence,"$8,246",4027 sqft,Yes,$645,R2582693,,Residential,2012,,"6468 Bruce St, Vancouver, BC",7,9,0,18/05/2021,"$2,598,000",26/05/2021,"$2,533,000"
48,Single Family Residence,"$9,006",2895 sqft,Yes,"$1,239",R2586058,,Residential,2015,,"2721 W 14th Ave, Vancouver, BC",5,5,0,26/05/2021,"$3,588,000",30/05/2021,"$3,600,000"
49,Single Family Residence,"$7,363",2785 sqft,No,$897,R2582446,,Residential,1912,,"1224 Lakewood Dr, Vancouver, BC",3,6,0,17/05/2021,"$2,499,900",28/05/2021,"$2,499,900"
50,Single Family Residence,"$7,238",2286 sqft,Yes,"$1,181",R2580780,,Residential,1958,,"6368 Laburnum St, Vancouver, BC",2,4,0,12/05/2021,"$2,699,800",29/05/2021,"$2,618,000"
51,Single Family Residence,"$14,022",4079 sqft,Yes,"$1,345",R2579180,,Residential,1925,,"1323 W 26th Ave, Vancouver, BC",4,4,0,09/05/2021,"$5,488,000",30/05/2021,"$5,000,000"
52,Single Family Residence,"$9,229",2600 sqft,No,$922,R2829021,,Residential,1930,,"2636 W 41st Ave, Vancouver, BC",4,9,3,29/10/2023,"$2,398,000",22/11/2023,"$2,280,000"
53,Single Family Residence,"$9,146",3963 sqft,No,"$1,107",R2544831,,Residential,2020,,"4083 W 18th Ave, Vancouver, BC",8,7,1,01/03/2021,"$4,390,000",29/05/2021,"$4,000,000"
54,Single Family Residence,"$5,151",830 sqft,No,"$1,816",R2583800,,Residential,1958,,"850 E 38th Ave, Vancouver, BC",1,2,0,20/05/2021,"$1,508,000",29/05/2021,"$1,508,000"
55,Single Family Residence,"$5,920",3248 sqft,Yes,$796,R2564554,,Residential,2019,,"2946 E 26th Ave, Vancouver, BC",5,7,0,11/04/2021,"$2,588,000",29/05/2021,"$2,495,000"
56,Single Family Residence,"$4,667",2829 sqft,Yes,$529,R2583407,,Residential,2005,,"4799 W 2 Nd Ave, Vancouver, BC",4,6,0,19/05/2021,"$1,499,000",31/05/2021,"$1,539,000"
57,Single Family Residence,"$5,455",2730 sqft,Yes,$622,R2584492,,Residential,1925,,"2803 Trinity St, Vancouver, BC",2,4,0,24/05/2021,"$1,699,000",31/05/2021,"$1,958,000"
58,Single Family Residence,"$5,321",2023 sqft,Yes,$740,R2585933,,Residential,2011,,"4927 Chatham St, Vancouver, BC",4,8,0,26/05/2021,"$1,499,000",31/05/2021,"$1,599,000"
59,Single Family Residence,"$5,245",1900 sqft,Yes,$777,R2585442,,Residential,1946,,"2465 E 23rd Ave, Vancouver, BC",2,4,0,25/05/2021,"$1,478,000",31/05/2021,"$1,598,000"
60,Single Family Residence,"$51,708",8506 sqft,Yes,"$1,162",R2549915,,Residential,2013,,"1588 W 54th Ave, Vancouver, BC",8,7,0,10/03/2021,"$9,888,888",31/05/2021,"$8,800,000"
61,Townhouse,"$2,188",863 sqft,Yes,"$1,041",R2590394,,Residential,1995,,"2545 W Broadway, Vancouver, BC",2,2,0,07/06/2021,"$899,000",13/06/2021,"$925,000"
62,Single Family Residence,"$6,992",1651 sqft,Yes,"$1,210",R2584222,,Residential,1910,,"2175 W 13th Ave, Vancouver, BC",2,3,0,24/05/2021,"$1,998,000",31/05/2021,"$1,850,000"
63,Multi Family,"$3,788",1242 sqft,Yes,$965,R2584459,,Residential,2011,,"4236 Inverness St, Vancouver, BC",2,3,0,24/05/2021,"$1,199,000",31/05/2021,"$1,325,000"
64,Townhouse,,1449 sqft,Yes,"$1,371",R2584601,,Residential,2020,,"116 W 14th Ave, Vancouver, BC",2,3,0,20/05/2021,"$1,988,000",02/06/2021,"$1,890,000"
65,Multi Family,"$4,445",1500 sqft,Yes,$866,R2587822,,Residential,2005,,"1885 E 13th Ave, Vancouver, BC",3,4,0,31/05/2021,"$1,299,000",02/06/2021,"$1,335,000"
66,Single Family Residence,"$4,854",1702 sqft,No,$910,R2582901,,Residential,1946,,"5186 Somerville St, Vancouver, BC",2,4,0,16/05/2021,"$1,550,000",02/06/2021,"$1,475,000"
67,Single Family Residence,"$4,921",2336 sqft,Yes,$658,R2584858,,Residential,1963,,"5942 Clarendon St, Vancouver, BC",2,4,0,24/05/2021,"$1,538,000",02/06/2021,"$1,585,000"
68,Townhouse,"$2,788",1201 sqft,Yes,"$1,082",R2585740,,Residential,1996,,"2305 W 10th Ave, Vancouver, BC",2,2,0,26/05/2021,"$1,299,900",02/06/2021,"$1,385,000"
69,Townhouse,"$2,388",878 sqft,Yes,"$1,024",R2598629,,Residential,1995,,"2565 W Broadway, Vancouver, BC",1,2,0,04/07/2021,"$899,800",12/07/2021,"$1,002,000"
70,Townhouse,"$3,335",1797 sqft,Yes,$667,R2586971,,Residential,1988,,"272 Waterford Dr, Vancouver, BC",2,2,0,30/05/2021,"$1,199,000",02/06/2021,"$1,280,000"
71,Single Family Residence,"$6,506",2596 sqft,No,$805,R2585134,,Residential,1927,,"3750 W 16th Ave, Vancouver, BC",3,7,0,25/05/2021,"$2,090,000",02/06/2021,"$2,000,001"
72,Single Family Residence,"$7,802",2210 sqft,No,"$1,013",R2871006,,Residential,1912,,"7849 Birch St, Vancouver, BC",3,4,0,14/04/2024,"$2,239,000",-,Not Sold Yet
73,Single Family Residence,"$4,901",2172 sqft,No,$690,R2585313,,Residential,1946,,"3061 E 18th Ave, Vancouver, BC",2,4,0,25/05/2021,"$1,499,000",05/06/2021,"$1,455,000"
74,Single Family Residence,"$16,859",4139 sqft,Yes,"$1,350",R2574860,,Residential,2015,,"2395 W 22nd Ave, Vancouver, BC",5,6,0,02/05/2021,"$5,590,000",05/06/2021,"$5,150,000"
75,Single Family Residence,"$6,114",2619 sqft,No,"$1,297",R2588017,,Residential,1912,,"1963 W 1st Ave, Vancouver, BC",3,6,0,31/05/2021,"$3,398,000",05/06/2021,"$3,260,000"
76,Single Family Residence,"$4,393",2108 sqft,No,$635,R2561461,,Residential,1951,,"1716 E 41 St Ave, Vancouver, BC",2,7,0,04/04/2021,"$1,339,800",05/06/2021,"$1,350,000"
77,Multi Family,"$5,970",1960 sqft,Yes,"$1,274",R2582404,,Residential,2014,,"2150 W 3rd Ave, Vancouver, BC",4,4,0,16/05/2021,"$2,498,000",06/06/2021,"$2,350,000"
78,Townhouse,,1257 sqft,Yes,"$1,352",R2558614,,Residential,2020,,"3188 Burrard St, Vancouver, BC",2,2,0,28/03/2021,"$1,699,900",05/06/2021,"$1,500,000"
79,Single Family Residence,"$6,114",2248 sqft,No,$889,R2586928,,Residential,2003,,"859 E 62nd Ave, Vancouver, BC",4,6,0,30/05/2021,"$1,999,000",05/06/2021,"$1,980,000"
80,Townhouse,"$7,004",1982 sqft,Yes,"$1,406",R2585864,,Residential,2009,,"8 Smithe Mews, Vancouver, BC",2,2,0,26/05/2021,"$2,788,000",07/06/2021,"$2,675,000"
81,Multi Family,,1539 sqft,Yes,$992,R2846840,,Residential,2023,,"3484 Pandora St, Vancouver, BC",3,3,1,01/02/2024,"$1,528,000",-,-
82,Single Family Residence,"$3,125",1482 sqft,No,$943,R2587796,,Residential,9999,,"4001 Clark Dr, Vancouver, BC",2,3,0,31/05/2021,"$1,399,000",07/06/2021,"$1,544,000"
83,Single Family Residence,"$6,579",2188 sqft,Yes,$904,R2586375,,Residential,1990,,"1439 W 64th Ave, Vancouver, BC",3,3,0,25/05/2021,"$1,980,000",07/06/2021,"$2,020,000"
84,Townhouse,"$2,024",1132 sqft,Yes,$776,R2589729,,Residential,1986,,"1280 W 8th Ave, Vancouver, BC",1,2,0,06/06/2021,"$879,000",07/06/2021,"$905,000"
85,Apartment/Condominium,"$1,233",702 sqft,Yes,$712,R2633279,,Residential,1995,,"203 - 8430 Jellicoe St, Vancouver, BC",1,1,1,14/11/2021,"$499,900",23/11/2021,"$491,500"
86,Single Family Residence,"$6,052",2086 sqft,Yes,$919,R2587921,,Residential,1913,,"822 E 22nd Ave, Vancouver, BC",2,3,0,31/05/2021,"$1,919,000",07/06/2021,"$1,921,000"
87,Single Family Residence,"$4,175",2193 sqft,No,$820,R2587089,,Residential,1929,,"5186 St. Catherines St, Vancouver, BC",2,6,0,30/05/2021,"$1,799,000",07/06/2021,"$1,760,000"
88,Single Family Residence,"$8,748",2875 sqft,Yes,$866,R2571281,,Residential,1912,,"2159 W 45th Ave, Vancouver, BC",2,4,0,25/04/2021,"$2,490,000",09/06/2021,"$2,410,000"
89,Multi Family,,1500 sqft,No,"$1,125",R2836811,,Residential,2023,,"1174 E 26th Ave, Vancouver, BC",3,3,1,07/12/2023,"$1,688,800",08/01/2024,"$1,625,000"
90,Single Family Residence,"$5,690",1926 sqft,Yes,"$1,032",R2587159,,Residential,2007,,"372 E 34th Ave, Vancouver, BC",3,3,0,30/05/2021,"$1,988,000",08/06/2021,"$2,340,000"
91,Multi Family,,2033 sqft,No,$757,R2583071,,Residential,2021,,"2725 Duke St, Vancouver, BC",3,4,0,18/05/2021,"$1,539,900",09/06/2021,"$1,380,900"
92,Single Family Residence,"$5,862",2244 sqft,Yes,$712,R2584291,,Residential,2002,,"3423 E 5th Ave, Vancouver, BC",3,5,0,24/05/2021,"$1,599,000",09/06/2021,"$1,650,000"
93,Apartment/Condominium,,579 sqft,Yes,"$1,379",R2589382,,Residential,2021,,"M310 - 5681 Birney Ave, Vancouver, BC",1,1,1,02/06/2021,"$799,000",09/06/2021,"$820,000"
94,Single Family Residence,"$4,713",1782 sqft,Yes,$802,R2579687,,Residential,1935,,"4616 Reid St, Vancouver, BC",3,4,0,11/05/2021,"$1,430,000",09/06/2021,"$1,412,000"
95,Single Family Residence,"$9,403",1682 sqft,Yes,"$1,782",R2588461,,Residential,1923,,"4641 W 12 Th Ave, Vancouver, BC",2,3,0,01/06/2021,"$2,998,000",09/06/2021,"$3,250,000"
96,Single Family Residence,"$6,272",2446 sqft,No,$694,R2583837,,Residential,1975,,"468 43 Rd Ave E, Vancouver, BC",2,6,0,20/05/2021,"$1,699,000",11/06/2021,"$1,710,000"
97,Single Family Residence,"$7,546",2863 sqft,Yes,$803,R2591127,,Residential,1985,,"668 E 29th Ave, Vancouver, BC",4,6,0,08/06/2021,"$2,300,000",10/06/2021,"$2,180,000"
98,Single Family Residence,"$31,157",4268 sqft,Yes,"$1,639",R2591630,,Residential,1926,,"1650 Avondale Ave, Vancouver, BC",2,4,0,09/06/2021,"$6,998,000",10/06/2021,"$7,000,000"
99,Single Family Residence,"$4,821",1970 sqft,Yes,$507,R2550204,,Residential,1912,,"4016 Rupert St, Vancouver, BC",2,5,0,06/03/2021,"$999,000",11/06/2021,"$1,330,000"
100,Single Family Residence,"$6,557",2822 sqft,Yes,$669,R2580671,,Residential,2002,,"3237 Matapan Cres, Vancouver, BC",4,6,0,12/05/2021,"$1,890,000",11/06/2021,"$1,860,000"
101,Single Family Residence,"$15,903",3700 sqft,Yes,"$1,427",R2571012,,Residential,1996,,"3918 W 12th Ave, Vancouver, BC",4,6,0,20/04/2021,"$5,280,000",10/06/2021,"$5,000,000"
102,Single Family Residence,"$7,940",2105 sqft,Yes,"$1,186",R2588846,,Residential,9999,,"625 W 22nd Ave, Vancouver, BC",1,3,0,02/06/2021,"$2,498,000",10/06/2021,"$2,380,000"
103,Single Family Residence,"$5,605",1888 sqft,Yes,$846,R2585820,,Residential,1910,,"636 E 50th Ave, Vancouver, BC",2,4,0,26/05/2021,"$1,599,000",11/06/2021,"$1,580,000"
104,Single Family Residence,"$5,893",1910 sqft,No,"$1,858",R2878492,,Residential,1957,,"5355 Mckinnon St, Vancouver, BC",2,6,2,30/04/2024,"$3,550,000",-,Not Sold Yet
105,Single Family Residence,"$4,798",2384 sqft,No,$534,R2590887,,Residential,1969,,"3192 Queens Ave, Vancouver, BC",2,3,0,07/06/2021,"$1,275,000",13/06/2021,"$1,320,000"
106,Single Family Residence,"$12,993",3085 sqft,Yes,"$1,774",R2589619,,Residential,2009,,"3388 W 1 St Ave, Vancouver, BC",2,3,0,06/06/2021,"$5,475,000",13/06/2021,"$5,200,000"
107,Multi Family,"$4,634",3845 sqft,Yes,"$1,037",R2577712,,Residential,2009,,"6060 Chancellor Blvd, Vancouver, BC",5,5,0,04/05/2021,"$3,990,000",13/06/2021,"$3,800,000"
108,Multi Family,"$4,893",1935 sqft,Yes,$955,R2870669,,Residential,2021,,"3586 Trinity St, Vancouver, BC",4,4,2,14/04/2024,"$1,848,000",-,Not Sold Yet
109,Multi Family,"$1,859",1044 sqft,No,$957,R2583725,,Residential,2021,,"2248 Grant St, Vancouver, BC",2,3,1,19/05/2021,"$999,900",13/06/2021,"$999,900"
110,Single Family Residence,"$6,954",3177 sqft,Yes,$692,R2583503,,Residential,1942,,"3843 Marine Dr Sw, Vancouver, BC",3,6,0,18/05/2021,"$2,199,988",13/06/2021,"$2,200,000"
111,Single Family Residence,"$13,818",5054 sqft,Yes,$866,R2590279,,Residential,2017,,"5687 Olympic St, Vancouver, BC",8,9,0,07/06/2021,"$4,380,000",13/06/2021,"$4,380,000"
112,Single Family Residence,"$5,674",2304 sqft,No,$637,R2590605,,Residential,1953,,"3053 Copley St, Vancouver, BC",4,7,0,06/06/2021,"$1,468,000",14/06/2021,"$1,695,000"
113,Single Family Residence,"$5,118",2505 sqft,Yes,$678,R2590125,,Residential,1960,,"3076 E 7th Ave, Vancouver, BC",2,5,0,06/06/2021,"$1,699,000",14/06/2021,"$1,840,000"
114,Single Family Residence,"$6,101",1729 sqft,No,$982,R2590346,,Residential,1976,,"608 Union St, Vancouver, BC",2,2,0,07/06/2021,"$1,699,000",14/06/2021,"$2,055,000"
115,Single Family Residence,"$5,887",2433 sqft,Yes,$739,R2589922,,Residential,1993,,"6150 Prince Albert St, Vancouver, BC",4,4,0,06/06/2021,"$1,799,000",14/06/2021,"$1,855,000"
116,Apartment/Condominium,"$1,612",528 sqft,Yes,"$1,208",R2574331,,Residential,1997,,"2008 - 1331 W Georgia St, Vancouver, BC",1,1,1,29/04/2021,"$638,000",14/06/2021,"$615,000"
117,Single Family Residence,"$8,094",3059 sqft,No,$800,R2591198,,Residential,1929,,"844 E 22nd Ave, Vancouver, BC",3,5,0,08/06/2021,"$2,450,000",14/06/2021,"$2,650,000"
118,Townhouse,"$2,603",1025 sqft,Yes,$951,R2589532,,Residential,1984,,"1614 Maple St, Vancouver, BC",1,2,0,06/06/2021,"$975,000",14/06/2021,"$1,065,000"
119,Single Family Residence,"$17,298",4609 sqft,Yes,"$1,349",R2571886,,Residential,2015,,"3308 Trutch St, Vancouver, BC",5,6,0,25/04/2021,"$6,218,181",14/06/2021,"$5,950,000"
120,Single Family Residence,"$29,270",6061 sqft,Yes,"$1,267",R2522457,,Residential,2010,,"6996 Angus Dr, Vancouver, BC",6,6,0,07/12/2020,"$7,680,000",16/06/2021,"$7,038,000"
121,Townhouse,"$3,540",1671 sqft,Yes,$932,R2589359,,Residential,2012,,"3178 Pierview Cres, Vancouver, BC",3,4,0,03/06/2021,"$1,558,800",17/06/2021,"$1,480,000"
122,Townhouse,"$1,279",748 sqft,Yes,$922,R2591703,,Residential,1979,,"719 E 31st Ave, Vancouver, BC",1,2,0,09/06/2021,"$690,000",16/06/2021,"$665,000"
123,Single Family Residence,"$13,076",2773 sqft,Yes,"$2,703",R2550251,,Residential,1910,,"3642 Cameron Ave, Vancouver, BC",3,3,0,11/03/2021,"$7,498,000",16/06/2021,"$6,490,000"
124,Single Family Residence,"$8,578",2494 sqft,Yes,"$1,001",R2590747,,Residential,1944,,"2091 W 59th Ave, Vancouver, BC",2,6,0,07/06/2021,"$2,498,000",16/06/2021,"$2,680,000"
125,Single Family Residence,"$15,315",2480 sqft,Yes,"$2,821",R2587823,,Residential,2011,,"1310 Arbutus St, Vancouver, BC",4,5,0,31/05/2021,"$6,998,000",16/06/2021,"$5,900,000"
126,Single Family Residence,"$10,046",2711 sqft,Yes,"$1,327",R2593136,,Residential,2010,,"4408 W 14th Ave, Vancouver, BC",3,4,0,14/06/2021,"$3,598,000",16/06/2021,"$3,580,000"
127,Single Family Residence,"$6,281",2766 sqft,Yes,$686,R2590004,,Residential,1990,,"3128 Windermere St, Vancouver, BC",3,5,0,06/06/2021,"$1,899,000",17/06/2021,"$1,800,000"
128,Single Family Residence,"$13,987",4520 sqft,Yes,$880,R2591419,,Residential,1999,,"6788 Osler St, Vancouver, BC",5,5,0,09/06/2021,"$3,980,000",18/06/2021,"$4,560,000"
129,Single Family Residence,"$6,339",1340 sqft,Yes,"$1,477",R2579201,,Residential,1912,,"26 E 47 Th Ave, Vancouver, BC",2,3,0,10/05/2021,"$1,980,000",19/06/2021,"$1,890,000"
130,Single Family Residence,"$10,867",4354 sqft,Yes,$916,R2586457,,Residential,1993,,"7550 Arbutus St, Vancouver, BC",6,6,0,27/05/2021,"$3,990,000",18/06/2021,"$3,760,000"
131,Single Family Residence,"$4,526",1488 sqft,No,$872,R2593019,,Residential,1912,,"1412 Victoria Dr, Vancouver, BC",2,3,0,13/06/2021,"$1,298,000",18/06/2021,"$1,298,000"
132,Apartment/Condominium,"$2,748",936 sqft,Yes,"$1,035",R2580760,,Residential,1974,,"204 - 2475 York Ave, Vancouver, BC",1,2,2,13/05/2021,"$969,000",18/06/2021,"$985,000"
133,Single Family Residence,"$14,046",3944 sqft,Yes,"$1,217",R2591252,,Residential,2017,,"3708 W 2nd Ave, Vancouver, BC",6,8,0,08/06/2021,"$4,800,000",18/06/2021,"$4,700,000"
134,Single Family Residence,"$6,328",1945 sqft,Yes,"$1,110",R2564961,,Residential,1927,,"3305 W 10th Ave, Vancouver, BC",2,5,2,12/04/2021,"$2,159,000",18/06/2021,"$1,950,000"
135,Townhouse,"$1,725",776 sqft,Yes,"$1,029",R2585715,,Residential,1989,,"2020 W 8th Ave, Vancouver, BC",1,2,0,25/05/2021,"$799,000",19/06/2021,"$775,000"
136,Single Family Residence,"$10,273",3436 sqft,No,"$1,129",R2593827,,Residential,1993,,"2768 W 18th Ave, Vancouver, BC",4,5,0,16/06/2021,"$3,880,000",21/06/2021,"$3,600,000"
137,Townhouse,"$2,762",1236 sqft,Yes,$961,R2592737,,Residential,2009,,"3793 Maxwell St, Vancouver, BC",2,3,0,13/06/2021,"$1,188,000",20/06/2021,"$1,165,000"
