,type,taxes,area,garage,pricePerSqFt,mlsNumber,lotSize,levels,built,maintenance,address,bath,beds,parking,listingDate,listingPrice,soldDate,soldPrice
396,Single Family Residence,"$3,651",1554 sqft,No,$701,R2628113,,Residential,1981,,"1958 Bow Dr, Coquitlam, BC",2,3,0,20/10/2021,"$1,089,900",06/11/2021,"$1,150,000"
397,Single Family Residence,"$5,891",3906 sqft,No,$537,R2628252,,Residential,1956,,"1407 Summit Dr, Coquitlam, BC",4,5,6,24/10/2021,"$2,100,000",05/11/2021,"$1,910,000"
398,Apartment/Condominium,"$3,835",1236 sqft,Yes,$881,R2610997,,Residential,2009,,"PH2002 - 2959 Glen Dr, Coquitlam, BC",2,2,2,19/08/2021,"$1,089,000",06/11/2021,"$1,071,680"
399,Apartment/Condominium,"$3,250",936 sqft,Yes,$854,R2615858,,Residential,2019,,"2002 - 691 North Rd, Coquitlam, BC",2,3,2,07/09/2021,"$799,990",05/11/2021,"$788,598"
400,Apartment/Condominium,"$1,943",718 sqft,Yes,$605,R2630222,,Residential,1995,,"436 - 2980 Princess Cres, Coquitlam, BC",1,1,2,01/11/2021,"$434,900",08/11/2021,"$475,000"
401,Townhouse,"$3,166",1400 sqft,Yes,$670,R2625255,,Residential,2014,,"17 - 3461 Princeton Ave, Coquitlam, BC",2,3,2,10/10/2021,"$939,000",08/11/2021,"$955,000"
402,Apartment/Condominium,"$2,647",900 sqft,Yes,$887,R2630577,,Residential,2018,,"202 - 3100 Windsor Gate, Coquitlam, BC",2,2,1,01/11/2021,"$799,000",08/11/2021,"$780,000"
403,Single Family Residence,"$4,681",3566 sqft,Yes,$532,R2630223,,Residential,1983,,"457 Alouette Dr, Coquitlam, BC",3,5,4,31/10/2021,"$1,899,888",08/11/2021,"$2,050,000"
404,Townhouse,"$3,101",1560 sqft,Yes,$589,R2629834,,Residential,2011,,"140 - 1460 Southview St, Coquitlam, BC",2,3,0,31/10/2021,"$919,000",08/11/2021,"$999,999"
405,Townhouse,"$3,285",1442 sqft,Yes,$624,R2628899,,Residential,2010,,"50 - 1125 Kensal Pl, Coquitlam, BC",2,3,2,25/10/2021,"$899,999",08/11/2021,"$1,100,000"
406,Apartment/Condominium,"$2,897",855 sqft,Yes,$818,R2629840,,Residential,2018,,"2002 - 3100 Windsor Gate, Coquitlam, BC",2,2,1,31/10/2021,"$699,800",08/11/2021,"$782,000"
407,Apartment/Condominium,"$3,047",1203 sqft,Yes,$623,R2629847,,Residential,2016,,"211 - 1151 Windsor Mews, Coquitlam, BC",2,2,1,31/10/2021,"$750,000",08/11/2021,"$815,000"
408,Multi Family,"$3,981",1976 sqft,Yes,"$1,011",R2582252,,Residential,2009,,"801 Dogwood St, Coquitlam, BC",3,3,4,16/05/2021,"$1,998,000",09/11/2021,"$1,880,000"
409,Townhouse,,1573 sqft,Yes,$691,R2607140,,Residential,2021,,"4 - 3503 Gislason Ave, Coquitlam, BC",2,3,2,05/08/2021,"$1,088,500",10/11/2021,"$1,090,000"
410,Apartment/Condominium,"$2,611",1073 sqft,Yes,$652,R2631070,,Residential,2007,,"304 - 2959 Silver Springs Blvd, Coquitlam, BC",2,2,2,07/11/2021,"$699,800",10/11/2021,"$720,000"
411,Multi Family,"$3,885",1955 sqft,Yes,$694,R2618051,,Residential,2003,,"926 Harris Ave, Coquitlam, BC",2,3,6,14/09/2021,"$1,357,500",09/11/2021,"$1,335,000"
412,Single Family Residence,"$6,169",4305 sqft,Yes,$506,R2788963,,Residential,2016,,"3555 Archworth Ave, Coquitlam, BC",5,7,4,14/06/2023,"$2,180,000",19/06/2023,"$2,150,000"
413,Multi Family,"$4,355",1415 sqft,No,"$1,190",R2582272,,Residential,1988,,"803 Dogwood St, Coquitlam, BC",2,3,3,16/05/2021,"$1,685,000",09/11/2021,"$1,670,000"
414,Single Family Residence,"$4,990",5551 sqft,Yes,$591,R2872007,,Residential,2023,,"213 Finnigan St, Coquitlam, BC",7,9,2,16/04/2024,"$3,286,000",11/05/2024,"$3,110,000"
415,Townhouse,"$4,094",2123 sqft,Yes,$607,R2632563,,Residential,2021,,"38 - 3552 Victoria Dr, Coquitlam, BC",3,4,2,09/11/2021,"$1,289,000",10/11/2021,"$1,353,000"
416,Single Family Residence,"$4,535",2637 sqft,No,$491,R2632192,,Residential,1979,,"1178 Creekside Dr, Coquitlam, BC",2,5,4,07/11/2021,"$1,295,000",14/11/2021,"$1,463,000"
417,Townhouse,"$2,611",1300 sqft,No,$556,R2632101,,Residential,1988,,"103 - 1176 Falcon Dr, Coquitlam, BC",2,3,1,08/11/2021,"$724,000",14/11/2021,"$832,700"
418,Townhouse,,1812 sqft,Yes,$722,R2627990,,Residential,2022,,"802 - 606 Foster Ave, Coquitlam, BC",2,4,1,19/10/2021,"$1,309,900",14/11/2021,"$1,309,900"
419,Single Family Residence,"$4,318",2071 sqft,Yes,$627,R2631834,,Residential,1972,,"2386 Tolmie Ave, Coquitlam, BC",2,3,6,07/11/2021,"$1,299,900",14/11/2021,"$1,458,000"
420,Apartment/Condominium,,865 sqft,Yes,$820,R2633665,,Residential,2023,,"223 - 615 Cottonwood Ave, Coquitlam, BC",2,1,1,11/11/2021,"$709,900",14/11/2021,"$709,900"
421,Apartment/Condominium,"$1,633",976 sqft,Yes,$532,R2853207,,Residential,1984,,"302 - 1200 Pacific St, Coquitlam, BC",1,2,1,25/02/2024,"$519,999",05/03/2024,"$514,999"
422,Apartment/Condominium,"$2,059",867 sqft,Yes,$461,R2632023,,Residential,1990,,"306 - 450 Bromley St, Coquitlam, BC",1,2,1,08/11/2021,"$399,990",14/11/2021,"$455,000"
423,Apartment/Condominium,"$1,954",834 sqft,Yes,$503,R2629398,,Residential,1979,,"302 - 1121 Howie Ave, Coquitlam, BC",1,2,1,27/10/2021,"$420,000",14/11/2021,"$415,000"
424,Single Family Residence,"$8,794",6947 sqft,Yes,$467,R2580585,,Residential,1994,,"3057 Plateau Blvd, Coquitlam, BC",6,6,10,10/05/2021,"$3,250,000",15/11/2021,"$2,840,000"
425,Apartment/Condominium,"$1,803",715 sqft,Yes,$655,R2632325,,Residential,1993,,"120 - 2960 Princess Cres, Coquitlam, BC",1,1,1,09/11/2021,"$469,000",15/11/2021,"$469,900"
426,Apartment/Condominium,,779 sqft,Yes,$994,R2634237,,Residential,2024,,"2709 - 308 Alderson Ave, Coquitlam, BC",2,2,1,15/11/2021,"$774,900",15/11/2021,"$774,900"
427,Apartment/Condominium,"$3,089",936 sqft,Yes,$810,R2627117,,Residential,2013,,"2905 - 3102 Windsor Gate, Coquitlam, BC",2,2,1,18/10/2021,"$759,000",16/11/2021,"$765,000"
428,Apartment/Condominium,,463 sqft,Yes,"$1,077",R2631723,,Residential,2021,,"504 - 567 Clarke Rd, Coquitlam, BC",1,1,1,07/11/2021,"$499,000",15/11/2021,"$505,000"
429,Single Family Residence,"$4,988",2162 sqft,Yes,$640,R2631955,,Residential,1959,,"863 Kinsac St, Coquitlam, BC",3,5,6,06/11/2021,"$1,385,000",16/11/2021,"$1,701,000"
430,Single Family Residence,"$3,408",1925 sqft,Yes,$570,R2632185,,Residential,1987,,"70 - 2865 Glen Dr, Coquitlam, BC",2,3,2,07/11/2021,"$1,099,000",15/11/2021,"$1,415,000"
431,Single Family Residence,"$5,919",4678 sqft,Yes,$384,R2631402,,Residential,1995,,"3123 Quintette Cres, Coquitlam, BC",5,7,4,01/11/2021,"$1,799,000",16/11/2021,"$2,021,000"
432,Single Family Residence,"$6,235",4066 sqft,Yes,$565,R2626710,,Residential,2008,,"700 Guiltner St, Coquitlam, BC",4,6,4,17/10/2021,"$2,299,000",20/11/2021,"$2,200,000"
433,Single Family Residence,"$7,688",5345 sqft,Yes,$447,R2558380,,Residential,2013,,"3492 Wessex Crt, Coquitlam, BC",6,7,5,29/03/2021,"$2,390,000",20/11/2021,"$2,430,000"
434,Townhouse,"$2,331",971 sqft,No,$617,R2632445,,Residential,1976,,"979 Howie Ave, Coquitlam, BC",1,3,1,09/11/2021,"$599,900",20/11/2021,"$590,000"
435,Multi Family,"$3,346",1576 sqft,No,$728,R2603542,,Residential,1982,,"212 Therrien St, Coquitlam, BC",2,4,3,19/07/2021,"$1,148,800",19/11/2021,"$1,166,000"
436,Apartment/Condominium,,518 sqft,Yes,"$1,167",R2627577,,Residential,2024,,"3006 - 318 Alderson Ave, Coquitlam, BC",1,1,1,18/10/2021,"$604,900",20/11/2021,"$604,900"
437,Apartment/Condominium,"$2,543",802 sqft,Yes,$872,R2617413,,Residential,2013,,"505 - 2955 Atlantic Ave, Coquitlam, BC",2,2,1,12/09/2021,"$699,888",18/11/2021,"$710,000"
438,Single Family Residence,"$4,927",4206 sqft,Yes,$411,R2626515,,Residential,1985,,"2584 Trillium Pl, Coquitlam, BC",4,6,4,17/10/2021,"$1,729,000",20/11/2021,"$1,775,000"
439,Multi Family,"$3,989",1968 sqft,Yes,$685,R2606386,,Residential,2004,,"1018 Madore Ave, Coquitlam, BC",2,3,5,01/08/2021,"$1,349,900",20/11/2021,"$1,325,000"
440,Apartment/Condominium,,579 sqft,Yes,$982,R2633684,,Residential,2020,,"1910 - 652 Whiting Way, Coquitlam, BC",1,1,1,14/11/2021,"$569,000",22/11/2021,"$616,000"
441,Apartment/Condominium,"$1,567",864 sqft,Yes,$694,R2903901,,Residential,1990,,"323 - 98 Laval St, Coquitlam, BC",1,2,1,08/07/2024,"$599,900",-,Not Sold Yet
442,Single Family Residence,"$4,593",2337 sqft,Yes,$684,R2633463,,Residential,1987,,"956 Delestre Ave, Coquitlam, BC",3,5,4,15/11/2021,"$1,599,000",22/11/2021,"$1,570,000"
443,Apartment/Condominium,,747 sqft,Yes,$990,R2634348,,Residential,2024,,"808 - 505 Nelson St, Coquitlam, BC",1,2,1,17/11/2021,"$739,900",22/11/2021,"$739,900"
444,Townhouse,"$2,455",1319 sqft,Yes,$522,R2633849,,Residential,1993,,"102W - 3061 Glen Dr, Coquitlam, BC",2,3,2,16/11/2021,"$688,800",22/11/2021,"$762,000"
445,Apartment/Condominium,"$4,039",1145 sqft,Yes,$873,R2633101,,Residential,2012,,"3007 - 1155 The High St, Coquitlam, BC",2,2,2,14/11/2021,"$999,888",22/11/2021,"$915,000"
446,Townhouse,"$3,781",1406 sqft,Yes,$781,R2634108,,Residential,2016,,"138 - 528 Foster Ave, Coquitlam, BC",2,3,2,16/11/2021,"$1,099,000",22/11/2021,"$1,203,000"
447,Townhouse,"$3,120",1346 sqft,Yes,$667,R2633737,,Residential,2010,,"19 - 1305 Soball St, Coquitlam, BC",2,3,3,17/11/2021,"$899,000",22/11/2021,"$1,010,000"
448,Apartment/Condominium,,997 sqft,Yes,"$1,278",R2635943,,Residential,2024,,"2401 - 505 Nelson St, Coquitlam, BC",2,2,2,22/11/2021,"$1,274,900",24/11/2021,"$1,274,900"
449,Townhouse,"$2,950",1144 sqft,Yes,$689,R2633706,,Residential,2004,,"24 - 730 Farrow St, Coquitlam, BC",2,2,2,14/11/2021,"$789,000",24/11/2021,"$770,000"
450,Apartment/Condominium,,888 sqft,Yes,$899,R2634449,,Residential,2021,,"1304 - 567 Clarke Rd, Coquitlam, BC",2,2,1,18/11/2021,"$799,000",24/11/2021,"$820,000"
451,Apartment/Condominium,"$1,982",600 sqft,Yes,$916,R2631154,,Residential,2017,,"905 - 602 Como Lake Ave, Coquitlam, BC",1,1,1,02/11/2021,"$549,900",24/11/2021,"$555,000"
452,Apartment/Condominium,"$2,104",960 sqft,Yes,$884,R2621991,,Residential,2020,,"607 - 525 Foster Ave, Coquitlam, BC",2,2,1,28/09/2021,"$849,000",25/11/2021,"$825,000"
453,Apartment/Condominium,"$1,465",523 sqft,Yes,"$1,086",R2753763,,Residential,2013,,"1808 - 2955 Atlantic Ave, Coquitlam, BC",1,1,1,16/02/2023,"$568,000",19/02/2023,"$560,000"
454,Townhouse,,1533 sqft,Yes,$756,R2635837,,Residential,2024,,"170 - 1251 Mitchell St, Coquitlam, BC",2,3,2,23/11/2021,"$1,159,900",24/11/2021,"$1,159,900"
455,Apartment/Condominium,"$2,228",596 sqft,Yes,$914,R2634186,,Residential,2014,,"1406 - 958 Ridgeway Ave, Coquitlam, BC",1,1,1,16/11/2021,"$545,000",24/11/2021,"$520,000"
456,Single Family Residence,"$4,511",2240 sqft,Yes,$669,R2633235,,Residential,1967,,"2289 Stanwood Ave, Coquitlam, BC",2,4,5,14/11/2021,"$1,499,000",29/11/2021,"$1,540,000"
457,Townhouse,,1831 sqft,Yes,$742,R2635665,,Residential,2024,,"171 - 1251 Mitchell St, Coquitlam, BC",3,4,2,24/11/2021,"$1,359,900",28/11/2021,"$1,359,900"
458,Townhouse,,1321 sqft,Yes,$869,R2896219,,Residential,2023,,"139 - 1331 Olmsted St, Coquitlam, BC",2,3,2,17/06/2024,"$1,149,000",-,Not Sold Yet
459,Apartment/Condominium,"$2,366",1003 sqft,Yes,$548,R2635245,,Residential,1996,,"313 - 3085 Primrose Lane, Coquitlam, BC",2,2,1,21/11/2021,"$549,900",29/11/2021,"$561,000"
460,Single Family Residence,"$4,449",2361 sqft,Yes,$676,R2634854,,Residential,1949,,"648 Girard Ave, Coquitlam, BC",3,6,4,21/11/2021,"$1,598,000",29/11/2021,"$1,540,000"
461,Single Family Residence,"$3,826",1776 sqft,No,$664,R2635532,,Residential,1979,,"3241 Dunkirk Ave, Coquitlam, BC",2,4,0,22/11/2021,"$1,180,000",29/11/2021,"$1,272,000"
462,Single Family Residence,"$4,954",2530 sqft,No,$573,R2634189,,Residential,1971,,"1519 Milford Ave, Coquitlam, BC",2,4,6,17/11/2021,"$1,450,000",28/11/2021,"$1,735,000"
463,Apartment/Condominium,"$1,671",675 sqft,Yes,$591,R2630757,,Residential,1977,,"404 601 North Rd, Coquitlam, BC",1,1,1,02/11/2021,"$399,000",28/11/2021,"$410,000"
464,Apartment/Condominium,,775 sqft,Yes,"$1,030",R2634712,,Residential,2021,,"1101 - 567 Clarke Rd, Coquitlam, BC",2,2,2,20/11/2021,"$799,000",01/12/2021,"$799,000"
465,Apartment/Condominium,,708 sqft,Yes,$988,R2761167,,Residential,2022,,"312 - 750 Dogwood St, Coquitlam, BC",2,2,1,19/03/2023,"$699,900",28/04/2023,"$695,000"
466,Single Family Residence,"$4,993",3320 sqft,Yes,$512,R2635211,,Residential,1994,,"3313 Carriage Crt, Coquitlam, BC",3,5,5,22/11/2021,"$1,699,900",30/11/2021,"$1,750,000"
467,Multi Family,"$3,277",1500 sqft,No,$778,R2861186,,Residential,1983,,"1024 Stewart Ave, Coquitlam, BC",2,3,2,17/03/2024,"$1,168,000",26/03/2024,"$1,165,000"
468,Single Family Residence,"$6,563",4549 sqft,Yes,$483,R2791445,,Residential,1960,,"3000 Starlight Way, Coquitlam, BC",3,8,10,21/06/2023,"$2,199,000",26/06/2023,"$2,300,000"
469,Townhouse,"$3,662",2391 sqft,Yes,$460,R2635918,,Residential,1992,,"36 - 2990 Panorama Dr, Coquitlam, BC",3,3,2,24/11/2021,"$1,100,000",01/12/2021,"$1,340,000"
470,Apartment/Condominium,"$1,893",888 sqft,Yes,$782,R2786324,,Residential,2009,,"402 - 3132 Dayanee Springs Blvd, Coquitlam, BC",2,2,1,06/06/2023,"$695,000",15/06/2023,"$690,000"
471,Multi Family,"$3,277",1485 sqft,No,$786,R2861179,,Residential,1983,,"1026 Stewart Ave, Coquitlam, BC",2,3,2,17/03/2024,"$1,168,000",26/03/2024,"$1,165,000"
472,Apartment/Condominium,,767 sqft,Yes,"$1,042",R2636418,,Residential,2021,,"1201 - 567 Clarke Rd, Coquitlam, BC",2,2,1,29/11/2021,"$799,900",05/12/2021,"$793,000"
473,Apartment/Condominium,"$2,212",633 sqft,Yes,$868,R2636284,,Residential,2012,,"3002 - 2968 Glen Dr, Coquitlam, BC",1,1,1,28/11/2021,"$549,900",05/12/2021,"$565,000"
474,Single Family Residence,"$3,593",2277 sqft,Yes,$548,R2636594,,Residential,1986,,"2020 Shaughnessy Pl, Coquitlam, BC",2,3,4,29/11/2021,"$1,248,800",06/12/2021,"$1,264,000"
475,Single Family Residence,"$4,797",2582 sqft,Yes,$580,R2636080,,Residential,1981,,"1280 Steeple Dr, Coquitlam, BC",2,4,4,28/11/2021,"$1,499,000",05/12/2021,"$1,670,000"
476,Single Family Residence,"$4,212",1740 sqft,Yes,$660,R2636652,,Residential,1985,,"2942 Albion Dr, Coquitlam, BC",2,3,4,30/11/2021,"$1,150,000",05/12/2021,"$1,418,800"
477,Townhouse,"$3,620",1748 sqft,Yes,$628,R2636247,,Residential,2012,,"28 - 3431 Galloway Ave, Coquitlam, BC",3,4,2,28/11/2021,"$1,099,000",06/12/2021,"$1,190,000"
478,Apartment/Condominium,,973 sqft,Yes,$822,R2638055,,Residential,2023,,"306 - 615 Cottonwood Ave, Coquitlam, BC",2,2,1,06/12/2021,"$799,900",06/12/2021,"$799,900"
479,Townhouse,"$4,135",2316 sqft,Yes,$561,R2636199,,Residential,2014,,"103 - 3467 Gislason Ave, Coquitlam, BC",3,4,4,28/11/2021,"$1,299,900",06/12/2021,"$1,325,900"
480,Single Family Residence,,2255 sqft,No,"$1,502",R2548671,,Residential,1957,,"618 Ascot St, Coquitlam, BC",2,4,3,08/03/2021,"$3,388,000",09/12/2021,"$3,200,000"
481,Apartment/Condominium,,635 sqft,Yes,$980,R2635942,,Residential,2025,,"805 - 638 Whiting Way, Coquitlam, BC",1,1,1,25/11/2021,"$622,900",08/12/2021,"$622,900"
482,Townhouse,,1533 sqft,Yes,$759,R2635664,,Residential,2024,,"145 - 1251 Mitchell St, Coquitlam, BC",2,3,2,24/11/2021,"$1,164,900",07/12/2021,"$1,164,900"
483,Apartment/Condominium,"$2,144",733 sqft,Yes,$954,R2840379,,Residential,2020,,"1309 - 652 Whiting Way, Coquitlam, BC",1,2,1,08/01/2024,"$699,900",21/02/2024,"$678,000"
484,Townhouse,"$3,047",1453 sqft,Yes,$618,R2636400,,Residential,2010,,"5 - 1239 Soball St, Coquitlam, BC",3,3,2,29/11/2021,"$899,000",07/12/2021,"$975,000"
485,Single Family Residence,"$5,196",3927 sqft,Yes,$483,R2636565,,Residential,1987,,"2250 Paradise Ave, Coquitlam, BC",3,6,4,29/11/2021,"$1,899,900",08/12/2021,"$1,900,000"
486,Single Family Residence,"$4,058",1986 sqft,No,$654,R2633622,,Residential,2012,,"633a Roderick Ave, Coquitlam, BC",3,4,0,15/11/2021,"$1,299,000",08/12/2021,"$1,280,000"
487,Single Family Residence,"$4,786",2400 sqft,No,$708,R2638390,,Residential,1962,,"1770 Bowman Ave, Coquitlam, BC",2,4,0,08/12/2021,"$1,700,000",08/12/2021,"$1,700,000"
488,Apartment/Condominium,"$2,005",517 sqft,Yes,"$1,023",R2636953,,Residential,2013,,"305 - 2955 Atlantic Ave, Coquitlam, BC",1,1,1,05/12/2021,"$529,000",13/12/2021,"$542,000"
489,Single Family Residence,"$6,542",4647 sqft,Yes,$473,R2637929,,Residential,2008,,"1045 Rochester Ave, Coquitlam, BC",5,7,2,06/12/2021,"$2,199,000",13/12/2021,"$2,300,000"
490,Apartment/Condominium,"$2,337",840 sqft,Yes,$714,R2637479,,Residential,2003,,"310 - 2988 Silver Springs Blvd, Coquitlam, BC",2,2,1,05/12/2021,"$599,900",13/12/2021,"$630,000"
491,Single Family Residence,"$4,753",5469 sqft,Yes,$595,R2615015,,Residential,2022,,"822 Poirier St, Coquitlam, BC",7,7,0,06/09/2021,"$3,258,000",12/12/2021,"$3,220,000"
492,Apartment/Condominium,,952 sqft,Yes,$976,R2634386,,Residential,2024,,"3306 - 720 Farrow St, Coquitlam, BC",2,2,1,12/11/2021,"$929,900",13/12/2021,"$929,900"
493,Apartment/Condominium,"$2,419",818 sqft,Yes,$770,R2626373,,Residential,2012,,"307 - 1150 Kensal Pl, Coquitlam, BC",2,2,1,17/10/2021,"$629,900",12/12/2021,"$625,000"
494,Single Family Residence,,-,No,,R2820621,,Residential Lease,,,"949 Alderson Ave, Coquitlam, BC",2,3,0,28/09/2023,"$3,500",-,Not Leased Yet
495,Apartment/Condominium,"$1,769",587 sqft,Yes,"$1,069",R2788116,,Residential,2017,,"2305 - 602 Como Lake Ave, Coquitlam, BC",1,1,1,12/06/2023,"$628,000",19/06/2023,"$608,000"
496,Apartment/Condominium,,775 sqft,Yes,"$1,030",R2638350,,Residential,2021,,"2201 - 567 Clarke Rd, Coquitlam, BC",2,2,1,08/12/2021,"$799,000",15/12/2021,"$850,000"
497,Apartment/Condominium,,595 sqft,Yes,"$1,008",R2638788,,Residential,2021,,"2202 - 567 Clarke Rd, Coquitlam, BC",1,1,1,12/12/2021,"$599,900",16/12/2021,"$680,000"
498,Single Family Residence,"$4,478",2690 sqft,Yes,$572,R2639569,,Residential,1985,,"2841 Mccoomb Dr, Coquitlam, BC",3,4,0,16/12/2021,"$1,539,000",16/12/2021,"$1,539,000"
499,Apartment/Condominium,"$2,689",891 sqft,Yes,$784,R2638060,,Residential,2013,,"901 - 2955 Atlantic Ave, Coquitlam, BC",2,2,1,07/12/2021,"$699,000",15/12/2021,"$720,000"
500,Apartment/Condominium,"$1,607",628 sqft,Yes,$587,R2632056,,Residential,1969,,"214 - 630 Clarke Rd, Coquitlam, BC",1,1,1,07/11/2021,"$369,000",14/12/2021,"$362,000"
501,Apartment/Condominium,"$2,835",865 sqft,Yes,$876,R2639265,,Residential,2016,,"2208 - 3080 Lincoln Ave, Coquitlam, BC",2,2,1,12/12/2021,"$758,000",16/12/2021,"$740,000"
502,Apartment/Condominium,"$2,182",602 sqft,Yes,$878,R2637839,,Residential,2012,,"1006 - 958 Ridgeway Ave, Coquitlam, BC",1,1,1,05/12/2021,"$529,000",15/12/2021,"$523,000"
503,Single Family Residence,"$6,087",4653 sqft,Yes,$536,R2630444,,Residential,1994,,"2505 Sapphire Pl, Coquitlam, BC",4,4,6,01/11/2021,"$2,495,000",16/12/2021,"$2,500,000"
504,Apartment/Condominium,"$1,262",632 sqft,Yes,$949,R2639332,,Residential,2021,,"2801 - 450 Westview St, Coquitlam, BC",1,1,1,13/12/2021,"$599,900",21/12/2021,"$692,000"
505,Apartment/Condominium,"$1,502",771 sqft,Yes,"$1,036",R2638214,,Residential,2021,,"309 - 450 Westview St, Coquitlam, BC",2,2,2,07/12/2021,"$799,000",21/12/2021,"$805,000"
506,Apartment/Condominium,,887 sqft,Yes,"$1,011",R2634741,,Residential,2021,,"3404 - 567 Clarke Rd, Coquitlam, BC",2,2,1,21/11/2021,"$897,000",20/12/2021,"$880,000"
507,Apartment/Condominium,,590 sqft,Yes,"$1,033",R2639047,,Residential,2020,,"2510 - 525 Foster Ave, Coquitlam, BC",1,1,1,12/12/2021,"$610,000",21/12/2021,"$656,000"
508,Townhouse,,1533 sqft,Yes,$772,R2639823,,Residential,2024,,"174 - 1251 Mitchell St, Coquitlam, BC",2,3,2,19/12/2021,"$1,184,900",21/12/2021,"$1,184,900"
509,Apartment/Condominium,"$1,837",548 sqft,Yes,"$1,147",R2639409,,Residential,2021,,"1808 - 567 Clarke Rd, Coquitlam, BC",1,1,1,13/12/2021,"$628,800",21/12/2021,"$655,000"
510,Single Family Residence,"$7,277",5264 sqft,Yes,$605,R2621127,,Residential,2018,,"684 Porter St, Coquitlam, BC",6,8,5,26/09/2021,"$3,188,000",20/12/2021,"$3,118,000"
511,Single Family Residence,"$5,018",2379 sqft,No,$777,R2895947,,Residential,1960,,"740 Townley St, Coquitlam, BC",2,5,4,16/06/2024,"$1,849,000",-,Not Sold Yet
512,Apartment/Condominium,"$1,959",656 sqft,Yes,$800,R2636857,,Residential,2007,,"305 - 511 Rochester Ave, Coquitlam, BC",1,1,1,30/11/2021,"$525,000",01/01/2022,"$550,000"
513,Apartment/Condominium,"$3,531",1117 sqft,Yes,$804,R2595238,,Residential,2016,,"3706 - 3080 Lincoln Ave, Coquitlam, BC",2,3,1,21/06/2021,"$898,800",01/01/2022,"$875,000"
514,Apartment/Condominium,,854 sqft,Yes,$866,R2641402,,Residential,2023,,"211 - 615 Cottonwood Ave, Coquitlam, BC",2,2,1,02/01/2022,"$739,900",04/01/2022,"$739,900"
515,Single Family Residence,"$3,827",2021 sqft,Yes,$592,R2639308,,Residential,2008,,"861 Greene St, Coquitlam, BC",3,3,4,14/12/2021,"$1,198,000",03/01/2022,"$1,488,000"
516,Apartment/Condominium,,771 sqft,Yes,"$1,037",R2640259,,Residential,2021,,"2209 - 450 Westview St, Coquitlam, BC",2,2,1,28/12/2021,"$799,999",02/01/2022,"$800,000"
517,Townhouse,"$1,952",1146 sqft,Yes,$697,R2777652,,Residential,1993,,"88 - 211 Begin St, Coquitlam, BC",2,3,2,14/05/2023,"$799,900",05/06/2023,"$808,000"
518,Apartment/Condominium,"$2,272",1071 sqft,Yes,$606,R2638991,,Residential,1997,,"420 - 3098 Guildford Way, Coquitlam, BC",2,2,1,12/12/2021,"$649,900",30/12/2021,"$635,000"
519,Single Family Residence,"$6,477",5052 sqft,Yes,$573,R2633269,,Residential,2019,,"584 Linton St, Coquitlam, BC",7,9,8,14/11/2021,"$2,899,000",30/12/2021,"$2,899,000"
520,Single Family Residence,"$4,228",1935 sqft,Yes,$774,R2640357,,Residential,1974,,"1053 Spar Dr, Coquitlam, BC",2,4,6,29/12/2021,"$1,498,000",09/01/2022,"$1,925,000"
521,Apartment/Condominium,"$1,764",724 sqft,Yes,$648,R2641741,,Residential,1993,,"310 - 1199 Westwood St, Coquitlam, BC",1,1,1,09/01/2022,"$469,800",09/01/2022,"$468,800"
522,Apartment/Condominium,"$2,844",930 sqft,Yes,$709,R2641025,,Residential,2009,,"1404 - 2959 Glen Dr, Coquitlam, BC",2,2,1,03/01/2022,"$659,900",10/01/2022,"$725,000"
523,Manufactured Home,$815,1152 sqft,No,$259,R2641241,,Residential,1988,,"147 - 145 King Edward St, Coquitlam, BC",2,2,3,05/01/2022,"$299,000",09/01/2022,"$333,000"
524,Townhouse,,1320 sqft,Yes,$780,R2640795,,Residential,2021,,"90 - 3552 Victoria Dr, Coquitlam, BC",1,3,0,03/01/2022,"$1,030,000",09/01/2022,"$1,040,000"
525,Apartment/Condominium,"$2,054",956 sqft,Yes,$594,R2641037,,Residential,1983,,"201 - 1210 Pacific St, Coquitlam, BC",1,2,1,04/01/2022,"$568,800",09/01/2022,"$593,000"
526,Townhouse,,1605 sqft,Yes,$846,R2641823,,Residential,2022,,"119 - 1350 Mitchell St, Coquitlam, BC",3,4,2,07/01/2022,"$1,358,000",09/01/2022,"$1,358,000"
527,Apartment/Condominium,"$2,474",845 sqft,Yes,$792,R2640555,,Residential,2014,,"204 - 3107 Windsor Gate, Coquitlam, BC",2,2,0,03/01/2022,"$670,000",09/01/2022,"$675,000"
528,Apartment/Condominium,,1161 sqft,Yes,"$1,023",R2613803,,Residential,2020,,"2902 - 525 Foster Ave, Coquitlam, BC",2,3,2,29/08/2021,"$1,188,000",13/01/2022,"$1,162,000"
529,Apartment/Condominium,"$2,442",847 sqft,Yes,$624,R2642543,,Residential,1999,,"1708 - 1148 Heffley Cres, Coquitlam, BC",2,2,1,11/01/2022,"$529,000",15/01/2022,"$555,000"
530,Single Family Residence,"$4,921",1898 sqft,Yes,"$1,206",R2640693,,Residential,1961,,"1042 Alderson Ave, Coquitlam, BC",2,4,7,03/01/2022,"$2,290,000",13/01/2022,"$2,200,000"
531,Single Family Residence,"$5,797",3414 sqft,Yes,$659,R2640680,,Residential,1994,,"3331 Turner Ave, Coquitlam, BC",3,5,6,03/01/2022,"$2,250,000",13/01/2022,"$2,200,000"
