,type,taxes,area,garage,pricePerSqFt,mlsNumber,lotSize,levels,built,maintenance,address,bath,beds,parking,listingDate,listingPrice,soldDate,soldPrice
264,Apartment/Condominium,"$1,282",595 sqft,Yes,$714,R2801156,,Residential,1978,,"308 - 715 Royal Ave, New Westminster, BC",1,1,1,23/07/2023,"$424,900",31/07/2023,"$455,000"
265,Single Family Residence,"$4,390",2873 sqft,Yes,$553,R2648748,,Residential,1989,,"644 Ewen Ave, New Westminster, BC",5,6,6,31/01/2022,"$1,589,000",-,-
266,Apartment/Condominium,"$1,805",988 sqft,Yes,$455,R2639382,,Residential,1976,,"602 - 740 Hamilton St, New Westminster, BC",1,2,1,15/12/2021,"$450,000",20/12/2021,"$475,000"
267,Apartment/Condominium,"$2,173",1049 sqft,Yes,$595,R2638979,,Residential,1994,,"1006 - 728 Princess St, New Westminster, BC",1,1,2,12/12/2021,"$625,000",19/12/2021,"$610,000"
268,Apartment/Condominium,"$2,361",1163 sqft,Yes,$550,R2637090,,Residential,2008,,"2117 - 244 Sherbrooke St, New Westminster, BC",2,2,2,01/12/2021,"$639,880",20/12/2021,"$620,000"
269,Apartment/Condominium,"$2,068",874 sqft,Yes,$606,R2617412,,Residential,1996,,"1403 - 10 Laguna Crt, New Westminster, BC",1,1,1,12/09/2021,"$530,000",20/12/2021,"$525,000"
270,Apartment/Condominium,"$2,020",1033 sqft,Yes,$503,R2633488,,Residential,1975,,"1205 - 320 Royal Ave, New Westminster, BC",1,3,1,15/11/2021,"$520,000",20/12/2021,"$520,100"
271,Apartment/Condominium,"$2,147",776 sqft,Yes,$771,R2638821,,Residential,2009,,"2210 - 892 Carnarvon St, New Westminster, BC",2,2,1,12/12/2021,"$599,000",20/12/2021,"$642,888"
272,Single Family Residence,"$6,712",2660 sqft,Yes,$784,R2639635,,Residential,2015,,"331 8 Th Ave E, New Westminster, BC",4,5,6,17/12/2021,"$2,088,000",02/01/2022,"$1,980,000"
273,Apartment/Condominium,"$4,061",1468 sqft,Yes,$679,R2627081,,Residential,2009,,"2101 - 1 Renaissance Sq, New Westminster, BC",2,2,2,18/10/2021,"$998,000",30/12/2021,"$975,000"
274,Single Family Residence,"$4,163",993 sqft,Yes,"$1,006",R2718067,,Residential,9999,,"447 Rousseau St, New Westminster, BC",2,2,3,21/08/2022,"$999,000",23/12/2022,"$900,000"
275,Apartment/Condominium,"$3,085",1156 sqft,Yes,$692,R2638237,,Residential,2009,,"3602 - 888 Carnarvon St, New Westminster, BC",2,2,1,06/12/2021,"$799,999",31/12/2021,"$800,000"
276,Apartment/Condominium,"$2,090",775 sqft,Yes,$758,R2634113,,Residential,2007,,"508 - 814 Royal Ave, New Westminster, BC",2,2,1,17/11/2021,"$588,000",02/01/2022,"$585,000"
277,Apartment/Condominium,"$1,451",613 sqft,No,$603,R2631263,,Residential,1994,,"411 - 55 Blackberry Dr, New Westminster, BC",1,1,1,03/11/2021,"$369,900",31/12/2021,"$369,900"
278,Apartment/Condominium,"$2,699",1151 sqft,Yes,$694,R2640196,,Residential,2010,,"3702 - 888 Carnarvon St, New Westminster, BC",2,2,1,21/12/2021,"$799,000",31/12/2021,"$830,000"
279,Apartment/Condominium,"$2,721",8sf89 qt,Yes,$642,R2614243,,Residential,2009,,"1009 - 14 Begbie St, New Westminster, BC",2,2,1,31/08/2021,"$635,000",04/01/2022,"$635,000"
280,Apartment/Condominium,"$3,200",1500 sqft,Yes,$732,R2790866,,Residential,1986,,"403 - 12 K De K Crt, New Westminster, BC",2,2,1,19/06/2023,"$1,098,800",24/06/2023,"$1,100,000"
281,Apartment/Condominium,"$1,850",554 sqft,Yes,$893,R2640541,,Residential,2007,,"1302 - 814 Royal Ave, New Westminster, BC",1,1,1,03/01/2022,"$495,000",10/01/2022,"$551,222"
282,Single Family Residence,"$4,048",1943 sqft,Yes,$669,R2605314,,Residential,1937,,"410 Kelly St, New Westminster, BC",2,3,4,26/07/2021,"$1,300,000",13/01/2022,"$1,575,000"
283,Single Family Residence,"$6,567",3591 sqft,Yes,$561,R2640522,,Residential,2004,,"1312 10 Th Ave, New Westminster, BC",5,5,5,02/01/2022,"$2,018,000",12/01/2022,"$2,100,000"
284,Single Family Residence,"$3,911",1495 sqft,No,$668,R2640568,,Residential,1911,,"328 Strand Ave, New Westminster, BC",2,2,0,02/01/2022,"$999,900",10/01/2022,"$1,265,000"
285,Apartment/Condominium,"$2,572",1109 sqft,Yes,$630,R2641081,,Residential,1996,,"1702 - 739 Princess St, New Westminster, BC",2,2,1,04/01/2022,"$699,000",14/01/2022,"$690,000"
286,Apartment/Condominium,"$3,556",1469 sqft,Yes,$741,R2900884,,Residential,1994,,"1504 - 728 Princess St, New Westminster, BC",2,2,2,01/07/2024,"$1,089,000",-,Not Sold Yet
287,Apartment/Condominium,"$3,356",1261 sqft,Yes,$654,R2641365,,Residential,2005,,"1802 - 615 Hamilton St, New Westminster, BC",2,2,2,05/01/2022,"$825,000",13/01/2022,"$856,000"
288,Apartment/Condominium,"$2,633",1250 sqft,Yes,$600,R2639607,,Residential,1988,,"1201 - 1250 Quayside Dr, New Westminster, BC",2,2,1,28/12/2021,"$750,000",20/01/2022,"$735,000"
289,Apartment/Condominium,"$2,591",1135 sqft,Yes,$713,R2642234,,Residential,2015,,"308 - 260 Salter St, New Westminster, BC",2,2,1,09/01/2022,"$809,900",20/01/2022,"$810,000"
290,Apartment/Condominium,"$3,711",1307 sqft,Yes,$650,R2642291,,Residential,2009,,"802 - 306 6th St, New Westminster, BC",2,2,2,10/01/2022,"$849,900",19/01/2022,"$849,900"
291,Townhouse,,1182 sqft,Yes,$803,R2646406,,Residential,2022,,"27 - 488 Furness St, New Westminster, BC",2,2,2,21/01/2022,"$949,900",21/01/2022,"$949,900"
292,Townhouse,"$3,334",1119 sqft,Yes,$802,R2641999,,Residential,2019,,"311 - 218 Carnarvon St, New Westminster, BC",2,3,1,09/01/2022,"$898,000",19/01/2022,"$898,000"
293,Apartment/Condominium,"$2,634",1109 sqft,Yes,$721,R2753812,,Residential,2012,,"102 - 250 Francis Way, New Westminster, BC",2,2,1,19/02/2023,"$799,900",24/02/2023,"$795,000"
294,Triplex,"$4,320",2940 sqft,No,$678,R2636259,,Residential Income,1984,,"330 Keary St, New Westminster, BC",1,0,3,26/11/2021,"$1,995,000",20/01/2022,"$1,965,000"
295,Apartment/Condominium,"$1,475",603 sqft,Yes,$729,R2630463,,Residential,1977,,"103 - 530 9 Th St, New Westminster, BC",1,1,1,01/11/2021,"$440,000",20/01/2022,"$438,000"
296,Single Family Residence,"$5,678",1967 sqft,No,$737,R2644230,,Residential,1911,,"423 Oak St, New Westminster, BC",2,3,0,18/01/2022,"$1,450,000",24/01/2022,"$1,800,000"
297,Apartment/Condominium,"$2,295",1287 sqft,Yes,$543,R2743403,,Residential,1993,,"308 - 68 Richmond St, New Westminster, BC",2,2,1,27/12/2022,"$699,000",28/01/2023,"$690,000"
298,Single Family Residence,"$4,795",1100 sqft,Yes,"$1,718",R2674023,,Residential,1937,,"2131 Hamilton St, New Westminster, BC",2,4,2,04/04/2022,"$1,890,000",-,-
299,Apartment/Condominium,"$2,118",628 sqft,Yes,$875,R2643195,,Residential,2020,,"604 - 610 Brantford St, New Westminster, BC",1,1,1,16/01/2022,"$550,000",24/01/2022,"$596,000"
300,Apartment/Condominium,"$2,946",855 sqft,Yes,$877,R2643542,,Residential,2021,,"1808 - 258 Nelson's Crt, New Westminster, BC",2,2,1,16/01/2022,"$749,900",25/01/2022,"$753,000"
301,Apartment/Condominium,"$1,640",656 sqft,Yes,$626,R2644149,,Residential,1995,,"408 - 1035 Auckland St, New Westminster, BC",1,1,1,18/01/2022,"$411,000",24/01/2022,"$455,000"
302,Apartment/Condominium,"$2,108",876 sqft,Yes,$626,R2643294,,Residential,1995,,"101 - 135 11 Th St, New Westminster, BC",1,2,2,16/01/2022,"$549,000",24/01/2022,"$620,000"
303,Apartment/Condominium,"$2,251",811 sqft,Yes,$678,R2644370,,Residential,2000,,"113 - 18 Smokey Smith Pl, New Westminster, BC",1,2,2,18/01/2022,"$549,900",24/01/2022,"$621,000"
304,Single Family Residence,"$9,093",5122 sqft,Yes,$468,R2646236,,Residential,2010,,"1415 Nanaimo St, New Westminster, BC",5,7,8,25/01/2022,"$2,400,000",31/01/2022,"$2,800,000"
305,Apartment/Condominium,"$2,497",900 sqft,No,$805,R2635660,,Residential,2010,,"2105 - 280 Ross Dr, New Westminster, BC",2,2,1,22/11/2021,"$725,000",30/01/2022,"$720,000"
306,Apartment/Condominium,"$2,304",1128 sqft,Yes,$530,R2645208,,Residential,1992,,"704 - 412 12 Th St, New Westminster, BC",2,2,1,23/01/2022,"$598,000",30/01/2022,"$620,000"
307,Apartment/Condominium,"$2,928",1400 sqft,Yes,$606,R2642897,,Residential,1990,,"1004 - 410 Carnarvon St, New Westminster, BC",2,3,1,13/01/2022,"$849,000",30/01/2022,"$842,500"
308,Single Family Residence,"$4,983",1755 sqft,Yes,$797,R2645382,,Residential,1953,,"125 7 Th Ave E, New Westminster, BC",2,3,2,23/01/2022,"$1,399,000",30/01/2022,"$1,680,000"
309,Apartment/Condominium,"$1,854",972 sqft,Yes,$594,R2645122,,Residential,1992,,"203 - 220 11 Th St, New Westminster, BC",1,2,1,23/01/2022,"$578,000",30/01/2022,"$610,000"
310,Apartment/Condominium,"$2,924",866 sqft,Yes,$837,R2644309,,Residential,2014,,"2103 - 125 Columbia St, New Westminster, BC",2,2,1,18/01/2022,"$725,000",30/01/2022,"$708,000"
311,Single Family Residence,,1996 sqft,Yes,$726,R2644540,,Residential,1946,,"726 Bowler St, New Westminster, BC",2,5,2,19/01/2022,"$1,450,000",30/01/2022,"$1,686,000"
312,Apartment/Condominium,"$2,300",704 sqft,Yes,$794,R2648674,,Residential,2017,,"1205 - 188 Agnes St, New Westminster, BC",1,1,1,01/02/2022,"$559,000",03/02/2022,"$612,000"
313,Apartment/Condominium,"$2,032",565 sqft,Yes,"$1,044",R2643544,,Residential,2021,,"2305 - 258 Nelson's Crt, New Westminster, BC",1,1,1,16/01/2022,"$590,000",05/02/2022,"$577,500"
314,Apartment/Condominium,"$1,801",593 sqft,Yes,$868,R2649143,,Residential,2009,,"403 - 306 6 Th St, New Westminster, BC",1,1,1,02/02/2022,"$514,800",04/02/2022,"$511,500"
315,Single Family Residence,"$3,828",1600 sqft,No,$999,R2648493,,Residential,1949,,"1923 River Dr, New Westminster, BC",2,4,3,01/02/2022,"$1,599,999",04/02/2022,"$1,620,000"
316,Apartment/Condominium,"$2,567",770 sqft,Yes,$867,R2646044,,Residential,2015,,"909 - 668 Columbia St, New Westminster, BC",2,2,1,24/01/2022,"$668,000",03/02/2022,"$658,000"
317,Apartment/Condominium,"$1,782",682 sqft,Yes,$762,R2648942,,Residential,2010,,"204 - 225 Francis Way, New Westminster, BC",1,1,1,02/02/2022,"$519,999",04/02/2022,"$555,000"
318,Single Family Residence,"$3,080",2646 sqft,Yes,$793,R2646188,,Residential,2022,,"1407 Salter St, New Westminster, BC",3,6,0,24/01/2022,"$2,100,000",03/02/2022,"$2,100,000"
319,Townhouse,"$3,004",1221 sqft,Yes,$655,R2645523,,Residential,2019,,"8 - 843 Ewen Ave, New Westminster, BC",2,2,2,23/01/2022,"$799,900",02/02/2022,"$997,500"
320,Apartment/Condominium,"$1,939",944 sqft,Yes,$529,R2647299,,Residential,1980,,"103 - 550 Royal Ave, New Westminster, BC",1,2,1,30/01/2022,"$499,800",07/02/2022,"$555,000"
321,Apartment/Condominium,"$1,679",863 sqft,Yes,$451,R2647934,,Residential,1974,,"310 - 331 Knox St, New Westminster, BC",1,2,1,30/01/2022,"$389,900",07/02/2022,"$480,000"
322,Apartment/Condominium,"$3,178",1420 sqft,Yes,$563,R2648588,,Residential,1990,,"1606 - 1245 Quayside Dr, New Westminster, BC",2,2,2,31/01/2022,"$799,800",07/02/2022,"$840,000"
323,Single Family Residence,"$6,842",3030 sqft,Yes,$623,R2648574,,Residential,2012,,"934 Chestnut St, New Westminster, BC",3,4,5,01/02/2022,"$1,889,000",07/02/2022,"$2,225,000"
324,Apartment/Condominium,"$1,527",619 sqft,No,$642,R2648807,,Residential,1977,,"205 - 530 9 Th St, New Westminster, BC",1,1,1,01/02/2022,"$398,000",07/02/2022,"$450,000"
325,Apartment/Condominium,"$2,710",757 sqft,Yes,$870,R2648114,,Residential,2019,,"1611 - 908 Quayside Dr, New Westminster, BC",1,2,1,31/01/2022,"$659,000",07/02/2022,"$675,000"
326,Apartment/Condominium,"$2,157",917 sqft,Yes,$609,R2647983,,Residential,1996,,"112 - 519 12 Th St, New Westminster, BC",2,2,2,31/01/2022,"$559,000",07/02/2022,"$650,000"
327,Single Family Residence,"$4,381",1722 sqft,Yes,$812,R2648161,,Residential,1998,,"107 Star Cres, New Westminster, BC",2,3,3,31/01/2022,"$1,399,000",07/02/2022,"$1,600,000"
328,Apartment/Condominium,"$2,202",927 sqft,Yes,$620,R2647915,,Residential,1996,,"406 - 1128 6 Th Ave, New Westminster, BC",2,2,2,31/01/2022,"$575,000",13/02/2022,"$690,000"
329,Single Family Residence,"$6,715",3330 sqft,No,$651,R2904576,,Residential,1926,,"1217 6th Ave, New Westminster, BC",3,5,0,08/07/2024,"$2,168,000",-,Not Sold Yet
330,Apartment/Condominium,"$2,509",994 sqft,Yes,$602,R2650440,,Residential,1995,,"305 - 624 Agnes St, New Westminster, BC",2,2,1,07/02/2022,"$599,000",14/02/2022,"$731,000"
331,Apartment/Condominium,,642 sqft,Yes,$880,R2649688,,Residential,2020,,"503 - 610 Brantford St, New Westminster, BC",1,1,1,06/02/2022,"$565,000",14/02/2022,"$627,000"
332,Single Family Residence,"$4,310",2815 sqft,Yes,$497,R2651181,,Residential,1953,,"232 8 Th Ave E, New Westminster, BC",4,4,3,08/02/2022,"$1,399,900",12/02/2022,"$1,700,000"
333,Apartment/Condominium,"$1,534",668 sqft,Yes,$553,R2649852,,Residential,1980,,"111 - 312 Carnarvon St, New Westminster, BC",1,1,1,06/02/2022,"$369,900",14/02/2022,"$492,000"
334,Townhouse,"$3,499",1240 sqft,Yes,$725,R2649757,,Residential,2020,,"1021 Quebec St, New Westminster, BC",3,3,2,06/02/2022,"$899,900",13/02/2022,"$950,000"
335,Apartment/Condominium,"$2,710",718 sqft,Yes,$820,R2650069,,Residential,2020,,"215 - 1012 Auckland St, New Westminster, BC",1,1,1,06/02/2022,"$588,800",13/02/2022,"$631,000"
336,Apartment/Condominium,"$2,367",998 sqft,Yes,$680,R2652193,,Residential,1996,,"1501 - 739 Princess St, New Westminster, BC",1,2,1,13/02/2022,"$679,000",20/02/2022,"$665,000"
337,Apartment/Condominium,"$1,733",798 sqft,Yes,$600,R2652349,,Residential,1982,,"204 - 109 10 Th St, New Westminster, BC",1,2,1,13/02/2022,"$478,800",20/02/2022,"$525,000"
338,Apartment/Condominium,"$2,407",819 sqft,Yes,$743,R2649715,,Residential,1993,,"1104 - 55 10th St, New Westminster, BC",2,2,2,06/02/2022,"$609,000",20/02/2022,"$605,000"
339,Apartment/Condominium,"$2,961",1008 sqft,Yes,$743,R2904945,,Residential,2010,,"1804 - 280 Ross Dr, New Westminster, BC",2,2,1,10/07/2024,"$749,000",-,Not Sold Yet
340,Single Family Residence,,4157 sqft,No,$721,R2654822,,Residential,2022,,"712 18 Th St, New Westminster, BC",7,8,6,17/02/2022,"$2,999,999",18/02/2022,"$2,850,000"
341,Apartment/Condominium,"$2,576",1284 sqft,Yes,$544,R2650840,,Residential,1990,,"1601 - 612 5 Th Ave, New Westminster, BC",2,2,2,07/02/2022,"$699,000",20/02/2022,"$690,000"
342,Apartment/Condominium,"$2,657",1225 sqft,Yes,$652,R2647719,,Residential,1989,,"204 - 1250 Quayside Dr, New Westminster, BC",2,2,1,30/01/2022,"$799,900",19/02/2022,"$799,900"
343,Apartment/Condominium,"$2,581",1075 sqft,Yes,$631,R2656902,,Residential,1997,,"1707 - 10 Laguna Crt, New Westminster, BC",2,2,1,22/02/2022,"$679,000",-,-
344,Apartment/Condominium,"$34,711",411 sqft,Yes,$481,R2639718,,Residential,1968,,"206 - 910 5 Th Ave, New Westminster, BC",1,0,1,16/12/2021,"$198,000",22/02/2022,"$203,000"
345,Apartment/Condominium,"$1,964",781 sqft,Yes,$690,R2651306,,Residential,1980,,"317 - 312 Carnarvon St, New Westminster, BC",1,1,1,06/02/2022,"$539,000",22/02/2022,"$535,000"
346,Apartment/Condominium,"$2,447",816 sqft,Yes,$856,R2652413,,Residential,2014,,"419 - 500 Royal Ave, New Westminster, BC",2,2,1,10/02/2022,"$699,000",22/02/2022,"$740,000"
347,Apartment/Condominium,"$1,645",931 sqft,Yes,$502,R2656082,,Residential,1998,,"115 - 83 Star Cres, New Westminster, BC",2,2,1,16/02/2022,"$468,000",21/02/2022,"$457,000"
348,Apartment/Condominium,"$3,209",1005 sqft,Yes,$775,R2650527,,Residential,2016,,"2506 - 271 Francis Way, New Westminster, BC",2,2,1,06/02/2022,"$779,000",22/02/2022,"$789,000"
349,Apartment/Condominium,"$1,649",455 sqft,Yes,$934,R2652517,,Residential,2016,,"301 - 809 4 Th Ave, New Westminster, BC",1,1,1,13/02/2022,"$425,000",22/02/2022,"$491,000"
350,Apartment/Condominium,"$1,713",547 sqft,Yes,$765,R2652339,,Residential,1994,,"707 - 55 10 Th St, New Westminster, BC",1,1,1,13/02/2022,"$418,800",21/02/2022,"$465,000"
351,Apartment/Condominium,"$2,242",874 sqft,Yes,$629,R2879228,,Residential,1995,,"706 - 1032 Queens Ave, New Westminster, BC",1,2,2,05/05/2024,"$550,000",15/05/2024,"$610,000"
352,Single Family Residence,"$5,237",12sfqt 39,Yes,$683,R2655736,,Residential,1955,,"326 Hoult St, New Westminster, BC",2,5,6,21/02/2022,"$1,500,000",28/02/2022,"$1,762,000"
353,Apartment/Condominium,"$2,776",1049 sqft,Yes,$836,R2804094,,Residential,2011,,"109 - 245 Ross Dr, New Westminster, BC",2,2,2,07/08/2023,"$878,000",-,-
354,Apartment/Condominium,"$1,756",535 sqft,Yes,$932,R2655296,,Residential,2017,,"602 - 200 Nelson's Cres, New Westminster, BC",1,1,1,21/02/2022,"$498,800",28/02/2022,"$552,000"
355,Apartment/Condominium,"$3,254",1207 sqft,Yes,$769,R2644521,,Residential,2017,,"406 - 210 Salter St, New Westminster, BC",2,2,1,19/01/2022,"$929,000",28/02/2022,"$920,000"
356,Apartment/Condominium,"$1,778",651 sqft,Yes,$798,R2656172,,Residential,2008,,"102 - 270 Francis Way, New Westminster, BC",1,1,1,22/02/2022,"$519,900",28/02/2022,"$562,000"
357,Apartment/Condominium,"$1,210",628 sqft,Yes,$604,R2656375,,Residential,1977,,"203 - 110 7 Th St, New Westminster, BC",1,1,1,22/02/2022,"$379,800",28/02/2022,"$420,000"
358,Apartment/Condominium,"$2,273",949 sqft,Yes,$683,R2654954,,Residential,1988,,"1605 - 1065 Quayside Dr, New Westminster, BC",1,2,1,20/02/2022,"$649,000",28/02/2022,"$701,000"
359,Apartment/Condominium,"$1,559",581 sqft,Yes,$734,R2655925,,Residential,1993,,"301 - 838 Agnes St, New Westminster, BC",1,1,1,21/02/2022,"$427,000",28/02/2022,"$465,000"
360,Single Family Residence,"$6,494",2949 sqft,Yes,$745,R2656671,,Residential,1997,,"916 Chilliwack St, New Westminster, BC",3,4,2,22/02/2022,"$2,198,000",02/03/2022,"$2,400,000"
361,Apartment/Condominium,"$2,222",759 sqft,Yes,$880,R2762139,,Residential,2006,,"1301 - 833 Agnes St, New Westminster, BC",2,2,1,22/03/2023,"$668,000",30/03/2023,"$650,000"
362,Single Family Residence,"$6,427",2581 sqft,Yes,$697,R2655722,,Residential,1899,,"234 4 Th Ave, New Westminster, BC",1,4,3,21/02/2022,"$1,799,000",02/03/2022,"$1,625,000"
363,Apartment/Condominium,"$2,238",739 sqft,Yes,$838,R2656961,,Residential,2017,,"1102 - 210 Salter St, New Westminster, BC",1,1,1,22/02/2022,"$619,900",02/03/2022,"$686,000"
364,Apartment/Condominium,"$1,560",590 sqft,No,$727,R2659858,,Residential,1993,,"301 - 55 10 Th St, New Westminster, BC",1,1,1,01/03/2022,"$429,000",02/03/2022,"$475,000"
365,Apartment/Condominium,"$2,879",950 sqft,Yes,$935,R2658657,,Residential,2016,,"403 - 20 Royal Ave E, New Westminster, BC",2,2,2,28/02/2022,"$889,000",03/03/2022,"$925,000"
366,Apartment/Condominium,"$2,215",1167 sqft,Yes,$512,R2655272,,Residential,1992,,"1206 - 71 Jamieson Crt, New Westminster, BC",2,2,1,20/02/2022,"$598,000",03/03/2022,"$625,000"
367,Single Family Residence,"$3,080",2646 sqft,Yes,$793,R2657853,,Residential,2022,,"1405 Salter St, New Westminster, BC",4,6,0,27/02/2022,"$2,100,000",02/03/2022,"$2,100,000"
368,Single Family Residence,"$4,352",2429 sqft,Yes,$534,R2659057,,Residential,1948,,"420 Alberta St, New Westminster, BC",2,4,8,28/02/2022,"$1,298,888",07/03/2022,"$1,430,000"
369,Apartment/Condominium,"$2,496",807 sqft,Yes,$791,R2658974,,Residential,2009,,"2708 - 888 Carnarvon St, New Westminster, BC",2,2,1,28/02/2022,"$639,000",07/03/2022,"$685,000"
370,Townhouse,"$3,490",1543 sqft,Yes,$517,R2658143,,Residential,2017,,"56 - 843 Ewen Ave, New Westminster, BC",2,3,2,27/02/2022,"$799,000",07/03/2022,"$1,175,000"
371,Townhouse,"$3,566",1609 sqft,Yes,$620,R2657745,,Residential,2015,,"13 - 100 Wood St, New Westminster, BC",2,3,2,27/02/2022,"$999,000",07/03/2022,"$1,240,000"
372,Apartment/Condominium,"$2,714",954 sqft,Yes,$764,R2658877,,Residential,2017,,"108 - 809 4 Th Ave, New Westminster, BC",2,2,2,28/02/2022,"$729,000",07/03/2022,"$790,000"
373,Apartment/Condominium,"$1,520",650 sqft,Yes,$613,R2658033,,Residential,2007,,"208 - 200 Keary St, New Westminster, BC",1,1,1,27/02/2022,"$399,000",07/03/2022,"$495,000"
374,Apartment/Condominium,"$1,481",658 sqft,Yes,$531,R2659663,,Residential,1975,,"105 - 320 Royal Ave, New Westminster, BC",1,1,1,01/03/2022,"$350,000",07/03/2022,"$418,000"
375,Single Family Residence,"$4,434",2246 sqft,No,$734,R2659577,,Residential,1947,,"826 Chestnut St, New Westminster, BC",2,3,2,01/03/2022,"$1,649,000",07/03/2022,"$1,704,000"
376,Apartment/Condominium,"$2,514",850 sqft,Yes,$823,R2662310,,Residential,2014,,"604 - 500 Royal Ave, New Westminster, BC",2,2,1,07/03/2022,"$699,900",13/03/2022,"$810,000"
377,Single Family Residence,"$5,385",1782 sqft,No,$886,R2810598,,Residential,1930,,"2114 8 Th Ave, New Westminster, BC",2,4,2,27/08/2023,"$1,580,000",-,-
378,Single Family Residence,"$4,066",1910 sqft,No,$706,R2661574,,Residential,1946,,"1618 6th Ave, New Westminster, BC",2,4,2,06/03/2022,"$1,350,000",12/03/2022,"$1,350,000"
379,Apartment/Condominium,"$4,007",1639 sqft,Yes,$597,R2663141,,Residential,1986,,"407 - 31 Reliance Crt, New Westminster, BC",1,3,1,09/03/2022,"$979,800",13/03/2022,"$965,000"
380,Apartment/Condominium,"$1,675",574 sqft,Yes,$764,R2660923,,Residential,1993,,"607 - 828 Agnes St, New Westminster, BC",1,1,1,06/03/2022,"$439,000",13/03/2022,"$480,000"
381,Apartment/Condominium,"$2,139",551 sqft,Yes,"$1,087",R2652553,,Residential,2019,,"1608 - 988 Quayside Dr, New Westminster, BC",1,1,1,10/02/2022,"$599,000",10/03/2022,"$568,000"
382,Apartment/Condominium,"$3,664",985 sqft,Yes,$811,R2662072,,Residential,2020,,"213 - 1012 Auckland St, New Westminster, BC",2,3,2,06/03/2022,"$799,000",10/03/2022,"$950,000"
383,Apartment/Condominium,"$1,595",574 sqft,Yes,$747,R2661796,,Residential,1993,,"601 - 55 10 Th St, New Westminster, BC",1,1,1,07/03/2022,"$429,000",13/03/2022,"$470,000"
384,Apartment/Condominium,"$3,147",1442 sqft,Yes,$554,R2652644,,Residential,1991,,"1504 - 1245 Quayside Dr, New Westminster, BC",2,3,1,13/02/2022,"$799,000",15/03/2022,"$788,000"
385,Townhouse,"$3,735",1488 sqft,Yes,$731,R2663192,,Residential,2007,,"41 - 245 Francis Way, New Westminster, BC",2,3,2,09/03/2022,"$1,088,000",15/03/2022,"$1,270,000"
386,Apartment/Condominium,"$1,859",712 sqft,Yes,$751,R2661940,,Residential,2007,,"212 - 315 Knox St, New Westminster, BC",1,1,1,07/03/2022,"$535,000",15/03/2022,"$565,000"
387,Townhouse,"$3,548",1621 sqft,Yes,$566,R2663330,,Residential,2008,,"10 - 1211 Ewen Ave, New Westminster, BC",2,3,3,09/03/2022,"$918,888",15/03/2022,"$1,050,000"
388,Apartment/Condominium,"$2,924",880 sqft,Yes,$886,R2662191,,Residential,2020,,"1304 - 258 Nelson's Crt, New Westminster, BC",2,2,2,06/03/2022,"$779,800",15/03/2022,"$790,000"
389,Apartment/Condominium,"$1,787",558 sqft,Yes,$860,R2664470,,Residential,2006,,"1103 - 833 Agnes St, New Westminster, BC",1,1,1,13/03/2022,"$480,000",15/03/2022,"$510,000"
390,Apartment/Condominium,"$2,569",1196 sqft,Yes,$660,R2895611,,Residential,1990,,"605 - 420 Carnarvon St, New Westminster, BC",2,2,1,16/06/2024,"$789,900",-,Not Sold Yet
391,Single Family Residence,"$4,515",2808 sqft,Yes,$569,R2653138,,Residential,1984,,"362 Pembina St, New Westminster, BC",4,6,6,13/02/2022,"$1,599,000",16/03/2022,"$1,548,000"
392,Townhouse,"$3,316",1491 sqft,Yes,$602,R2663064,,Residential,2014,,"5 - 218 Camata St, New Westminster, BC",2,3,2,09/03/2022,"$899,000",21/03/2022,"$995,000"
393,Apartment/Condominium,"$1,640",545 sqft,Yes,$785,R2659731,,Residential,1993,,"905 - 838 Agnes St, New Westminster, BC",1,1,1,28/02/2022,"$428,000",21/03/2022,"$460,000"
394,Apartment/Condominium,"$1,854",651 sqft,Yes,$766,R2666157,,Residential,2012,,"211 - 85 8 Th Ave, New Westminster, BC",1,1,1,15/03/2022,"$499,000",21/03/2022,"$560,000"
395,Single Family Residence,"$6,913",3342 sqft,Yes,$567,R2664982,,Residential,1907,,"345 Keary St, New Westminster, BC",4,8,8,13/03/2022,"$1,898,000",21/03/2022,"$2,150,000"
396,Apartment/Condominium,"$2,099",663 sqft,Yes,$858,R2664260,,Residential,2008,,"710 - 14 Begbie St, New Westminster, BC",1,1,1,13/03/2022,"$569,000",21/03/2022,"$585,000"
397,Apartment/Condominium,"$2,389",1103 sqft,Yes,$589,R2664136,,Residential,1996,,"410 - 1128 6 Th Ave, New Westminster, BC",2,2,2,13/03/2022,"$649,900",21/03/2022,"$711,000"
398,Single Family Residence,"$4,373",2142 sqft,Yes,$653,R2664518,,Residential,1910,,"1108 Edinburgh St, New Westminster, BC",3,5,4,13/03/2022,"$1,399,900",21/03/2022,"$1,608,000"
399,Single Family Residence,"$3,830",1364 sqft,No,$953,R2664763,,Residential,1934,,"251 Campbell St, New Westminster, BC",1,3,3,13/03/2022,"$1,300,000",21/03/2022,"$1,135,000"
400,Apartment/Condominium,"$2,064",798 sqft,Yes,$720,R2666012,,Residential,2003,,"108 - 38 7 Th Ave, New Westminster, BC",1,2,1,16/03/2022,"$575,000",27/03/2022,"$640,000"
401,Single Family Residence,"$4,760",2496 sqft,No,$556,R2833760,,Residential,1993,,"605 Ewen Ave, New Westminster, BC",4,6,4,20/11/2023,"$1,388,870",-,Not Sold Yet
