,type,taxes,area,garage,pricePerSqFt,mlsNumber,lotSize,levels,built,maintenance,address,bath,beds,parking,listingDate,listingPrice,soldDate,soldPrice
0,Detached,"$3,432",-,Attached,,X2238477,,Bungalow,,,"3012 Creekside Dr, Abbotsford, BC",2,2,2,10/11/2011,"$387,500",29/12/2011,"$376,400"
1,Detached,"$5,350",-,Built-In,,X2329035,,2-Storey,,,"3448 Blueberry Crt, Abbotsford, BC",4,4,4,04/04/2012,"$659,000",01/05/2012,"$628,000"
2,Detached,"$3,098",-,Carport,,X2157158,,2-Storey,,,"2545 Lilac Cres, Abbotsford, BC",2,2,4,18/07/2011,"$349,000",30/08/2011,"$342,000"
3,Single Family Residence,"$3,092",1056 sqft,No,$710,R2714676,,Residential,1977,,"2975 Oriole Cres, Abbotsford, BC",1,3,3,04/08/2022,"$750,000",11/08/2022,"$720,000"
4,Condo Townhouse,"$2,068",1200-1399 sqft,Attached,$212,X3164352,,3-Storey,,,"44 - 4401 Blauson Blvd, Abbotsford, BC",2,3,1,08/04/2015,"$276,500",19/05/2015,"$268,500"
5,Detached,"$4,032",-,Built-In,,X2210430,,2-Storey,,,"3556 Dunsmuir Way, Abbotsford, BC",4,4,2,30/09/2011,"$469,900",06/11/2011,"$463,500"
6,Single Family Residence,,-,No,,R2849526,,Residential Lease,,,"34629 York Ave, Abbotsford, BC",2,3,2,11/02/2024,"$2,475",20/03/2024,"$2,475"
7,Detached,"$3,896",-,Attached,,X3324555,60 feet x 190 feet,Bungalow,,,"1838 Dahl Cres, Abbotsford, BC",3,4,4,25/09/2015,"$515,000",30/09/2015,"$480,000"
8,Single Family Residence,,2876 sqft,Yes,$333,R2580853,,Residential,1989,,"31159 Creekside Dr, Abbotsford, BC",3,5,0,12/05/2021,"$959,900",17/05/2021,"$1,120,000"
9,Single Family Residence,"$6,278",5419 sqft,Yes,$304,R2560398,,Residential,2006,,"3867 Brighton Pl, Abbotsford, BC",5,8,0,05/04/2021,"$1,649,000",14/05/2021,"$1,555,000"
10,Single Family Residence,"$4,593",2694 sqft,Yes,$476,R2579820,,Residential,1998,,"3495 Viewmount Pl, Abbotsford, BC",4,6,2,11/05/2021,"$1,285,000",17/05/2021,"$1,255,000"
11,Single Family Residence,"$7,493",5640 sqft,Yes,$363,R2573425,,Residential,2019,,"2084 Meadows St, Abbotsford, BC",8,11,0,25/04/2021,"$2,049,700",17/05/2021,"$1,951,000"
12,Single Family Residence,"$4,586",2961 sqft,No,$556,R2572447,,Residential,1991,,"41510 Old Yale Rd, Abbotsford, BC",3,4,0,26/04/2021,"$1,649,000",19/05/2021,"$1,600,000"
13,Townhouse,"$2,320",1600 sqft,Yes,$362,R2586708,,Residential,1989,,"3087 Immel St, Abbotsford, BC",2,3,0,30/05/2021,"$579,900",09/06/2021,"$577,000"
14,Single Family Residence,"$6,378",4673 sqft,Yes,$427,R2568505,,Residential,2019,,"32239 Autumn Ave, Abbotsford, BC",6,8,0,19/04/2021,"$1,999,999",16/05/2021,"$1,900,000"
15,Single Family Residence,"$4,561",3282 sqft,Yes,$303,R2579597,,Residential,1978,,"35244 Knox Cres, Abbotsford, BC",3,4,0,11/05/2021,"$996,000",16/05/2021,"$1,110,000"
16,Townhouse,"$2,781",2005 sqft,Yes,$373,R2579507,,Residential,1994,,"3160 Townline Rd, Abbotsford, BC",3,5,0,11/05/2021,"$749,000",-,-
17,Townhouse,"$2,445",1432 sqft,Yes,$467,R2583583,,Residential,2012,,"31098 Westridge Pl, Abbotsford, BC",3,3,0,26/05/2021,"$669,900",28/06/2021,"$650,000"
18,Single Family Residence,"$2,863",1632 sqft,No,$468,R2584162,,Residential,2004,,"34616 7 Th Ave, Abbotsford, BC",2,3,0,25/05/2021,"$764,900",28/05/2021,"$860,000"
19,Single Family Residence,"$3,457",3123 sqft,Yes,$383,R2583076,,Residential,1932,,"33921 Elm St, Abbotsford, BC",4,6,0,19/05/2021,"$1,198,900",28/05/2021,"$1,170,000"
20,Single Family Residence,"$3,981",2304 sqft,Yes,$455,R2571712,,Residential,1984,,"3382 Saanich St, Abbotsford, BC",3,5,0,25/04/2021,"$1,049,900",27/05/2021,"$1,033,113"
21,Single Family Residence,"$2,968",1242 sqft,No,$644,R2586404,,Residential,1942,,"2352 Hillside Dr, Abbotsford, BC",1,2,0,27/05/2021,"$799,900",27/05/2021,"$759,000"
22,Single Family Residence,"$3,411",1976 sqft,Yes,$455,R2584091,,Residential,1980,,"3060 Mccrae St, Abbotsford, BC",2,3,0,20/05/2021,"$899,900",27/05/2021,"$929,000"
23,Townhouse,"$2,442",1431 sqft,Yes,$407,R2585186,,Residential,1993,,"2023 Winfield Dr, Abbotsford, BC",2,3,0,26/05/2021,"$582,500",26/05/2021,"$590,000"
24,Apartment/Condominium,,924 sqft,Yes,$505,R2579775,,Residential,2021,,"201 - 2649 James St, Abbotsford, BC",2,2,1,11/05/2021,"$467,000",30/05/2021,"$471,000"
25,Single Family Residence,"$3,966",2520 sqft,Yes,$436,R2577404,,Residential,1992,,"1521 Mckenzie Rd, Abbotsford, BC",3,5,0,05/05/2021,"$1,099,900",30/05/2021,"$1,010,000"
26,Single Family Residence,"$7,380",5125 sqft,Yes,$439,R2585600,,Residential,2013,,"2632 Platinum Lane, Abbotsford, BC",4,5,0,25/05/2021,"$2,250,000",30/05/2021,"$2,175,000"
27,Single Family Residence,"$4,325",2008 sqft,Yes,$448,R2585554,,Residential,1981,,"32760 Chehalis Dr, Abbotsford, BC",2,4,0,25/05/2021,"$899,900",30/05/2021,"$987,000"
28,Single Family Residence,"$4,423",3160 sqft,Yes,$328,R2567211,,Residential,1979,,"32722 Bellvue Cres, Abbotsford, BC",2,4,0,15/04/2021,"$1,038,800",31/05/2021,"$1,020,000"
29,Townhouse,"$2,736",1560 sqft,Yes,$384,R2583888,,Residential,1997,,"3270 Blue Jay St, Abbotsford, BC",2,3,0,20/05/2021,"$599,900",31/05/2021,"$615,000"
30,Single Family Residence,"$4,414",3301 sqft,Yes,$272,R2579799,,Residential,1999,,"4397 Atwood Cres, Abbotsford, BC",3,5,0,11/05/2021,"$899,900",31/05/2021,"$910,000"
31,Single Family Residence,"$3,168",1882 sqft,No,$478,R2581916,,Residential,1983,,"2308 Hillside Dr, Abbotsford, BC",2,4,0,16/05/2021,"$899,900",31/05/2021,"$900,000"
32,Single Family Residence,"$4,522",2680 sqft,Yes,$432,R2588038,,Residential,1996,,"3303 Blue Jay St, Abbotsford, BC",4,6,0,31/05/2021,"$1,159,900",05/06/2021,"$1,145,000"
33,Single Family Residence,"$3,936",2787 sqft,Yes,$519,R2570294,,Residential,1970,,"2579 Sugarpine St, Abbotsford, BC",2,6,0,22/04/2021,"$1,448,800",06/06/2021,"$1,355,000"
34,Single Family Residence,"$3,392",1610 sqft,No,$806,R2629429,,Residential,1955,,"33786 Mayfair Ave, Abbotsford, BC",2,4,0,25/10/2021,"$1,298,000",03/11/2021,"$1,315,000"
35,Manufactured On Land,"$2,438",1210 sqft,Yes,$495,R2582521,,Residential,1981,,"33832 Gilmour Dr, Abbotsford, BC",2,2,0,17/05/2021,"$599,900",05/06/2021,"$590,000"
36,Single Family Residence,"$3,609",1971 sqft,No,$456,R2581938,,Residential,1974,,"32604 Rossland Pl, Abbotsford, BC",2,4,0,17/05/2021,"$899,999",05/06/2021,"$950,000"
37,Townhouse,"$1,442",1226 sqft,No,$350,R2593346,,Residential,1988,,"3292 Vernon Terr, Abbotsford, BC",2,2,0,14/06/2021,"$429,900",27/06/2021,"$425,000"
38,Single Family Residence,"$5,403",3423 sqft,Yes,$408,R2797760,,Residential,2001,,"35495 Strathcona Crt, Abbotsford, BC",3,7,6,11/07/2023,"$1,399,900",-,-
39,Townhouse,"$1,473",999 sqft,No,$340,R2584508,,Residential,1980,,"34909 Old Yale Rd, Abbotsford, BC",1,2,0,24/05/2021,"$340,000",05/06/2021,"$340,000"
40,Multi Family,"$2,796",1301 sqft,Yes,$494,R2578880,,Residential,1977,,"2727 Sandon Dr, Abbotsford, BC",1,3,0,09/05/2021,"$643,900",09/06/2021,"$630,000"
41,Single Family Residence,"$4,086",2050 sqft,Yes,$462,R2587855,,Residential,1993,,"4140 Goodchild St, Abbotsford, BC",2,4,0,31/05/2021,"$948,800",08/06/2021,"$1,050,000"
42,Single Family Residence,"$3,449",1806 sqft,Yes,$526,R2558664,,Residential,1967,,"31894 Duchess Ave, Abbotsford, BC",2,4,0,30/03/2021,"$949,999",08/06/2021,"$930,000"
43,Single Family Residence,"$6,255",3920 sqft,Yes,$458,R2844234,,Residential,2008,,"2630 Eagle Mountain Dr, Abbotsford, BC",4,5,4,24/01/2024,"$1,799,000",-,-
44,Townhouse,"$2,320",1600 sqft,Yes,$362,R2586708,,Residential,1989,,"3087 Immel St, Abbotsford, BC",2,3,0,30/05/2021,"$579,900",09/06/2021,"$577,000"
45,Single Family Residence,"$2,968",2076 sqft,No,$433,R2557354,,Residential,1955,,"33643 Mayfair Ave, Abbotsford, BC",1,4,0,28/03/2021,"$899,900",08/06/2021,"$1,025,000"
46,Single Family Residence,"$4,983",3547 sqft,Yes,$308,R2588317,,Residential,1994,,"35686 Timberlane Dr, Abbotsford, BC",3,4,0,01/06/2021,"$1,095,000",08/06/2021,"$1,245,000"
47,Townhouse,"$2,303",1350 sqft,Yes,$444,R2586114,,Residential,1988,,"2803 Marble Hill Dr, Abbotsford, BC",2,2,0,30/05/2021,"$599,900",09/06/2021,"$599,900"
48,Townhouse,"$3,078",2397 sqft,Yes,$333,R2589433,,Residential,2016,,"33460 Lynn Ave, Abbotsford, BC",3,4,0,06/06/2021,"$799,000",13/06/2021,"$795,000"
49,Single Family Residence,"$3,400",1731 sqft,No,$505,R2564395,,Residential,1988,,"32614 Haida Dr, Abbotsford, BC",3,4,0,12/04/2021,"$875,000",13/06/2021,"$955,000"
50,Townhouse,"$2,545",1284 sqft,Yes,$506,R2589730,,Residential,2017,,"32633 Simon Ave, Abbotsford, BC",2,3,0,06/06/2021,"$649,900",04/07/2021,"$648,000"
51,Single Family Residence,"$3,804",2517 sqft,Yes,$377,R2588525,,Residential,1975,,"2550 Tulip Cres, Abbotsford, BC",3,3,0,01/06/2021,"$949,000",13/06/2021,"$924,000"
52,Single Family Residence,"$5,574",4085 sqft,Yes,$340,R2584475,,Residential,2012,,"2296 Merlot Blvd, Abbotsford, BC",5,7,0,25/05/2021,"$1,390,000",12/06/2021,"$1,365,000"
53,Townhouse,"$2,313",1197 sqft,Yes,$488,R2581021,,Residential,2011,,"31125 Westridge Pl, Abbotsford, BC",2,2,0,17/05/2021,"$584,800",-,-
54,Single Family Residence,"$4,058",1910 sqft,Yes,$562,R2575742,,Residential,1991,,"31345 Conair Ave, Abbotsford, BC",3,4,0,02/05/2021,"$1,075,000",12/06/2021,"$1,060,000"
55,Townhouse,"$2,281",1481 sqft,No,$370,R2583428,,Residential,1992,,"2998 Mouat Dr, Abbotsford, BC",1,3,0,23/05/2021,"$549,000",13/06/2021,"$545,000"
56,Duplex,"$4,380",3400 sqft,No,$276,R2584340,,Residential Income,1969,,"2319 Southdale Cres, Abbotsford, BC",4,7,0,24/05/2021,"$939,000",15/06/2021,"$945,000"
57,Single Family Residence,"$4,644",2638 sqft,Yes,$454,R2747559,,Residential,2011,,"27944 Conductor Dr, Abbotsford, BC",3,5,4,22/01/2023,"$1,199,999",12/02/2023,"$1,150,000"
58,Single Family Residence,"$4,043",2035 sqft,Yes,$491,R2571400,,Residential,1980,,"2213 Durham Pl, Abbotsford, BC",2,3,0,26/04/2021,"$999,490",16/06/2021,"$980,000"
59,Single Family Residence,"$3,548",1984 sqft,Yes,$428,R2590820,,Residential,1971,,"34160 Alma St, Abbotsford, BC",2,3,0,08/06/2021,"$849,900",15/06/2021,"$865,000"
60,Single Family Residence,"$3,698",2432 sqft,Yes,$369,R2586234,,Residential,9999,,"2831 Ash St, Abbotsford, BC",2,4,0,01/06/2021,"$899,000",16/06/2021,"$880,000"
61,Single Family Residence,"$3,842",2110 sqft,No,$497,R2589123,,Residential,1980,,"3743 Balsam Cres, Abbotsford, BC",2,3,0,06/06/2021,"$1,049,900",15/06/2021,"$1,040,000"
62,Apartment/Condominium,"$1,481",1051 sqft,Yes,$404,R2592183,,Residential,1996,,"206 - 2435 Center St, Abbotsford, BC",2,2,1,13/06/2021,"$424,900",15/06/2021,"$415,000"
63,Townhouse,"$2,882",1335 sqft,Yes,$448,R2589697,,Residential,2019,,"30930 Westridge Pl, Abbotsford, BC",2,3,0,06/06/2021,"$599,000",15/06/2021,"$630,000"
64,Single Family Residence,"$3,557",2438 sqft,Yes,$365,R2593575,,Residential,1967,,"2362 Bakerview St, Abbotsford, BC",2,5,0,15/06/2021,"$889,900",20/06/2021,"$1,010,000"
65,Townhouse,"$2,345",1646 sqft,No,$315,R2592032,,Residential,1982,,"33951 Marshall Rd, Abbotsford, BC",2,4,0,10/06/2021,"$519,800",21/06/2021,"$519,800"
66,Single Family Residence,"$2,084",2745 sqft,Yes,$400,R2573139,,Residential,2021,,"36720 Carl Creek Cres, Abbotsford, BC",3,5,0,25/04/2021,"$1,100,000",20/06/2021,"$1,100,000"
67,Single Family Residence,"$3,529",2087 sqft,No,$414,R2592174,,Residential,1976,,"2337 Bedford Pl, Abbotsford, BC",3,4,0,14/06/2021,"$865,000",21/06/2021,"$960,000"
68,Townhouse,"$1,693",1276 sqft,No,$313,R2592170,,Residential,1992,,"3380 Gladwin Rd, Abbotsford, BC",1,2,0,13/06/2021,"$400,000",20/06/2021,"$416,000"
69,Single Family Residence,"$3,701",1948 sqft,No,$482,R2593731,,Residential,1971,,"1901 Eagle St, Abbotsford, BC",2,4,0,15/06/2021,"$939,700",21/06/2021,"$1,030,000"
70,Townhouse,"$2,331",1318 sqft,Yes,$451,R2592281,,Residential,2006,,"4401 Blauson Blvd, Abbotsford, BC",2,3,0,15/06/2021,"$594,900",20/06/2021,"$590,000"
71,Single Family Residence,"$4,281",2269 sqft,Yes,$418,R2593655,,Residential,1989,,"30937 Gardner Ave, Abbotsford, BC",2,4,0,15/06/2021,"$949,900",20/06/2021,"$1,135,000"
72,Townhouse,,-,No,,R2892372,,Residential Lease,,,"1750 Mckenzie Rd, Abbotsford, BC",1,2,0,09/06/2024,"$2,450",-,Not Leased Yet
73,Single Family Residence,"$4,796",3048 sqft,Yes,$383,R2589171,,Residential,1990,,"2598 Mitchell St, Abbotsford, BC",3,5,0,02/06/2021,"$1,169,000",24/06/2021,"$1,139,500"
74,Townhouse,"$2,644",1604 sqft,Yes,$451,R2592250,,Residential,2018,,"36130 Waterleaf Pl, Abbotsford, BC",2,3,0,14/06/2021,"$724,900",23/06/2021,"$718,000"
75,Townhouse,"$2,288",1278 sqft,Yes,$468,R2595216,,Residential,2016,,"30989 Westridge Pl, Abbotsford, BC",2,2,0,21/06/2021,"$599,000",24/06/2021,"$624,500"
76,Single Family Residence,"$4,419",2170 sqft,Yes,$552,R2851057,,Residential,1991,,"34704 5th Ave, Abbotsford, BC",2,5,6,20/02/2024,"$1,198,000",-,-
77,Single Family Residence,"$4,565",3787 sqft,Yes,$367,R2566801,,Residential,2016,,"27894 Swensson Ave, Abbotsford, BC",5,6,0,13/04/2021,"$1,390,000",24/06/2021,"$1,360,000"
78,Single Family Residence,"$1,747",3595 sqft,Yes,$639,R2591603,,Residential,1985,,"6624 Bradner Rd, Abbotsford, BC",2,3,0,16/06/2021,"$2,299,000",24/06/2021,"$2,340,000"
79,Single Family Residence,"$3,472",2550 sqft,Yes,$411,R2585084,,Residential,1973,,"34992 High Dr, Abbotsford, BC",3,5,5,24/05/2021,"$1,049,000",24/06/2021,"$1,075,000"
80,Single Family Residence,"$4,321",2034 sqft,Yes,$484,R2594649,,Residential,1989,,"30744 Osprey Dr W, Abbotsford, BC",2,4,0,22/06/2021,"$985,000",28/06/2021,"$1,090,000"
81,Single Family Residence,"$5,432",3359 sqft,Yes,$386,R2595082,,Residential,1991,,"2997 Southern Cres, Abbotsford, BC",3,4,0,24/06/2021,"$1,297,777",29/06/2021,"$1,225,000"
82,Townhouse,"$2,445",1432 sqft,Yes,$467,R2583583,,Residential,2012,,"31098 Westridge Pl, Abbotsford, BC",3,3,0,26/05/2021,"$669,900",28/06/2021,"$650,000"
83,Single Family Residence,"$4,557",3038 sqft,Yes,$411,R2595140,,Residential,2011,,"27846 Maclure Rd, Abbotsford, BC",5,6,0,20/06/2021,"$1,249,888",28/06/2021,"$1,285,000"
84,Single Family Residence,"$1,677",1872 sqft,Yes,"$1,121",R2586649,,Residential,9999,,"2280 Bradner Rd, Abbotsford, BC",4,6,15,31/05/2021,"$2,099,999",29/06/2021,"$1,995,000"
85,Single Family Residence,"$3,338",1925 sqft,Yes,$467,R2593519,,Residential,1978,,"31389 Winton Ave, Abbotsford, BC",2,4,0,16/06/2021,"$899,900",29/06/2021,"$915,000"
86,Townhouse,"$1,625",1357 sqft,No,$272,R2593865,,Residential,1991,,"3110 Trafalgar St, Abbotsford, BC",2,2,0,16/06/2021,"$370,000",28/06/2021,"$426,000"
87,Townhouse,"$2,422",1647 sqft,Yes,$381,R2598347,,Residential,1993,,"31255 Upper Maclure Rd, Abbotsford, BC",2,3,0,06/07/2021,"$629,000",12/07/2021,"$628,000"
88,Single Family Residence,"$3,513",1785 sqft,No,$531,R2586837,,Residential,1957,,"33165 Marshall Rd, Abbotsford, BC",2,5,6,30/05/2021,"$949,000",04/07/2021,"$933,000"
89,Townhouse,,1620 sqft,Yes,$401,R2574517,,Residential,2000,,"11 - 3270 Blue Jay St, Abbotsford, BC",2,3,2,02/05/2021,"$649,900",04/07/2021,"$651,500"
90,Apartment/Condominium,"$1,489",937 sqft,Yes,$489,R2905315,,Residential,1992,,"338 - 33173 Old Yale Rd, Abbotsford, BC",2,2,1,09/07/2024,"$459,000",-,Not Sold Yet
91,Townhouse,"$2,357",1586 sqft,No,$390,R2588503,,Residential,1988,,"34899 Old Clayburn Rd, Abbotsford, BC",2,2,0,08/06/2021,"$619,900",04/07/2021,"$605,000"
92,Townhouse,"$2,427",1700 sqft,No,$352,R2592565,,Residential,1989,,"68 - 1450 Mccallum Rd, Abbotsford, BC",2,2,1,10/06/2021,"$599,900",05/07/2021,"$590,000"
93,Single Family Residence,"$3,936",1977 sqft,Yes,$454,R2597975,,Residential,1976,,"2712 Springhill St, Abbotsford, BC",1,3,0,30/06/2021,"$899,000",04/07/2021,"$935,000"
94,Single Family Residence,"$3,745",1362 sqft,Yes,$624,R2594315,,Residential,1987,,"34866 Sandon Pl, Abbotsford, BC",2,3,0,27/06/2021,"$849,900",05/07/2021,"$901,300"
95,Single Family Residence,"$4,463",3284 sqft,Yes,$362,R2590861,,Residential,1989,,"3063 Cassiar Ave, Abbotsford, BC",3,5,0,08/06/2021,"$1,189,000",04/07/2021,"$1,170,000"
96,Single Family Residence,"$4,481",2867 sqft,Yes,$418,R2597791,,Residential,2015,,"36137 Lower Sumas Mountain Rd, Abbotsford, BC",3,6,0,30/06/2021,"$1,199,000",06/07/2021,"$1,326,000"
97,Apartment/Condominium,"$1,239",1083 sqft,Yes,$442,R2775656,,Residential,1991,,"309 - 2750 Fuller St, Abbotsford, BC",2,2,1,09/05/2023,"$479,500",21/06/2023,"$475,000"
98,Apartment/Condominium,"$1,611",1074 sqft,Yes,$449,R2891867,,Residential,1990,,"214 - 2780 Ware St, Abbotsford, BC",2,2,1,06/06/2024,"$482,500",-,Not Sold Yet
99,Single Family Residence,"$3,746",2080 sqft,Yes,$552,R2595012,,Residential,1982,,"3686 Perth St, Abbotsford, BC",2,4,0,21/06/2021,"$1,149,000",07/07/2021,"$1,100,000"
100,Apartment/Condominium,,998 sqft,Yes,$540,R2599653,,Residential,2021,,"503 - 32838 Ventura Ave, Abbotsford, BC",2,2,2,04/07/2021,"$539,900",07/07/2021,"$539,900"
101,Single Family Residence,"$3,747",2502 sqft,No,$479,R2599090,,Residential,1975,,"32315 Peardonville Rd, Abbotsford, BC",3,4,0,04/07/2021,"$1,199,900",07/07/2021,"$1,215,000"
102,Townhouse,"$1,324",1259 sqft,No,$389,R2639849,,Residential,1983,,"29 - 32959 George Ferguson Way, Abbotsford, BC",2,2,1,19/12/2021,"$489,900",28/12/2021,"$492,000"
103,Townhouse,"$2,609",1710 sqft,Yes,$394,R2554015,,Residential,2018,,"25 - 2530 Janzen St, Abbotsford, BC",2,3,2,22/03/2021,"$674,900",06/07/2021,"$675,000"
104,Single Family Residence,"$4,172",2265 sqft,Yes,$441,R2599150,,Residential,1975,,"32407 Dolphin Cres, Abbotsford, BC",2,5,0,06/07/2021,"$999,999",11/07/2021,"$1,145,000"
105,Single Family Residence,"$3,599",1861 sqft,No,$483,R2593160,,Residential,1975,,"34564 Hurst Cres, Abbotsford, BC",2,4,0,15/06/2021,"$899,000",11/07/2021,"$828,000"
106,Apartment/Condominium,,921 sqft,Yes,$537,R2562329,,Residential,2021,,"512 - 2649 James St, Abbotsford, BC",2,2,2,05/04/2021,"$494,800",11/07/2021,"$488,000"
107,Single Family Residence,"$7,007",5241 sqft,Yes,$381,R2600170,,Residential,2013,,"2349 Arbutus St, Abbotsford, BC",6,9,0,06/07/2021,"$1,999,000",10/07/2021,"$1,975,000"
108,Single Family Residence,"$4,453",2504 sqft,Yes,$478,R2599079,,Residential,1992,,"31037 Deertrail Dr, Abbotsford, BC",3,5,10,05/07/2021,"$1,198,000",10/07/2021,"$1,190,000"
109,Single Family Residence,"$4,121",2157 sqft,Yes,$504,R2570753,,Residential,1986,,"31951 Mayne Ave, Abbotsford, BC",2,5,1,18/04/2021,"$1,089,000",11/07/2021,"$1,050,000"
110,Apartment/Condominium,"$3,893",2475 sqft,Yes,$484,R2598736,,Residential,1994,,"1202 - 32330 S Fraser Way, Abbotsford, BC",3,3,3,04/07/2021,"$1,199,900",10/07/2021,"$1,215,000"
111,Apartment/Condominium,"$1,691",1137 sqft,Yes,$351,R2571872,,Residential,1995,,"103 - 33708 King Rd, Abbotsford, BC",2,2,2,27/04/2021,"$399,900",11/07/2021,"$392,000"
112,Apartment/Condominium,"$1,467",1046 sqft,Yes,$317,R2594862,,Residential,1992,,"324 - 33175 Old Yale Rd, Abbotsford, BC",2,2,1,20/06/2021,"$332,000",13/07/2021,"$330,000"
113,Apartment/Condominium,"$1,346",911 sqft,Yes,$356,R2597780,,Residential,1993,,"308 - 33675 Marshall Rd, Abbotsford, BC",2,2,2,28/06/2021,"$325,000",13/07/2021,"$324,000"
114,Apartment/Condominium,"$1,301",970 sqft,Yes,$468,R2783626,,Residential,1982,,"107 - 32124 Tims Ave, Abbotsford, BC",2,2,1,04/06/2023,"$454,000",28/06/2023,"$445,000"
115,Townhouse,"$2,086",1224 sqft,Yes,$449,R2597962,,Residential,1994,,"53 - 31255 Upper Maclure Rd, Abbotsford, BC",2,3,3,30/06/2021,"$549,900",12/07/2021,"$535,000"
116,Townhouse,"$2,706",2076 sqft,Yes,$329,R2599400,,Residential,1985,,"32910 Maclure Rd, Abbotsford, BC",3,3,0,05/07/2021,"$685,000",12/07/2021,"$755,000"
117,Single Family Residence,"$4,370",2630 sqft,No,$440,R2805714,,Residential,1974,,"34501 Eton Cres, Abbotsford, BC",3,6,6,09/08/2023,"$1,158,000",-,-
118,Single Family Residence,"$4,391",2435 sqft,No,$451,R2787658,,Residential,1976,,"2258 Bedford Pl, Abbotsford, BC",3,6,4,11/06/2023,"$1,099,000",29/09/2023,"$1,095,000"
119,Single Family Residence,"$2,058",2728 sqft,Yes,$391,R2555589,,Residential,2021,,"36803 Carl Creek Cres, Abbotsford, BC",3,5,4,28/03/2021,"$1,069,000",13/07/2021,"$1,069,000"
120,Apartment/Condominium,"$1,856",1384 sqft,Yes,$325,R2595337,,Residential,1995,,"102 - 3172 Gladwin Rd, Abbotsford, BC",2,2,1,22/06/2021,"$449,900",15/07/2021,"$444,000"
121,Apartment/Condominium,"$1,491",975 sqft,No,$369,R2616493,,Residential,1993,,"202 - 33839 Marshall Rd, Abbotsford, BC",2,2,1,09/09/2021,"$359,900",13/09/2021,"$365,000"
122,Single Family Residence,"$2,923",1565 sqft,Yes,$549,R2600080,,Residential,1999,,"34653 4 Th Ave, Abbotsford, BC",2,3,0,04/07/2021,"$860,000",16/07/2021,"$840,000"
123,Apartment/Condominium,$958,950 sqft,No,$305,R2631238,,Residential,1978,,"230 - 2821 Tims St, Abbotsford, BC",1,2,0,04/11/2021,"$289,900",15/11/2021,"$305,000"
124,Apartment/Condominium,"$1,092",920 sqft,Yes,$281,R2600359,,Residential,1976,,"226 - 32850 George Ferguson Way, Abbotsford, BC",1,2,1,05/07/2021,"$258,900",16/07/2021,"$256,900"
125,Single Family Residence,"$5,517",3945 sqft,Yes,$354,R2592946,,Residential,2015,,"27678 Railcar Cres, Abbotsford, BC",5,6,6,14/06/2021,"$1,398,000",16/07/2021,"$1,395,000"
126,Single Family Residence,"$2,656",4308 sqft,Yes,$371,R2583851,,Residential,2021,,"2944 Bergman St, Abbotsford, BC",6,8,4,19/05/2021,"$1,599,500",16/07/2021,"$1,617,500"
127,Townhouse,"$2,593",2103 sqft,Yes,$349,R2827900,,Residential,1985,,"5 - 33020 Maclure Rd, Abbotsford, BC",2,3,2,25/10/2023,"$735,000",-,Not Sold Yet
128,Apartment/Condominium,"$1,261",922 sqft,Yes,$347,R2601806,,Residential,1991,,"301 - 2750 Fuller St, Abbotsford, BC",1,2,1,13/07/2021,"$320,000",18/07/2021,"$332,000"
129,Single Family Residence,"$3,307",2016 sqft,Yes,$495,R2600315,,Residential,1982,,"3430 Sechelt Terr, Abbotsford, BC",2,5,4,11/07/2021,"$999,900",18/07/2021,"$1,000,000"
130,Single Family Residence,"$3,757",2150 sqft,No,$464,R2599041,,Residential,1985,,"1498 Kipling St, Abbotsford, BC",2,4,3,05/07/2021,"$999,000",19/07/2021,"$965,000"
131,Single Family Residence,"$4,736",3029 sqft,Yes,$329,R2601782,,Residential,1992,,"2913 Southern Pl, Abbotsford, BC",3,5,6,14/07/2021,"$998,000",18/07/2021,"$1,160,000"
132,Single Family Residence,"$5,953",3808 sqft,Yes,$380,R2601301,,Residential,1998,,"36149 Dawn Cres, Abbotsford, BC",3,5,15,12/07/2021,"$1,450,000",19/07/2021,"$1,650,000"
133,Single Family Residence,"$6,496",1950 sqft,Yes,$922,R2599458,,Residential,1963,,"6894 Bradner Rd, Abbotsford, BC",3,3,9,11/07/2021,"$1,799,000",18/07/2021,"$2,084,000"
134,Single Family Residence,"$3,864",2312 sqft,Yes,$432,R2601199,,Residential,1981,,"3747 Sandy Hill Cres, Abbotsford, BC",3,4,7,12/07/2021,"$999,999",18/07/2021,"$1,095,000"
135,Townhouse,"$1,292",1154 sqft,No,$290,R2602465,,Residential,1987,,"229 - 32691 Garibaldi Dr, Abbotsford, BC",2,2,1,15/07/2021,"$334,800",18/07/2021,"$330,000"
136,Single Family Residence,"$4,508",2783 sqft,Yes,$412,R2600880,,Residential,1993,,"3225 Rockhill Pl, Abbotsford, BC",3,5,4,10/07/2021,"$1,149,000",22/07/2021,"$1,155,000"
137,Single Family Residence,"$4,523",2200 sqft,No,$976,R2783171,,Residential,1971,,"2806 Fairlane St, Abbotsford, BC",2,3,4,30/05/2023,"$2,148,888",-,Not Sold Yet
138,Apartment/Condominium,,712 sqft,Yes,$294,R2602189,,Residential,1973,,"112 - 32175 Old Yale Rd, Abbotsford, BC",1,1,1,13/07/2021,"$210,000",22/07/2021,"$210,000"
139,,"$4,082",-,No,,R2783176,,Land,,,"2796 Fairlane St, Abbotsford, BC",0,0,0,30/05/2023,"$1,948,888",-,Not Sold Yet
