,type,taxes,area,garage,pricePerSqFt,mlsNumber,lotSize,levels,built,maintenance,address,bath,beds,parking,listingDate,listingPrice,soldDate,soldPrice
340,Townhouse,,1658 sqft,Yes,$421,R2623525,,Residential,2018,,"7 - 2530 Janzen St, Abbotsford, BC",2,3,0,04/10/2021,"$699,000",10/10/2021,"$735,000"
341,Apartment/Condominium,"$2,008",1150 sqft,Yes,$478,R2606345,,Residential,1993,,"1104 - 3190 Gladwin Rd, Abbotsford, BC",2,2,2,02/08/2021,"$549,900",09/10/2021,"$560,000"
342,Townhouse,"$2,550",1295 sqft,Yes,$509,R2622839,,Residential,2017,,"26 - 32633 Simon Ave, Abbotsford, BC",2,3,2,03/10/2021,"$659,900",10/10/2021,"$660,000"
343,Townhouse,"$2,177",1160 sqft,Yes,$530,R2622044,,Residential,2017,,"89 - 32633 Simon Ave, Abbotsford, BC",2,2,1,27/09/2021,"$614,999",08/10/2021,"$626,000"
344,Single Family Residence,"$4,558",2052 sqft,Yes,$584,R2603586,,Residential,1990,,"2880 Gardner Crt, Abbotsford, BC",3,6,10,19/07/2021,"$1,199,900",13/10/2021,"$1,236,000"
345,Townhouse,"$2,868",1860 sqft,Yes,$446,R2592493,,Residential,2015,,"9 - 2850 Mccallum Rd, Abbotsford, BC",3,4,2,15/06/2021,"$830,000",12/10/2021,"$774,000"
346,Single Family Residence,"$4,106",1926 sqft,Yes,$545,R2623984,,Residential,1971,,"2366 Broadway St, Abbotsford, BC",2,4,4,05/10/2021,"$1,050,000",12/10/2021,"$1,160,000"
347,Apartment/Condominium,"$1,551",948 sqft,Yes,$527,R2652878,,Residential,2006,,"305 - 32063 Mount Waddington Ave, Abbotsford, BC",2,2,1,14/02/2022,"$499,999",17/02/2022,"$567,000"
348,Townhouse,"$1,526",938 sqft,No,$510,R2874423,,Residential,1980,,"323 - 34909 Old Yale Rd, Abbotsford, BC",1,2,1,23/04/2024,"$479,000",-,Not Sold Yet
349,Townhouse,"$2,125",2306 sqft,No,$238,R2623352,,Residential,1989,,"44 - 3055 Trafalgar St, Abbotsford, BC",2,3,2,04/10/2021,"$550,000",12/10/2021,"$565,000"
350,Single Family Residence,"$3,743",1996 sqft,Yes,$550,R2625309,,Residential,1987,,"33019 Malahat Pl, Abbotsford, BC",3,5,4,12/10/2021,"$1,098,000",12/10/2021,"$1,225,000"
351,Apartment/Condominium,"$2,120",1276 sqft,Yes,$430,R2617228,,Residential,2007,,"215 - 32729 Garibaldi Dr, Abbotsford, BC",2,2,2,09/09/2021,"$549,900",12/10/2021,"$525,000"
352,Single Family Residence,"$4,788",3029 sqft,Yes,$444,R2622968,,Residential,2013,,"3164 Engineer Cres, Abbotsford, BC",4,6,2,03/10/2021,"$1,345,000",15/10/2021,"$1,430,000"
353,Apartment/Condominium,"$2,326",1418 sqft,Yes,$476,R2625155,,Residential,2017,,"326 - 2860 Trethewey St, Abbotsford, BC",2,2,2,07/10/2021,"$674,999",14/10/2021,"$708,000"
354,Townhouse,"$2,104",1276 sqft,Yes,$539,R2588692,,Residential,2018,,"32 - 27735 Roundhouse Dr, Abbotsford, BC",2,3,2,31/05/2021,"$689,000",15/10/2021,"$689,000"
355,Townhouse,"$1,436",1155 sqft,No,$302,R2612779,,Residential,1987,,"239 - 32691 Garibaldi Dr, Abbotsford, BC",1,1,1,24/08/2021,"$349,900",15/10/2021,"$340,000"
356,Townhouse,"$1,082",996 sqft,No,$260,R2612971,,Residential,1983,,"63 - 32959 George Ferguson Way, Abbotsford, BC",1,2,1,27/08/2021,"$259,900",14/10/2021,"$245,000"
357,Townhouse,"$2,321",1137 sqft,No,$562,R2877370,,Residential,1981,,"87 - 3030 Trethewey St, Abbotsford, BC",1,3,1,01/05/2024,"$639,900",-,-
358,Single Family Residence,"$4,102",2500 sqft,Yes,$503,R2624918,,Residential,1993,,"3419 Clearbrook Rd, Abbotsford, BC",3,6,8,11/10/2021,"$1,259,900",15/10/2021,"$1,275,000"
359,Townhouse,"$2,511",1272 sqft,No,$455,R2622464,,Residential,2019,,"6 - 2505 Ware St, Abbotsford, BC",2,2,1,30/09/2021,"$579,900",14/10/2021,"$600,000"
360,Townhouse,"$2,319",1318 sqft,Yes,$469,R2624729,,Residential,2016,,"92 - 30989 Westridge Pl, Abbotsford, BC",2,2,0,10/10/2021,"$619,000",17/10/2021,"$661,000"
361,Single Family Residence,"$4,591",2792 sqft,Yes,$483,R2622216,,Residential,2004,,"6 - 33890 Marshall Rd, Abbotsford, BC",4,5,7,29/09/2021,"$1,350,000",17/10/2021,"$1,345,000"
362,Apartment/Condominium,$852,753 sqft,Yes,$450,R2791908,,Residential,1982,,"3 - 33956 Essendene Ave, Abbotsford, BC",1,1,1,20/06/2023,"$339,000",-,-
363,Townhouse,"$2,000",1128 sqft,No,$509,R2583589,,Residential,1981,,"68 - 3030 Trethewey St, Abbotsford, BC",1,3,1,19/05/2021,"$575,000",17/10/2021,"$550,000"
364,Apartment/Condominium,"$2,335",1060 sqft,No,$565,R2622679,,Residential,2017,,"404 - 2860 Trethewey St, Abbotsford, BC",2,2,2,03/10/2021,"$599,900",17/10/2021,"$590,000"
365,Apartment/Condominium,"$1,706",715 sqft,Yes,$566,R2626053,,Residential,2014,,"311 - 2238 Whatcom Rd, Abbotsford, BC",1,1,1,12/10/2021,"$405,000",17/10/2021,"$405,000"
366,Townhouse,"$1,765",1431 sqft,No,$269,R2625039,,Residential,1987,,"210 - 32691 Garibaldi Dr, Abbotsford, BC",2,2,1,14/10/2021,"$385,000",17/10/2021,"$380,000"
367,Apartment/Condominium,"$1,321",627 sqft,Yes,$558,R2625627,,Residential,2009,,"321 - 30515 Cardinal Ave, Abbotsford, BC",1,1,2,14/10/2021,"$349,900",17/10/2021,"$345,000"
368,Apartment/Condominium,"$1,460",841 sqft,Yes,$518,R2881882,,Residential,2007,,"305 - 33960 Old Yale Rd, Abbotsford, BC",2,2,1,12/05/2024,"$435,999",-,Not Sold Yet
369,Manufactured Home,$449,892 sqft,No,$280,R2624613,,Residential,1979,,"31 - 2035 Martens St, Abbotsford, BC",1,2,3,11/10/2021,"$249,900",19/10/2021,"$238,000"
370,Apartment/Condominium,"$2,037",848 sqft,No,$588,R2862681,,Residential,2021,,"304 - 33568 George Ferguson Way, Abbotsford, BC",2,2,1,24/03/2024,"$499,000",-,Not Sold Yet
371,Single Family Residence,"$2,954",2608 sqft,Yes,$383,R2627869,,Residential,1971,,"32631 Bevan Ave, Abbotsford, BC",2,5,0,19/10/2021,"$999,000",19/10/2021,"$1,185,000"
372,Apartment/Condominium,"$1,724",1230 sqft,Yes,$300,R2627182,,Residential,1991,,"337 - 2451 Gladwin Rd, Abbotsford, BC",2,2,1,18/10/2021,"$370,000",19/10/2021,"$395,000"
373,Single Family Residence,"$6,066",4963 sqft,Yes,$292,R2625684,,Residential,2001,,"2336 Mountain Dr, Abbotsford, BC",4,8,5,11/10/2021,"$1,449,999",19/10/2021,"$1,552,555"
374,Single Family Residence,"$4,834",3537 sqft,Yes,$337,R2626129,,Residential,2010,,"2106 Riesling Dr, Abbotsford, BC",3,6,4,14/10/2021,"$1,195,000",19/10/2021,"$1,375,000"
375,Single Family Residence,,2698 sqft,Yes,$426,R2626791,,Residential,1985,,"34927 Oakhill Dr, Abbotsford, BC",3,3,6,18/10/2021,"$1,149,700",19/10/2021,"$1,300,000"
376,Single Family Residence,"$4,402",3083 sqft,Yes,$388,R2627679,,Residential,1981,,"32942 Banff Pl, Abbotsford, BC",3,7,6,20/10/2021,"$1,198,900",22/10/2021,"$1,225,000"
377,Single Family Residence,"$4,209",2215 sqft,Yes,$474,R2627062,,Residential,1979,,"32726 Bellvue Cres, Abbotsford, BC",2,4,6,19/10/2021,"$1,049,999",22/10/2021,"$1,260,000"
378,Single Family Residence,"$3,232",1141 sqft,Yes,$876,R2623300,,Residential,1973,,"33268 Westbury Ave, Abbotsford, BC",2,5,4,03/10/2021,"$999,999",21/10/2021,"$995,000"
379,Single Family Residence,"$4,940",3137 sqft,No,$382,R2626833,,Residential,1987,,"35285 Mccorkell Dr, Abbotsford, BC",3,4,6,18/10/2021,"$1,200,000",22/10/2021,"$1,325,000"
380,Townhouse,"$1,921",1600 sqft,No,$312,R2622415,,Residential,1970,,"7 - 33915 Mayfair Ave, Abbotsford, BC",1,3,0,03/10/2021,"$499,999",22/10/2021,"$515,000"
381,Townhouse,"$1,928",2125 sqft,Yes,$281,R2624291,,Residential,1988,,"34 - 32659 George Ferguson Way, Abbotsford, BC",3,3,1,05/10/2021,"$599,000",22/10/2021,"$575,000"
382,Single Family Residence,"$5,877",3672 sqft,Yes,$429,R2903137,,Residential,2000,,"3689 Forest Oaks Crt, Abbotsford, BC",3,6,5,07/07/2024,"$1,578,000",-,Not Sold Yet
383,Apartment/Condominium,,677 sqft,Yes,$648,R2607322,,Residential,2021,,"4 - 1419 Mccallum Rd, Abbotsford, BC",2,2,1,03/08/2021,"$439,000",22/10/2021,"$427,500"
384,Single Family Residence,"$4,751",3169 sqft,Yes,$416,R2588312,,Residential,2008,,"2798 Carriage Crt, Abbotsford, BC",2,4,2,27/05/2021,"$1,319,000",24/10/2021,"$1,276,000"
385,Townhouse,,1292 sqft,Yes,$657,R2675236,,Residential,2018,,"82 - 30930 Westridge Pl, Abbotsford, BC",2,3,2,10/04/2022,"$849,900",-,-
386,Single Family Residence,"$5,177",3556 sqft,Yes,$365,R2757569,,Residential,1996,,"3845 Latimer St, Abbotsford, BC",3,4,2,05/03/2023,"$1,299,000",25/04/2023,"$1,300,000"
387,Apartment/Condominium,"$1,567",931 sqft,Yes,$569,R2793559,,Residential,2006,,"113 - 2955 Diamond Cres, Abbotsford, BC",2,2,1,04/07/2023,"$529,900",22/07/2023,"$517,500"
388,Single Family Residence,"$3,721",2120 sqft,Yes,$471,R2627299,,Residential,1980,,"34820 Champlain Cres, Abbotsford, BC",2,5,3,18/10/2021,"$999,900",25/10/2021,"$1,215,000"
389,Single Family Residence,"$5,258",3163 sqft,Yes,$790,R2768640,,Residential,1948,,"35006 Marshall Rd, Abbotsford, BC",3,4,2,16/04/2023,"$2,500,000",-,-
390,Apartment/Condominium,"$1,790",1230 sqft,Yes,$349,R2626796,,Residential,1993,,"501 - 32440 Simon Ave, Abbotsford, BC",2,2,1,17/10/2021,"$429,900",24/10/2021,"$424,200"
391,Apartment/Condominium,"$1,309",685 sqft,Yes,$472,R2627391,,Residential,2009,,"222 - 2233 Mckenzie Rd, Abbotsford, BC",1,1,1,18/10/2021,"$324,000",24/10/2021,"$342,000"
392,Single Family Residence,"$4,129",2005 sqft,Yes,$598,R2626545,,Residential,1980,,"32333 Adair Ave, Abbotsford, BC",3,5,6,19/10/2021,"$1,199,000",26/10/2021,"$1,346,000"
393,Apartment/Condominium,,847 sqft,Yes,$637,R2618201,,Residential,2022,,"411 - 3182 Gladwin Rd, Abbotsford, BC",2,2,1,14/09/2021,"$539,900",26/10/2021,"$539,900"
394,Single Family Residence,"$4,957",3004 sqft,Yes,$449,R2899459,,Residential,1995,,"2607 Blackham Dr, Abbotsford, BC",3,6,6,25/06/2024,"$1,349,999",-,Not Sold Yet
395,Single Family Residence,"$6,306",4684 sqft,Yes,$405,R2626458,,Residential,2018,,"35399 Eagle Summit Dr, Abbotsford, BC",5,6,4,17/10/2021,"$1,899,888",27/10/2021,"$1,885,000"
396,Single Family Residence,"$4,904",2502 sqft,Yes,$539,R2629130,,Residential,2007,,"32259 Autumn Ave, Abbotsford, BC",3,4,6,26/10/2021,"$1,350,000",26/10/2021,"$1,350,000"
397,Townhouse,"$1,494",1152 sqft,No,$356,R2838417,,Residential,1987,,"215 - 32691 Garibaldi Dr, Abbotsford, BC",1,1,1,19/12/2023,"$410,500",22/02/2024,"$408,000"
398,Single Family Residence,"$5,082",2996 sqft,Yes,$450,R2627905,,Residential,2005,,"35456 Mckinley Dr, Abbotsford, BC",3,6,6,20/10/2021,"$1,349,900",27/10/2021,"$1,450,100"
399,Single Family Residence,"$5,272",2737 sqft,Yes,$456,R2579811,,Residential,1994,,"35923 Regal Pky, Abbotsford, BC",2,4,6,11/05/2021,"$1,249,000",27/10/2021,"$1,275,000"
400,Single Family Residence,"$3,918",1800 sqft,No,$833,R2793410,,Residential,9999,,"34046 Old Yale Rd, Abbotsford, BC",2,5,0,02/07/2023,"$1,499,999",-,-
401,Apartment/Condominium,"$1,688",1010 sqft,Yes,$443,R2628198,,Residential,2008,,"202 - 2068 Sandalwood Cres, Abbotsford, BC",2,2,1,24/10/2021,"$448,000",31/10/2021,"$500,000"
402,Apartment/Condominium,"$2,127",892 sqft,Yes,$582,R2823545,,Residential,2021,,"507 - 33568 George Ferguson Way, Abbotsford, BC",2,2,1,09/10/2023,"$519,995",26/10/2023,"$515,000"
403,Single Family Residence,"$4,599",2731 sqft,Yes,$439,R2628960,,Residential,2004,,"36515 Lester Pearson Way, Abbotsford, BC",3,3,5,26/10/2021,"$1,200,000",31/10/2021,"$1,200,000"
404,Townhouse,"$3,169",2071 sqft,Yes,$400,R2902452,,Residential,1994,,"31 - 34250 Hazelwood Ave, Abbotsford, BC",3,5,2,08/07/2024,"$829,900",-,Not Sold Yet
405,Apartment/Condominium,"$1,660",928 sqft,Yes,$472,R2627202,,Residential,2005,,"205 - 33255 Old Yale Rd, Abbotsford, BC",2,2,2,19/10/2021,"$438,500",01/11/2021,"$438,500"
406,Single Family Residence,"$3,233",2464 sqft,Yes,$547,R2692676,,Residential,1959,,"31934 Peardonville Rd, Abbotsford, BC",2,6,6,24/05/2022,"$1,349,261",-,-
407,Apartment/Condominium,,1084 sqft,Yes,$530,R2628651,,Residential,2021,,"209 - 2649 James St, Abbotsford, BC",2,2,1,24/10/2021,"$575,000",31/10/2021,"$565,000"
408,Apartment/Condominium,"$1,607",934 sqft,Yes,$470,R2818300,,Residential,1993,,"102 - 33688 King Rd, Abbotsford, BC",2,2,1,21/09/2023,"$439,900",-,-
409,Apartment/Condominium,"$1,418",946 sqft,Yes,$412,R2628818,,Residential,1997,,"101 - 33738 King Rd, Abbotsford, BC",2,2,1,27/10/2021,"$389,900",02/11/2021,"$440,000"
410,Townhouse,,2341 sqft,Yes,$363,R2629619,,Residential,2015,,"25 - 30748 Cardinal Ave, Abbotsford, BC",2,4,2,26/10/2021,"$849,900",03/11/2021,"$847,500"
411,Single Family Residence,"$3,392",1610 sqft,No,$806,R2629429,,Residential,1955,,"33786 Mayfair Ave, Abbotsford, BC",2,4,0,25/10/2021,"$1,298,000",03/11/2021,"$1,315,000"
412,Single Family Residence,,1690 sqft,No,$550,R2854154,,Residential,1977,,"32528 Oriole Cres, Abbotsford, BC",1,4,2,26/02/2024,"$929,900",03/03/2024,"$900,000"
413,Single Family Residence,"$3,615",1005 sqft,Yes,"$1,193",R2628131,,Residential,1952,,"2626 Campbell Ave, Abbotsford, BC",1,3,4,24/10/2021,"$1,199,000",03/11/2021,"$1,180,000"
414,Single Family Residence,"$4,306",2415 sqft,No,$517,R2629083,,Residential,1974,,"2057 Majestic Cres, Abbotsford, BC",2,5,6,26/10/2021,"$1,249,999",02/11/2021,"$1,235,000"
415,Apartment/Condominium,,1084 sqft,Yes,$544,R2622771,,Residential,2021,,"407 - 2649 James St, Abbotsford, BC",2,2,1,30/09/2021,"$589,999",03/11/2021,"$570,000"
416,Manufactured On Land,"$2,378",1424 sqft,No,$491,R2629690,,Residential,1980,,"1886 Shore Cres, Abbotsford, BC",1,4,3,28/10/2021,"$699,777",06/11/2021,"$777,000"
417,Townhouse,"$2,267",1600 sqft,Yes,$362,R2630956,,Residential,1989,,"67 - 3087 Immel St, Abbotsford, BC",2,3,3,02/11/2021,"$579,900",06/11/2021,"$610,000"
418,Townhouse,"$1,913",1224 sqft,No,$530,R2804703,,Residential,1978,,"33 - 3075 Trethewey St, Abbotsford, BC",1,3,2,07/08/2023,"$649,000",-,-
419,Single Family Residence,"$4,489",2897 sqft,Yes,$410,R2630747,,Residential,1994,,"3722 Millar Crt, Abbotsford, BC",3,4,6,02/11/2021,"$1,189,000",06/11/2021,"$1,242,000"
420,Apartment/Condominium,"$3,141",tq2f 10s0,Yes,$688,R2627998,,Residential,2018,,"1906 - 2180 Gladwin Rd, Abbotsford, BC",2,2,3,21/10/2021,"$690,000",06/11/2021,"$705,000"
421,Apartment/Condominium,"$2,211",620 sqft,Yes,$806,R2633604,,Residential,2018,,"403 - 2180 Gladwin Rd, Abbotsford, BC",1,1,2,15/11/2021,"$499,900",-,-
422,Single Family Residence,"$2,093",2511 sqft,Yes,$556,R2663552,,Residential,2022,,"36764 Dianne Brook Ave, Abbotsford, BC",3,5,4,09/03/2022,"$1,398,000",-,-
423,Single Family Residence,"$6,695",4195 sqft,Yes,$428,R2624655,,Residential,2016,,"2732 Eagle Summit Cres, Abbotsford, BC",3,5,6,10/10/2021,"$1,798,800",06/11/2021,"$1,762,500"
424,Apartment/Condominium,"$2,026",1238 sqft,No,$573,R2901899,,Residential,2014,,"216 - 32083 Hillcrest Ave, Abbotsford, BC",2,3,0,04/07/2024,"$709,700",-,Not Sold Yet
425,Single Family Residence,"$4,188",3014 sqft,Yes,$364,R2630122,,Residential,1987,,"35340 Mccorkell Dr, Abbotsford, BC",3,5,6,01/11/2021,"$1,100,000",08/11/2021,"$1,353,000"
426,Single Family Residence,"$4,897",2146 sqft,No,$652,R2631067,,Residential,1972,,"33450 Huggins Ave, Abbotsford, BC",2,5,8,04/11/2021,"$1,399,999",07/11/2021,"$1,456,000"
427,Apartment/Condominium,"$1,825",877 sqft,Yes,$501,R2630815,,Residential,2009,,"307 - 33539 Holland Ave, Abbotsford, BC",2,2,1,01/11/2021,"$439,900",08/11/2021,"$450,000"
428,Single Family Residence,"$4,097",1819 sqft,No,$670,R2814006,,Residential,1946,,"2779 Mountview St, Abbotsford, BC",2,2,6,10/09/2023,"$1,219,999",-,-
429,Single Family Residence,"$5,203",4520 sqft,Yes,$294,R2630779,,Residential,2002,,"35720 Canterbury Ave, Abbotsford, BC",3,6,5,02/11/2021,"$1,330,000",08/11/2021,"$1,550,000"
430,Townhouse,"$3,024",1762 sqft,Yes,$453,R2630707,,Residential,2018,,"1 - 36130 Waterleaf Pl, Abbotsford, BC",2,3,3,04/11/2021,"$799,000",07/11/2021,"$822,000"
431,Apartment/Condominium,"$2,088",1228 sqft,Yes,$480,R2813729,,Residential,1993,,"604 - 32330 S Fraser Way, Abbotsford, BC",2,2,2,06/09/2023,"$589,900",11/09/2023,"$590,000"
432,Apartment/Condominium,"$1,674",1071 sqft,Yes,$372,R2631951,,Residential,1995,,"203 - 34101 Old Yale Rd, Abbotsford, BC",2,2,2,08/11/2021,"$399,000",10/11/2021,"$454,000"
433,Apartment/Condominium,"$1,147",1060 sqft,Yes,$254,R2628743,,Residential,1982,,"304 - 2279 Mccallum Rd, Abbotsford, BC",1,2,1,25/10/2021,"$270,000",10/11/2021,"$266,000"
434,Townhouse,"$2,585",2121 sqft,Yes,$371,R2632232,,Residential,1998,,"21 - 3635 Blue Jay St, Abbotsford, BC",3,3,4,07/11/2021,"$789,000",10/11/2021,"$835,000"
435,Apartment/Condominium,"$1,626",938 sqft,Yes,$549,R2792154,,Residential,2006,,"407 - 2955 Diamond Cres, Abbotsford, BC",2,2,2,04/07/2023,"$515,000",11/08/2023,"$490,000"
436,Townhouse,"$2,714",1900 sqft,Yes,$367,R2632088,,Residential,1994,,"115 - 3160 Townline Rd, Abbotsford, BC",3,4,0,08/11/2021,"$699,000",09/11/2021,"$772,500"
437,Townhouse,"$1,178",860 sqft,Yes,$440,R2645720,,Residential,1982,,"107 - 2853 Bourquin Cres W, Abbotsford, BC",1,2,1,24/01/2022,"$379,000",25/01/2022,"$379,000"
438,Apartment/Condominium,"$2,013",1011 sqft,Yes,$543,R2899706,,Residential,2009,,"208 - 2038 Sandalwood Cres, Abbotsford, BC",2,2,1,01/07/2024,"$549,900",-,Not Sold Yet
439,Townhouse,"$1,901",2036 sqft,No,$245,R2630820,,Residential,1981,,"8 - 32925 George Ferguson Way, Abbotsford, BC",1,3,2,02/11/2021,"$499,999",10/11/2021,"$510,000"
440,Townhouse,"$2,550",1300 sqft,Yes,$614,R2649019,,Residential,2019,,"124 - 32633 Simon Ave, Abbotsford, BC",2,3,2,31/01/2022,"$799,000",08/02/2022,"$917,000"
441,Apartment/Condominium,"$1,456",927 sqft,Yes,$441,R2632369,,Residential,1993,,"403 - 2964 Trethewey St, Abbotsford, BC",2,2,1,09/11/2021,"$409,000",13/11/2021,"$422,000"
442,Apartment/Condominium,"$1,369",912 sqft,Yes,$438,R2627982,,Residential,1992,,"112 - 32725 George Ferguson Way, Abbotsford, BC",2,2,1,21/10/2021,"$399,500",13/11/2021,"$430,000"
443,Townhouse,"$2,311",1227 sqft,Yes,$561,R2632285,,Residential,2011,,"45 - 31125 Westridge Pl, Abbotsford, BC",2,3,2,09/11/2021,"$689,000",13/11/2021,"$730,000"
444,Apartment/Condominium,"$1,076",960 sqft,Yes,$270,R2632134,,Residential,1981,,"215 - 33490 Cottage Lane, Abbotsford, BC",1,2,1,09/11/2021,"$260,000",13/11/2021,"$280,000"
445,Single Family Residence,"$4,369",2809 sqft,Yes,$462,R2632154,,Residential,1995,,"36381 Country Pl, Abbotsford, BC",3,5,0,07/11/2021,"$1,299,000",14/11/2021,"$1,435,000"
446,Single Family Residence,"$4,656",2760 sqft,Yes,$506,R2630120,,Residential,1981,,"33041 Caithness Pl, Abbotsford, BC",4,5,6,31/10/2021,"$1,398,000",13/11/2021,"$1,410,000"
447,Single Family Residence,"$4,710",2943 sqft,Yes,$441,R2626898,,Residential,2002,,"35696 Hawksview Pl, Abbotsford, BC",3,5,2,18/10/2021,"$1,299,000",13/11/2021,"$1,290,000"
448,Townhouse,"$2,658",1306 sqft,Yes,$611,R2632686,,Residential,2017,,"16 - 1968 N Parallel Rd, Abbotsford, BC",2,3,4,11/11/2021,"$798,800",15/11/2021,"$815,000"
449,Single Family Residence,"$1,823",2811 sqft,Yes,$462,R2554006,,Residential,2021,,"4464 Stephen Leacock Dr, Abbotsford, BC",3,6,4,21/03/2021,"$1,299,800",15/11/2021,"$1,315,000"
450,Single Family Residence,"$5,786",3197 sqft,Yes,$453,R2801871,,Residential,1993,,"35907 Regal Pky, Abbotsford, BC",3,6,6,25/07/2023,"$1,450,000",-,-
451,Apartment/Condominium,"$1,676",1353 sqft,Yes,$406,R2799082,,Residential,1993,,"413 - 32044 Old Yale Rd, Abbotsford, BC",2,2,1,16/07/2023,"$549,900",-,-
452,Apartment/Condominium,,855 sqft,Yes,$549,R2631410,,Residential,2021,,"232 - 31158 Westridge Pl, Abbotsford, BC",2,2,1,04/11/2021,"$469,900",16/11/2021,"$505,000"
453,Apartment/Condominium,"$1,658",961 sqft,Yes,$488,R2632512,,Residential,2007,,"207 - 2990 Boulder St, Abbotsford, BC",2,2,1,09/11/2021,"$469,900",15/11/2021,"$510,000"
454,Townhouse,"$3,925",2308 sqft,Yes,$444,R2628780,,Residential,1983,,"7 - 33000 Mill Lake Rd, Abbotsford, BC",3,3,2,24/10/2021,"$1,025,000",15/11/2021,"$1,000,000"
455,Single Family Residence,"$5,671",3661 sqft,Yes,$518,R2630029,,Residential,1994,,"2671 Platform Cres, Abbotsford, BC",3,5,0,02/11/2021,"$1,899,000",16/11/2021,"$1,600,000"
456,Single Family Residence,"$3,891",2227 sqft,Yes,$448,R2632797,,Residential,1973,,"1846 Jackson St, Abbotsford, BC",2,5,0,17/11/2021,"$999,000",21/11/2021,"$1,290,000"
457,Multi Family,"$2,609",1531 sqft,No,$636,R2654810,,Residential,1985,,"2746 Sandon Dr, Abbotsford, BC",2,1,0,17/02/2022,"$975,000",20/02/2022,"$960,000"
458,Townhouse,"$2,848",3449 sqft,Yes,$246,R2633304,,Residential,1994,,"2 - 31445 Upper Maclure Rd, Abbotsford, BC",3,3,4,15/11/2021,"$849,900",21/11/2021,"$861,000"
459,Townhouse,"$3,010",1827 sqft,Yes,$487,R2858521,,Residential,2022,,"2 - 34703 Old Yale Rd, Abbotsford, BC",2,4,2,11/03/2024,"$889,900",-,Not Sold Yet
460,Single Family Residence,"$4,325",750 sqft,No,"$1,332",R2632087,,Residential,1962,,"4525 Townline Rd, Abbotsford, BC",1,3,6,08/11/2021,"$999,000",21/11/2021,"$1,100,000"
461,Apartment/Condominium,"$1,543",747 sqft,Yes,$520,R2634071,,Residential,2009,,"320 - 30515 Cardinal Ave, Abbotsford, BC",1,2,1,17/11/2021,"$389,000",21/11/2021,"$420,000"
462,Townhouse,"$2,678",1830 sqft,Yes,$360,R2633844,,Residential,1994,,"49 - 31450 Spur Ave, Abbotsford, BC",2,2,1,15/11/2021,"$660,000",21/11/2021,"$681,000"
463,Single Family Residence,"$4,701",2494 sqft,Yes,$481,R2632826,,Residential,1996,,"2447 Sunnyside View, Abbotsford, BC",3,5,4,11/11/2021,"$1,200,000",21/11/2021,"$1,415,000"
464,Single Family Residence,"$2,084",2324 sqft,Yes,$516,R2634276,,Residential,2022,,"8 - 4217 Old Clayburn Rd, Abbotsford, BC",2,3,4,17/11/2021,"$1,199,900",23/11/2021,"$1,199,900"
465,Townhouse,,1827 sqft,Yes,$492,R2601154,,Residential,2021,,"103 - 34703 Old Yale Rd, Abbotsford, BC",0,3,2,12/07/2021,"$899,900",24/11/2021,"$899,999"
466,Single Family Residence,"$4,109",3264 sqft,Yes,$443,R2697756,,Residential,1987,,"2225 Orchard Dr, Abbotsford, BC",3,5,8,07/06/2022,"$1,448,800",-,-
467,Apartment/Condominium,"$1,840",1013 sqft,Yes,$468,R2628756,,Residential,2007,,"413 - 33318 Bourquin Cres E, Abbotsford, BC",2,2,1,26/10/2021,"$474,999",23/11/2021,"$479,000"
468,Single Family Residence,,s211t qf2,Yes,$542,R2632523,,Residential,1977,,"3060 Tims St, Abbotsford, BC",2,5,4,15/11/2021,"$1,199,000",23/11/2021,"$1,400,500"
469,Apartment/Condominium,,571 sqft,Yes,$679,R2646913,,Residential,2022,,"313 - 3182 Gladwin Rd, Abbotsford, BC",1,1,1,26/01/2022,"$388,000",07/02/2022,"$450,000"
470,Apartment/Condominium,,635 sqft,Yes,$677,R2634229,,Residential,2021,,"608 - 32838 Landeau Pl, Abbotsford, BC",1,1,2,17/11/2021,"$429,900",23/11/2021,"$432,000"
471,Townhouse,"$2,255",1543 sqft,No,$469,R2852723,,Residential,1971,,"11 - 2241 Mccallum Rd, Abbotsford, BC",2,4,3,25/02/2024,"$724,999",-,-
472,Townhouse,"$2,201",1294 sqft,Yes,$501,R2634247,,Residential,2016,,"21 - 30989 Westridge Pl, Abbotsford, BC",2,2,2,21/11/2021,"$649,000",28/11/2021,"$771,000"
473,Multi Family,"$3,113",1545 sqft,No,$550,R2805414,,Residential,1976,,"2736 Sandon Dr, Abbotsford, BC",2,3,3,08/08/2023,"$849,900",16/08/2023,"$825,000"
474,Apartment/Condominium,,628 sqft,Yes,$636,R2842784,,Residential,2009,,"115 - 30515 Cardinal Ave, Abbotsford, BC",1,1,1,16/01/2024,"$399,888",-,Not Sold Yet
475,Single Family Residence,"$4,603",2479 sqft,Yes,$483,R2897287,,Residential,2021,,"36689 Dianne Brook Ave, Abbotsford, BC",3,5,4,19/06/2024,"$1,199,000",-,Not Sold Yet
476,Single Family Residence,"$8,748",3671 sqft,Yes,$871,R2634045,,Residential,2008,,"28233 Mctavish Rd, Abbotsford, BC",3,3,9,23/11/2021,"$3,199,000",28/11/2021,"$3,300,000"
477,Townhouse,"$2,008",1164 sqft,No,$514,R2633406,,Residential,1979,,"166 - 32550 Maclure Rd, Abbotsford, BC",1,3,1,15/11/2021,"$599,000",28/11/2021,"$685,000"
