,type,taxes,area,garage,pricePerSqFt,mlsNumber,lotSize,levels,built,maintenance,address,bath,beds,parking,listingDate,listingPrice,soldDate,soldPrice
0,Condo Townhouse,"$2,314",900-999 sqft,None,$684,X3628125,,Stacked Townhse,,,"107 - 4272 Canada Way, Burnaby, BC",1,2,2,12/10/2016,"$650,000",23/10/2016,"$633,000"
1,Condo Townhouse,"$1,242",800-899 sqft,Undergrnd,$735,X4372976,,2-Storey,,,"109 - 4272 Albert St, Burnaby, BC",1,1,1,04/03/2019,"$625,000",08/03/2019,"$627,000"
2,Detached,"$2,810",-,Attached,,X2182392,,2-Storey,,,"7 Canada Way, Burnaby, BC",3,3,4,24/08/2011,"$669,500",06/09/2011,"$662,000"
3,Condo Apt,"$1,820",800-899 sqft,Undergrnd,$376,X3217453,,Apartment,,$280,"206 - 5932 Canada Way, Burnaby, BC",1,2,1,29/05/2015,"$319,990",15/06/2015,"$304,725"
4,Detached,"$3,500",2500-3000 sqft,Carport,$270,X3395212,65 feet x 120 feet,2-Storey,,,"14858 Canada Way, Burnaby, BC",3,5,4,16/01/2016,"$745,000",30/01/2016,"$721,000"
5,Detached,"$3,710",-,None,,X3234981,,2-Storey,,,"116 Ellesmere Ave N, Burnaby, BC",2,3,0,15/06/2015,"$1,120,000",23/06/2015,"$1,100,000"
6,Condo Apt,$895,500-599 sqft,Undergrnd,$334,X2123009,,Apartment,,$185,"1007 - 828 Canada Way, Burnaby, BC",1,1,1,03/06/2011,"$183,900",09/09/2011,"$182,000"
7,Condo Townhouse,"$1,322",1600-1799 sqft,Attached,$258,X2267179,,3-Storey,,,"8587 Canada Way, Burnaby, BC",3,4,2,15/01/2012,"$439,900",19/04/2012,"$437,500"
8,Multi Family,"$3,006",1324 sqft,Yes,$906,R2575049,,Residential,2013,,"5262 Dominion St, Burnaby, BC",2,4,0,30/04/2021,"$1,199,999",18/05/2021,"$1,150,000"
9,Single Family Residence,"$7,687",3982 sqft,Yes,$685,R2554102,,Residential,2018,,"840 Kensington Ave, Burnaby, BC",6,7,0,21/03/2021,"$2,728,000",17/05/2021,"$2,683,000"
10,Single Family Residence,"$3,610",984 sqft,Yes,"$1,626",R2583521,,Residential,1944,,"7190 Gilley Ave, Burnaby, BC",2,3,0,19/05/2021,"$1,600,000",19/05/2021,"$1,475,000"
11,Townhouse,"$1,550",958 sqft,No,$677,R2696268,,Residential,1981,,"8556 Woodgrove Pl, Burnaby, BC",1,2,1,02/06/2022,"$649,000",14/07/2022,"$645,000"
12,Townhouse,"$2,154",1373 sqft,Yes,$603,R2581660,,Residential,1995,,"4155 Sardis St, Burnaby, BC",2,2,0,16/05/2021,"$828,000",20/05/2021,"$820,000"
13,Single Family Residence,"$6,864",4104 sqft,Yes,$672,R2562142,,Residential,2018,,"5106 Clinton St, Burnaby, BC",6,8,0,05/04/2021,"$2,760,000",17/05/2021,"$2,738,000"
14,Single Family Residence,"$4,882",2200 sqft,Yes,$817,R2578271,,Residential,2001,,"65 Ellesmere Ave, Burnaby, BC",4,6,0,09/05/2021,"$1,799,000",18/05/2021,"$1,920,000"
15,Single Family Residence,"$4,647",2729 sqft,Yes,$677,R2564331,,Residential,1987,,"3861 Pine St, Burnaby, BC",4,5,0,11/04/2021,"$1,850,000",19/05/2021,"$1,750,000"
16,Multi Family,"$2,797",1342 sqft,Yes,$795,R2583042,,Residential,2003,,"5366 Manor St, Burnaby, BC",2,4,0,18/05/2021,"$1,068,000",25/05/2021,"$1,038,000"
17,Single Family Residence,"$7,537",3000 sqft,No,$946,R2822296,,Residential,1954,,"8515 Royal Oak Ave, Burnaby, BC",2,3,0,03/10/2023,"$2,838,000",-,-
18,Single Family Residence,"$9,247",4003 sqft,Yes,$871,R2898653,,Residential,2018,,"2 Fell Ave N, Burnaby, BC",6,6,6,21/06/2024,"$3,488,000",-,Not Sold Yet
19,Single Family Residence,"$4,787",2466 sqft,Yes,$563,R2582672,,Residential,1993,,"4099 Forest St, Burnaby, BC",2,4,0,18/05/2021,"$1,389,000",25/05/2021,"$1,425,000"
20,Townhouse,"$3,094",1523 sqft,Yes,$655,R2578383,,Residential,2007,,"7051 17th Ave, Burnaby, BC",2,3,0,09/05/2021,"$998,000",25/05/2021,"$1,100,000"
21,Townhouse,,1136 sqft,Yes,$879,R2594294,,Residential,2020,,"7131 17th Ave, Burnaby, BC",2,3,0,17/06/2021,"$999,000",-,-
22,Single Family Residence,"$5,000",2245 sqft,Yes,$712,R2581561,,Residential,1990,,"99 Springer Ave N, Burnaby, BC",2,3,0,16/05/2021,"$1,599,000",25/05/2021,"$1,628,000"
23,Townhouse,"$1,751",1250 sqft,Yes,$519,R2581210,,Residential,1981,,"9151 Forest Grove Dr, Burnaby, BC",2,3,0,16/05/2021,"$649,900",25/05/2021,"$804,320"
24,Townhouse,"$1,786",1486 sqft,No,$501,R2584709,,Residential,1976,,"9876 Millbrook Lane, Burnaby, BC",1,3,1,24/05/2021,"$745,000",30/05/2021,"$737,500"
25,Single Family Residence,"$6,008",2375 sqft,Yes,$883,R2573191,,Residential,2019,,"5610 Dundas St, Burnaby, BC",4,4,0,27/04/2021,"$2,099,000",29/05/2021,"$2,050,000"
26,Townhouse,"$1,868",958 sqft,Yes,$730,R2584133,,Residential,1994,,"3709 Pender St, Burnaby, BC",1,2,0,23/05/2021,"$699,999",29/05/2021,"$735,000"
27,Multi Family,"$4,299",2486 sqft,No,$603,R2578889,,Residential,1982,,"4382 Carleton Ave, Burnaby, BC",3,5,0,10/05/2021,"$1,499,900",30/05/2021,"$1,463,999"
28,Single Family Residence,"$7,617",4135 sqft,Yes,$677,R2557234,,Residential,2019,,"1740 Howard Ave, Burnaby, BC",7,9,0,25/03/2021,"$2,799,888",30/05/2021,"$2,680,000"
29,Townhouse,"$2,688",1610 sqft,Yes,$695,R2587176,,Residential,2006,,"6736 Southpoint Dr, Burnaby, BC",2,3,0,30/05/2021,"$1,119,999",30/05/2021,"$1,100,000"
30,Single Family Residence,"$6,406",4836 sqft,Yes,$475,R2549379,,Residential,1994,,"7949 Macpherson Ave, Burnaby, BC",6,8,6,09/03/2021,"$2,300,000",30/05/2021,"$2,200,000"
31,Townhouse,"$1,647",1111 sqft,No,$557,R2582143,,Residential,1977,,"8208 Amberwood Pl, Burnaby, BC",1,3,0,18/05/2021,"$619,000",30/05/2021,"$660,000"
32,Single Family Residence,"$6,213",4250 sqft,No,$470,R2585269,,Residential,1960,,"4195 Cherrywood Cres, Burnaby, BC",4,7,0,23/05/2021,"$1,998,000",02/06/2021,"$1,945,000"
33,Single Family Residence,"$5,496",2724 sqft,No,$844,R2901220,,Residential,1965,,"1106 Duthie Ave, Burnaby, BC",3,6,3,02/07/2024,"$2,299,900",-,Not Sold Yet
34,Townhouse,"$1,391",993 sqft,Yes,$528,R2557491,,Residential,1974,,"8965 Horne St, Burnaby, BC",1,2,0,28/03/2021,"$525,000",01/06/2021,"$522,500"
35,Townhouse,"$2,598",1202 sqft,Yes,$765,R2586555,,Residential,2014,,"7458 Britton St, Burnaby, BC",2,3,0,27/05/2021,"$920,000",-,-
36,Townhouse,"$1,663",1199 sqft,Yes,$457,R2573825,,Residential,1973,,"1817 Goleta Dr, Burnaby, BC",1,2,0,28/04/2021,"$549,000",01/06/2021,"$545,000"
37,Single Family Residence,"$5,429",7342 sqft,No,$381,R2563027,,Residential,1977,,"7698 Cumberland St, Burnaby, BC",7,14,0,07/04/2021,"$2,798,000",01/06/2021,"$2,678,000"
38,Townhouse,"$1,609",767 sqft,Yes,$710,R2584883,,Residential,2006,,"7388 Macpherson Ave, Burnaby, BC",1,2,0,24/05/2021,"$545,000",01/06/2021,"$585,000"
39,Townhouse,"$2,444",1734 sqft,No,$591,R2587439,,Residential,1975,,"4761 Cedarglen Pl, Burnaby, BC",2,3,0,31/05/2021,"$1,024,900",07/06/2021,"$1,100,000"
40,Townhouse,,-,No,,R2715026,,Residential Lease,,,"9133 Government St, Burnaby, BC",2,3,0,07/08/2022,"$2,950",-,"$2,950"
41,Single Family Residence,"$4,365",2560 sqft,Yes,$620,R2586875,,Residential,1972,,"4437 Atlee Ave, Burnaby, BC",2,5,0,30/05/2021,"$1,588,000",07/06/2021,"$1,705,000"
42,Single Family Residence,"$4,752",2718 sqft,Yes,$673,R2586108,,Residential,2008,,"7474 18th Ave, Burnaby, BC",4,6,0,26/05/2021,"$1,830,000",07/06/2021,"$1,720,000"
43,Multi Family,,1993 sqft,No,$836,R2569653,,Residential,2021,,"4487 Saratoga Crt, Burnaby, BC",3,4,0,20/04/2021,"$1,668,000",07/06/2021,"$1,668,000"
44,Townhouse,"$2,645",1299 sqft,Yes,$714,R2588860,,Residential,2018,,"5122 Canada Way, Burnaby, BC",2,4,0,02/06/2021,"$928,000",07/06/2021,"$968,008"
45,Single Family Residence,"$5,188",2770 sqft,Yes,$699,R2587440,,Residential,1966,,"1135 Eastlawn Dr, Burnaby, BC",4,5,0,31/05/2021,"$1,938,000",07/06/2021,"$2,326,000"
46,Single Family Residence,"$5,086",4163 sqft,Yes,$405,R2587892,,Residential,1986,,"7626 Arvin Crt, Burnaby, BC",4,7,0,30/05/2021,"$1,690,000",07/06/2021,"$1,952,000"
47,Single Family Residence,"$4,511",2583 sqft,Yes,$591,R2590067,,Residential,1967,,"8125 Gray Ave, Burnaby, BC",2,5,0,05/06/2021,"$1,529,000",13/06/2021,"$1,553,000"
48,Single Family Residence,"$3,822",1892 sqft,No,$776,R2584443,,Residential,1955,,"7660 Formby St, Burnaby, BC",2,3,0,23/05/2021,"$1,469,000",12/06/2021,"$1,400,000"
49,Townhouse,"$3,998",1745 sqft,Yes,$783,R2548950,,Residential,2018,,"2318 Alpha Ave, Burnaby, BC",2,2,0,09/03/2021,"$1,368,000",12/06/2021,"$1,226,000"
50,Multi Family,"$4,218",1940 sqft,Yes,$747,R2590513,,Residential,2015,,"808 Sperling Ave, Burnaby, BC",3,4,0,07/06/2021,"$1,450,000",13/06/2021,"$1,628,000"
51,Townhouse,"$1,811",1040 sqft,Yes,$642,R2589766,,Residential,1997,,"6588 Southoaks Cres, Burnaby, BC",1,2,0,06/06/2021,"$668,000",13/06/2021,"$670,000"
52,Single Family Residence,"$4,036",1841 sqft,No,$808,R2588791,,Residential,1954,,"8292 17th Ave, Burnaby, BC",2,4,0,02/06/2021,"$1,489,000",13/06/2021,"$1,453,500"
53,Single Family Residence,"$4,259",2941 sqft,No,$573,R2564696,,Residential,1979,,"125 Holdom Ave, Burnaby, BC",3,8,0,11/04/2021,"$1,688,000",13/06/2021,"$1,610,000"
54,Single Family Residence,"$4,116",2218 sqft,No,$653,R2587318,,Residential,1963,,"7291 Hastings St, Burnaby, BC",2,6,0,31/05/2021,"$1,450,000",13/06/2021,"$1,410,000"
55,Townhouse,"$1,760",1427 sqft,Yes,$454,R2590316,,Residential,1973,,"8858 Centaurus Cir, Burnaby, BC",1,3,0,06/06/2021,"$649,000",14/06/2021,"$691,100"
56,Single Family Residence,"$4,053",1720 sqft,No,$830,R2590505,,Residential,1949,,"4411 Union St, Burnaby, BC",1,3,0,07/06/2021,"$1,428,000",14/06/2021,"$1,460,000"
57,Multi Family,"$3,320",1994 sqft,No,$545,R2589703,,Residential,1970,,"6932 Kitchener St, Burnaby, BC",2,4,0,06/06/2021,"$1,088,000",14/06/2021,"$1,150,000"
58,Townhouse,"$1,858",1174 sqft,Yes,$611,R2590466,,Residential,1996,,"6577 Southoaks Cres, Burnaby, BC",1,2,0,07/06/2021,"$718,000",14/06/2021,"$707,388"
59,Townhouse,"$2,255",1215 sqft,Yes,$689,R2578678,,Residential,1997,,"7238 18th Ave, Burnaby, BC",2,3,0,09/05/2021,"$838,000",14/06/2021,"$808,000"
60,Townhouse,"$2,126",1917 sqft,Yes,$391,R2589688,,Residential,1973,,"2895 Neptune Cres, Burnaby, BC",1,4,0,06/06/2021,"$749,900",14/06/2021,"$744,000"
61,Townhouse,"$2,022",1403 sqft,Yes,$587,R2589602,,Residential,2006,,"9229 University Cres, Burnaby, BC",2,3,0,06/06/2021,"$824,800",14/06/2021,"$888,000"
62,Single Family Residence,"$6,017",2666 sqft,Yes,$861,R2561359,,Residential,1919,,"7290 Sussex Ave, Burnaby, BC",2,7,0,05/04/2021,"$2,298,000",14/06/2021,"$2,200,000"
63,Townhouse,"$2,602",1303 sqft,Yes,$613,R2588239,,Residential,1987,,"3974 Creekside Pl, Burnaby, BC",2,2,0,01/06/2021,"$799,000",19/06/2021,"$808,000"
64,Single Family Residence,"$5,153",2590 sqft,Yes,$887,R2560099,,Residential,2010,,"200 Gamma Ave N, Burnaby, BC",2,3,0,31/03/2021,"$2,299,000",18/06/2021,"$2,160,000"
65,Single Family Residence,"$4,214",3756 sqft,Yes,$452,R2589664,,Residential,1979,,"5390 Empire Dr, Burnaby, BC",4,4,0,06/06/2021,"$1,699,999",19/06/2021,"$1,615,000"
66,Single Family Residence,"$6,464",2453 sqft,Yes,$896,R2589096,,Residential,2015,,"4239 Eton St, Burnaby, BC",3,4,0,03/06/2021,"$2,199,000",17/06/2021,"$2,120,000"
67,Duplex,"$6,123",3914 sqft,No,$551,R2588110,,Residential Income,1959,,"8323 16th Ave, Burnaby, BC",4,10,0,01/06/2021,"$2,158,000",20/06/2021,"$2,100,000"
68,Townhouse,"$2,763",2123 sqft,Yes,$517,R2592167,,Residential,1996,,"8868 16th Ave, Burnaby, BC",2,3,0,13/06/2021,"$1,099,000",19/06/2021,"$1,200,000"
69,Single Family Residence,"$7,890",3633 sqft,Yes,$742,R2896597,,Residential,2019,,"7535 Burgess St, Burnaby, BC",4,8,2,17/06/2024,"$2,699,000",-,Not Sold Yet
70,Multi Family,"$4,159",1889 sqft,Yes,$888,R2777974,,Residential,2008,,"3796 Myrtle St, Burnaby, BC",3,4,3,14/05/2023,"$1,678,000",05/06/2023,"$1,645,000"
71,Single Family Residence,"$5,973",3215 sqft,Yes,$590,R2593695,,Residential,2005,,"3742 Nithsdale St, Burnaby, BC",4,9,0,14/06/2021,"$1,900,000",23/06/2021,"$2,150,000"
72,Single Family Residence,"$5,560",3442 sqft,Yes,$522,R2594895,,Residential,1986,,"4066 Frances St, Burnaby, BC",4,5,0,20/06/2021,"$1,800,000",23/06/2021,"$2,070,000"
73,Single Family Residence,"$4,781",3302 sqft,Yes,$605,R2581578,,Residential,1982,,"8111 11th Ave, Burnaby, BC",4,5,6,16/05/2021,"$1,999,888",23/06/2021,"$1,970,000"
74,Townhouse,$859,672 sqft,Yes,$744,R2594542,,Residential,2013,,"7168 Stride Ave, Burnaby, BC",1,1,0,20/06/2021,"$499,990",23/06/2021,"$518,000"
75,Single Family Residence,"$3,272",3542 sqft,Yes,$635,R2557316,,Residential,2021,,"7855 Gilley Ave, Burnaby, BC",6,5,0,28/03/2021,"$2,250,000",22/06/2021,"$2,100,000"
76,Multi Family,,1325 sqft,Yes,$949,R2575373,,Residential,2020,,"5057 Norfolk St, Burnaby, BC",3,4,0,02/05/2021,"$1,258,000",23/06/2021,"$1,221,000"
77,Townhouse,"$3,991",2407 sqft,Yes,$535,R2592978,,Residential,1996,,"5240 Oakmount Cres, Burnaby, BC",2,3,0,14/06/2021,"$1,289,000",22/06/2021,"$1,278,000"
78,Townhouse,"$2,352",1771 sqft,No,$484,R2587687,,Residential,1983,,"9299 Braemoor Pl, Burnaby, BC",2,3,2,31/05/2021,"$858,800",23/06/2021,"$855,000"
79,Single Family Residence,"$5,989",3234 sqft,Yes,$648,R2595434,,Residential,1969,,"3708 Wakefield Crt, Burnaby, BC",4,6,0,21/06/2021,"$2,098,000",27/06/2021,"$2,050,000"
80,Townhouse,"$3,312",2014 sqft,Yes,$594,R2595028,,Residential,1996,,"17 - 5240 Oakmount Cres, Burnaby, BC",3,4,2,16/06/2021,"$1,198,000",27/06/2021,"$1,180,000"
81,Townhouse,"$2,924",1594 sqft,Yes,$670,R2578461,,Residential,2013,,"6868 Burlington Ave, Burnaby, BC",2,3,0,09/05/2021,"$1,068,000",27/06/2021,"$1,040,000"
82,Townhouse,"$1,718",853 sqft,Yes,$643,R2589213,,Residential,2003,,"7488 Southwynde Ave, Burnaby, BC",1,2,0,03/06/2021,"$549,000",27/06/2021,"$543,000"
83,Single Family Residence,"$6,110",3699 sqft,Yes,$621,R2595336,,Residential,1990,,"1423 Whitsell Ave, Burnaby, BC",3,5,0,21/06/2021,"$2,298,000",28/06/2021,"$2,188,000"
84,Apartment/Condominium,"$1,981",850 sqft,Yes,$774,R2596333,,Residential,2009,,"1905 - 7328 Arcola St, Burnaby, BC",2,2,1,23/06/2021,"$658,000",27/06/2021,"$680,000"
85,Single Family Residence,"$4,016",2212 sqft,No,$627,R2594843,,Residential,1972,,"6649 Broadway, Burnaby, BC",2,3,0,20/06/2021,"$1,388,000",28/06/2021,"$1,481,000"
86,Single Family Residence,"$4,420",2484 sqft,Yes,$639,R2596678,,Residential,9999,,"9905 Sullivan St, Burnaby, BC",1,4,0,23/06/2021,"$1,588,800",28/06/2021,"$1,575,000"
87,Multi Family,,1898 sqft,Yes,"$1,079",R2709840,,Residential,2022,,"6881 Dunnedin St, Burnaby, BC",3,3,4,14/07/2022,"$2,048,000",27/10/2022,"$1,960,000"
88,Single Family Residence,"$5,025",2150 sqft,Yes,$774,R2591847,,Residential,2008,,"115 Fell Ave, Burnaby, BC",4,6,0,10/06/2021,"$1,666,000",01/07/2021,"$1,635,000"
89,Apartment/Condominium,,830 sqft,Yes,$814,R2598991,,Residential,2021,,"406 - 6968 Royal Oak Ave, Burnaby, BC",2,2,1,30/06/2021,"$675,900",30/06/2021,"$675,900"
90,Multi Family,"$4,505",1986 sqft,Yes,$839,R2596078,,Residential,2014,,"4068 Gilpin St, Burnaby, BC",3,5,0,20/06/2021,"$1,668,000",30/06/2021,"$1,640,000"
91,Apartment/Condominium,,916 sqft,Yes,"$1,089",R2585315,,Residential,2021,,"3505 - 4711 Hazel St, Burnaby, BC",2,2,1,24/05/2021,"$998,000",30/06/2021,"$993,000"
92,Townhouse,"$1,568",1115 sqft,No,$555,R2596294,,Residential,1981,,"8502 Timber Crt, Burnaby, BC",1,2,1,23/06/2021,"$619,000",01/07/2021,"$605,000"
93,Single Family Residence,"$6,809",2427 sqft,Yes,"$1,112",R2813872,,Residential,2017,,"43 Holdom Ave N, Burnaby, BC",4,4,2,10/09/2023,"$2,699,000",20/09/2023,"$2,560,000"
94,Townhouse,"$1,733",1197 sqft,No,$584,R2587481,,Residential,1981,,"8580 Woodgrove Pl, Burnaby, BC",1,3,0,31/05/2021,"$699,900",01/07/2021,"$683,000"
95,Apartment/Condominium,"$1,404",879 sqft,Yes,$567,R2597666,,Residential,2005,,"211 - 9339 University Cres, Burnaby, BC",2,2,1,29/06/2021,"$499,000",04/07/2021,"$499,900"
96,Apartment/Condominium,"$1,009",708 sqft,Yes,$706,R2729610,,Residential,1980,,"311 - 9847 Manchester Dr, Burnaby, BC",1,1,1,05/10/2022,"$499,900",-,-
97,Townhouse,"$4,455",3895 sqft,Yes,$379,R2598692,,Residential,1994,,"5221 Oakmount Cres, Burnaby, BC",3,5,0,01/07/2021,"$1,478,800",04/07/2021,"$1,460,000"
98,Townhouse,"$2,846",1608 sqft,No,$589,R2587557,,Residential,1987,,"1611 Augusta Ave, Burnaby, BC",2,3,1,31/05/2021,"$948,000",04/07/2021,"$930,000"
99,Apartment/Condominium,"$2,029",1058 sqft,Yes,$707,R2572921,,Residential,2008,,"1006 - 7088 Salisbury Ave, Burnaby, BC",2,2,0,26/04/2021,"$749,000",05/07/2021,"$737,000"
100,Townhouse,"$2,940",1277 sqft,Yes,$837,R2590432,,Residential,2005,,"3 - 4132 Halifax St, Burnaby, BC",3,3,2,06/06/2021,"$1,069,000",05/07/2021,"$1,048,000"
101,Apartment/Condominium,"$2,357",900 sqft,Yes,$932,R2886564,,Residential,2019,,"507 - 1788 Gilmore Ave, Burnaby, BC",2,2,1,21/05/2024,"$839,000",24/05/2024,"$825,000"
102,Apartment/Condominium,"$1,495",908 sqft,Yes,$578,R2597003,,Residential,1994,,"106 - 7139 18th Ave, Burnaby, BC",1,2,1,27/06/2021,"$525,000",04/07/2021,"$539,000"
103,Single Family Residence,"$5,003",4414 sqft,No,$677,R2570423,,Residential,1955,,"7468 Burris St, Burnaby, BC",3,5,5,21/04/2021,"$2,989,000",08/07/2021,"$2,727,500"
104,Single Family Residence,"$4,788",2382 sqft,No,$625,R2599430,,Residential,1991,,"5320 Neville St, Burnaby, BC",3,4,0,05/07/2021,"$1,490,000",07/07/2021,"$1,612,000"
105,Townhouse,"$2,200",1017 sqft,Yes,$860,R2597528,,Residential,2003,,"4238 Albert St, Burnaby, BC",1,2,0,28/06/2021,"$875,000",07/07/2021,"$896,000"
106,Single Family Residence,"$4,402",2211 sqft,Yes,$655,R2596977,,Residential,1953,,"3746 Arbor St, Burnaby, BC",2,4,3,27/06/2021,"$1,450,000",08/07/2021,"$1,560,000"
107,Duplex,"$6,623",2668 sqft,No,$899,R2635927,,Residential Income,1956,,"4955 Lorraine Ave, Burnaby, BC",2,4,2,25/11/2021,"$2,399,000",14/12/2021,"$2,380,000"
108,Multi Family,,2026 sqft,No,$838,R2597741,,Residential,2021,,"4485 Saratoga Crt, Burnaby, BC",3,4,2,29/06/2021,"$1,699,000",08/07/2021,"$1,699,000"
109,Apartment/Condominium,"$2,399",896 sqft,Yes,$982,R2591834,,Residential,2015,,"1001 - 4688 Kingsway, Burnaby, BC",2,2,1,10/06/2021,"$880,000",08/07/2021,"$865,000"
110,Apartment/Condominium,"$1,549",920 sqft,Yes,$619,R2599575,,Residential,2006,,"110 - 9266 University Cres, Burnaby, BC",2,2,1,06/07/2021,"$569,900",08/07/2021,"$576,000"
111,Single Family Residence,"$4,695",2022 sqft,No,$788,R2592437,,Residential,1955,,"5009 Lorraine Ave, Burnaby, BC",2,4,0,13/06/2021,"$1,595,000",10/07/2021,"$1,525,000"
112,Single Family Residence,"$5,364",3600 sqft,Yes,$588,R2585086,,Residential,2000,,"7735 18th Ave, Burnaby, BC",4,6,6,25/05/2021,"$2,118,000",10/07/2021,"$2,035,000"
113,Apartment/Condominium,"$2,501",914 sqft,Yes,$973,R2882853,,Residential,2014,,"2807 - 6461 Telford Ave, Burnaby, BC",2,2,1,13/05/2024,"$890,000",09/06/2024,"$875,000"
114,Townhouse,"$2,572",1753 sqft,Yes,$598,R2598994,,Residential,1994,,"53 - 7501 Cumberland St, Burnaby, BC",3,4,2,05/07/2021,"$1,049,000",10/07/2021,"$1,029,000"
115,Townhouse,"$1,679",1158 sqft,Yes,$604,R2631980,,Residential,1987,,"T1801 - 3970 Carrigan Crt, Burnaby, BC",2,3,1,07/11/2021,"$699,800",16/11/2021,"$725,000"
116,Townhouse,,-,No,,R2706593,,Residential Lease,,,"7503 18th St, Burnaby, BC",2,2,1,04/07/2022,"$2,950",19/07/2022,"$2,950"
117,Apartment/Condominium,"$1,750",818 sqft,Yes,$853,R2811934,,Residential,2008,,"105 - 4799 Brentwood Dr, Burnaby, BC",2,2,2,04/09/2023,"$698,000",13/09/2023,"$719,000"
118,Apartment/Condominium,"$1,504",884 sqft,Yes,$677,R2594909,,Residential,1982,,"602 - 3740 Albert St, Burnaby, BC",1,1,1,16/06/2021,"$599,000",10/07/2021,"$578,000"
119,Apartment/Condominium,"$2,494",1087 sqft,Yes,$763,R2597561,,Residential,2012,,"1404 - 2200 Douglas Rd, Burnaby, BC",2,2,1,28/06/2021,"$829,900",11/07/2021,"$815,000"
120,Apartment/Condominium,"$1,425",875 sqft,Yes,$544,R2594808,,Residential,1980,,"506 - 9867 Manchester Dr, Burnaby, BC",1,2,1,20/06/2021,"$476,800",11/07/2021,"$452,000"
121,Apartment/Condominium,"$2,154",755 sqft,Yes,"$1,017",R2580276,,Residential,2017,,"709 - 6538 Nelson Ave, Burnaby, BC",2,2,1,12/05/2021,"$768,000",11/07/2021,"$765,000"
122,Single Family Residence,"$3,926",1556 sqft,Yes,$899,R2599785,,Residential,1951,,"7974 15th Ave, Burnaby, BC",2,4,0,06/07/2021,"$1,399,000",11/07/2021,"$1,425,000"
123,Apartment/Condominium,"$1,782",943 sqft,Yes,$709,R2582719,,Residential,2004,,"416 - 6508 Denbigh Ave, Burnaby, BC",2,2,1,18/05/2021,"$669,000",11/07/2021,"$658,000"
124,Townhouse,"$2,418",1790 sqft,Yes,$501,R2596786,,Residential,1979,,"5855 Mayview Cir, Burnaby, BC",2,3,2,27/06/2021,"$898,500",11/07/2021,"$970,000"
125,Single Family Residence,"$5,337",5427 sqft,Yes,$403,R2566747,,Residential,1988,,"2123 Knightswood Pl, Burnaby, BC",4,8,6,14/04/2021,"$2,188,000",11/07/2021,"$2,034,000"
126,Multi Family,"$3,634",1950 sqft,Yes,$769,R2583277,,Residential,2001,,"7633 Plum Ave, Burnaby, BC",3,4,3,18/05/2021,"$1,499,999",11/07/2021,"$1,490,000"
127,Apartment/Condominium,"$1,624",848 sqft,Yes,"$1,166",R2593360,,Residential,2021,,"2104 - 6080 Mckay Ave, Burnaby, BC",2,2,1,15/06/2021,"$989,000",12/07/2021,"$938,000"
128,Apartment/Condominium,"$1,140",415 sqft,Yes,$963,R2598644,,Residential,2018,,"12 - 5152 Canada Way, Burnaby, BC",1,1,1,04/07/2021,"$399,900",12/07/2021,"$405,000"
129,Townhouse,"$2,142",1353 sqft,Yes,$611,R2596972,,Residential,1993,,"39 - 3701 Thurston St, Burnaby, BC",2,2,1,24/06/2021,"$828,000",12/07/2021,"$841,000"
130,Townhouse,"$3,458",2363 sqft,Yes,$465,R2598518,,Residential,1988,,"8824 Finch Crt, Burnaby, BC",2,3,2,04/07/2021,"$1,099,900",12/07/2021,"$1,133,000"
131,Apartment/Condominium,"$1,580",778 sqft,Yes,$719,R2590659,,Residential,1999,,"502 - 5848 Olive Ave, Burnaby, BC",2,1,1,07/06/2021,"$559,900",12/07/2021,"$536,500"
132,Single Family Residence,"$8,164",3982 sqft,Yes,$775,R2578285,,Residential,2017,,"6126 Walker Ave, Burnaby, BC",6,8,3,06/05/2021,"$3,088,000",12/07/2021,"$2,815,000"
133,Apartment/Condominium,"$1,388",624 sqft,Yes,$801,R2601151,,Residential,2015,,"224 - 7088 14th Ave, Burnaby, BC",1,1,1,11/07/2021,"$499,900",12/07/2021,"$497,000"
134,Apartment/Condominium,"$1,623",892 sqft,Yes,$671,R2599597,,Residential,2007,,"115 - 9233 Government St, Burnaby, BC",2,2,1,06/07/2021,"$599,000",12/07/2021,"$615,000"
135,Apartment/Condominium,"$1,477",944 sqft,Yes,$581,R2595902,,Residential,1982,,"901 - 7235 Salisbury Ave, Burnaby, BC",1,2,1,22/06/2021,"$549,000",13/07/2021,"$538,000"
136,Apartment/Condominium,"$1,123",582 sqft,Yes,$742,R2590756,,Residential,2012,,"4 - 9150 University High St, Burnaby, BC",1,1,1,07/06/2021,"$432,000",14/07/2021,"$420,000"
137,Apartment/Condominium,"$1,194",622 sqft,Yes,$802,R2598940,,Residential,2010,,"304 - 5665 Irmin St, Burnaby, BC",1,1,1,05/07/2021,"$499,000",14/07/2021,"$505,000"
138,Duplex,"$2,858",1322 sqft,Yes,$822,R2596889,,Residential Income,2004,,"5417 Norfolk St, Burnaby, BC",2,5,1,27/06/2021,"$1,088,000",14/07/2021,"$1,065,000"
139,Single Family Residence,"$4,743",2248 sqft,No,$934,R2808282,,Residential,1961,,"5410 Parker St, Burnaby, BC",2,5,0,19/08/2023,"$2,099,999",-,-
140,Multi Family,"$3,239",1981 sqft,Yes,$801,R2601578,,Residential,2005,,"3907 Price St, Burnaby, BC",3,4,2,11/07/2021,"$1,588,000",13/07/2021,"$1,635,000"
