,beds,baths,sqFt,parking,taxes,age,lat,lon,daysOnMarket,priceToTaxRatio,listingYear,listingMonth,distanceToCenter,distanceToSchool,propertyType,streetAddress,nearestSchool,postalCode,neighborhood,soldPricePredicted
1041,2,2,847.0,1,2150.0,3.0,49.1015478,-122.6689342,177,278.6046511627907,2024,7,8747.928493533162,1139.151131162717,Condo,5415 Brydon Cres,Riverside Christian Academy, V3A 3X4,General Langley District,597199.7242137648
1042,2,2,1045.0,2,3270.0,2.0,49.1344706,-122.6762978,177,192.62996941896023,2024,7,988.9335381902148,850.2580656264696,Condo,20362 72b Ave,Langley Meadows Elementary, V2Y 3G8,General Langley District,635023.7956602299
1043,2,2,852.0,2,1784.0,13.0,49.1018186,-122.66234994925397,177,327.914798206278,2024,7,2324.6145447983517,861.6468540338584,Condo,20219 54a Ave,Khalsa School of the Fraser Valley, V3A 0C7,General Langley District,580746.8711386576
1044,6,3,2942.0,2,6210.0,30.0,49.0869054,-122.6123838,177,287.92270531400965,2024,7,1341.9211914857813,8.731252365620248,SingleFamily,22070 46 Ave,Blacklock Fine Arts Elementary, V2Z 1A3,Murrayville,1794109.7299887259
1045,3,2,1441.0,3,3819.0,6.0,49.1519195,-122.6649229,178,243.2280701754386,2024,7,8225.884884637435,1780.8678461163863,Townhouse,20498 82 Ave,Riverside Christian Academy, V2Y 0C7,General Langley District,936023.3405646019
1046,2,2,896.0,2,2501.0,2.0,49.1477621,-122.638415,178,263.4946021591363,2024,7,6505.962171382074,0.0,Condo,20834 80 Ave,Belmont Elementary, V2Y 0Z5,General Langley District,658486.3739967839
1047,5,2,2679.0,5,5039.0,23.0,49.1726878,-122.5901895,178,257.96785076404046,2024,7,1003.8502350037526,976.3275637220212,SingleFamily,20292 96 Ave,Nicomekl Elementary, V1M 2R9,General Langley District,1312775.259014686
1048,2,2,931.0,2,3054.0,4.0,49.14468905,-122.649640999644,178,245.5795677799607,2024,7,4648.086818645111,928.4238814743152,Condo,20673 78 Ave,Walnut Grove Secondary, V2Y 3K1,General Langley District,747705.6944748064
1049,4,3,2701.0,4,6014.0,18.0,49.1562772,-122.6531038,178,232.7735284336548,2024,7,3309.466454697729,0.0,SingleFamily,20846 84a Ave,Uplands Elementary, V1M 2Y6,Walnut Grove,1404530.4484595454
1050,7,5,3618.0,4,2477.0,0.0,49.132429,-122.6564848,181,842.9551877270892,2024,7,4459.001203031959,380.13315396223777,SingleFamily,7145 204a St,Walnut Grove Secondary, V2Y 1T2,General Langley District,1900136.3612685266
1051,2,1,902.0,0,5773.0,74.0,49.1726878,-122.5901895,181,311.4498527628616,2024,7,10257.22833778648,735.1244079578469,SingleFamily,23124 96 Ave,Credo Christian Schools, V1M 2R9,General Langley District,1787339.6857024939
1052,1,1,582.0,1,1445.0,12.0,49.1088637,-122.6685349,181,345.25951557093424,2024,7,8551.710451372133,1250.4234288452592,Condo,20058 Fraser Highway,Riverside Christian Academy, V3A 4K7,General Langley District,501459.76303978404
1053,5,3,2733.0,6,6044.0,31.0,49.0865144,-122.653102,182,264.55989410986103,2024,7,1539.7304227989714,556.6336787025951,SingleFamily,22250 46a Ave,R C Garnett Demonstration Elementary, V3A 3B1,General Langley District,1602463.2907289977
1054,1,1,673.0,1,2861.0,6.0,49.1434551,-122.588874,182,178.22439706396364,2024,7,5808.656439129571,0.0,Condo,20829 77a Ave,Brookswood Secondary, V1M 2J6,Forest Knolls,498182.9432972608
1055,4,3,3070.0,0,8255.0,53.0,49.0747375,-122.6037016,182,605.6935190793458,2024,7,3951.772377238824,418.96041034992993,SingleFamily,20877 40 Ave,Donna Gabriel Robins Elementary, V2Z 2K2,General Langley District,5309347.502596745
1056,1,1,786.0,1,2042.0,26.0,49.1007063,-122.6686121,182,229.6767874632713,2024,7,3512.808561954184,498.9562680295627,Condo,20259 Michaud Cres,Uplands Elementary, V3A 3X4,General Langley District,469601.71098085016
1057,5,3,3106.0,2,5265.0,25.0,49.1782255,-122.6462218,182,251.6429249762583,2024,7,2796.438486230235,524.1501861480403,SingleFamily,20817 97 Ave,Willoughby Elementary, V1M 1M1,Walnut Grove,1336353.155046388
1058,2,2,1117.0,2,3473.0,6.0,49.155589,-122.6480134,183,206.96803915922837,2024,7,2752.0696976428644,833.5143306535315,Condo,8218 207a St,Willoughby Elementary, V2Y 2B2,General Langley District,722023.106004397
1059,3,2,1352.0,6,5910.0,33.0,49.1718297,-122.6423276,183,224.1962774957699,2024,7,9617.677653398574,1368.720464374704,SingleFamily,20807 93 Ave,Peterson Road Elementary, V1M 2N7,Walnut Grove,1310446.8942165053
1060,2,2,1345.0,1,2657.0,30.0,49.1030291,-122.5676487,183,225.7809559653745,2024,7,4314.298529759053,372.4694813253081,Condo,20145 55a Ave,Dorothy Peacock Elementary, V2Z 2P7,General Langley District,596045.8610733757
1061,4,2,2282.0,8,6334.0,51.0,49.1699663,-122.5914174,183,284.1806125670982,2024,7,8225.884884637435,1780.8678461163863,SingleFamily,9206 Wright St,Riverside Christian Academy, V3A 4M8,General Langley District,1796248.9617174112
1062,2,2,995.0,1,2142.0,32.0,49.1043658,-122.6708848,183,233.38001867413632,2024,7,1180.0100292185182,510.6001850963344,Condo,20976 56 Ave,R C Garnett Demonstration Elementary, V3A 0E1,General Langley District,499968.06504692923
1063,7,5,3677.0,6,6602.0,16.0,49.1262952,-122.6676183,184,257.346258709482,2024,7,1788.0400366083568,507.12937563837386,SingleFamily,19789 68 Ave,James Hill Elementary, V2Y 3B7,General Langley District,1701393.0847985253
1064,4,3,2092.0,5,5038.0,49.0,49.0701156,-122.6111565,184,277.8682016673283,2024,7,3504.125715928798,286.5294444830065,SingleFamily,20037 37a Ave,Lynn Fripps Elementary, V2Z 1A3,General Langley District,1403995.0679221174
1065,5,3,2890.0,4,7117.0,34.0,49.1708079,-122.6583978,184,281.0172825628776,2024,7,4161.755223453797,578.0503897973421,SingleFamily,9025 203b St,Alex Hope Elementary, V1M 0B9,Walnut Grove,1979177.183394044
1066,3,2,2806.0,6,6279.0,35.0,49.1613303,-122.6512601,184,267.542602325211,2024,7,9876.718087629564,256.9347781660491,SingleFamily,21588 87a Ave,Riverside Christian Academy, V1M 3X4,Walnut Grove,1679177.9920786533
1067,4,2,1765.0,2,4275.0,8.0,49.140891,-122.67593,184,233.68421052631575,2024,7,1003.8502350037526,976.3275637220212,Townhouse,20860 76 Ave,Nicomekl Elementary, V2Y 1R9,Cloverdale,996204.228569874
1068,4,2,1333.0,2,4043.0,5.0,49.145892,-122.6710973,184,222.5822409102152,2024,7,1223.3969567656557,764.4644047206212,Townhouse,20849 78b Ave,Nicomekl Elementary, V2Y 3J4,General Langley District,899603.5736396395
1069,6,4,4557.0,15,7145.0,4.0,49.0649057,-122.576139,184,447.86564030790765,2024,7,4557.214174172656,0.0,SingleFamily,23256 34a Ave,Langley Fundamental Elementary, V2Z 2J9,General Langley District,3193034.660261788
1070,3,2,1475.0,2,3598.0,10.0,49.1752766,-122.6680817,184,222.06781545302945,2024,7,645.7087578929306,1290.3241684764216,Townhouse,7298 199a St,Langley Meadows Elementary, V1M 0B3,General Langley District,797994.255166908
1071,2,2,1178.0,2,3835.0,7.0,49.1434551,-122.588874,184,212.51629726206,2024,7,1539.7304227989714,556.6336787025951,Townhouse,20857 77a Ave,R C Garnett Demonstration Elementary, V1M 2J6,Forest Knolls,819153.6954539377
1072,2,2,879.0,1,3081.0,12.0,49.1234503,-122.66357087120224,189,194.7095098993833,2024,6,8747.928493533162,1139.151131162717,Condo,20211 66 Ave,Riverside Christian Academy, V2Y 0L4,General Langley District,604437.4089234296
1073,2,1,772.0,1,1494.0,26.0,49.1060074,-122.6438168,189,327.3092369477912,2024,6,2176.6447565563835,481.2222100908,Condo,20896 57 Ave,Noel Booth Elementary, V3A 8S9,General Langley District,483851.5540153987
1074,3,3,1550.0,2,3784.0,17.0,49.1477621,-122.638415,189,231.23678646934465,2024,6,619.5478078866985,264.7159398656504,Townhouse,20875 80 Ave,Whytecliff Agile Learning Centre-Langley, V2Y 0Z5,General Langley District,886187.5306313509
1075,2,1,793.0,1,2736.0,11.0,49.1525271,-122.6326166,189,200.98684210526315,2024,6,3309.466454697729,0.0,Condo,20861 83 Ave,Uplands Elementary, V2Y 0J7,General Langley District,546157.047114712
1076,1,1,942.0,1,3463.0,15.0,49.17163615,-122.57864968194735,189,202.10799884493213,2024,6,2780.5666059071123,600.1879728883757,Condo,23215 Billy Brown Rd,Yorkson Creek Middle School, V1M 0B7,General Langley District,703186.0718884439
1077,1,1,784.0,2,413000.0,29.0,49.1007063,-122.6686121,189,1.2077481840193705,2024,6,3394.78163406716,180.24899705354525,Condo,20110 Michaud Cres,Uplands Elementary, V3A 3X4,General Langley District,304395.1193342338
1078,2,2,866.0,2,2908.0,13.0,49.1043658,-122.6708848,190,197.7132049518569,2024,6,988.9335381902148,850.2580656264696,Condo,21009 56 Ave,Langley Meadows Elementary, V3A 0E1,General Langley District,576453.927164622
1079,4,2,1922.0,6,5797.0,51.0,49.0930478,-122.6194149,190,257.8920131102294,2024,6,1413.9500209375876,108.40767468046629,SingleFamily,21764 50 Ave,SKY Secondary School, V3A 4H1,Murrayville,1507770.1701894447
1080,2,2,1134.0,1,2100.0,31.0,49.1037237,-122.66565343834044,190,299.95238095238096,2024,6,1187.285370200741,160.16576663054278,Condo,20120 56 Ave,Langley Secondary, V3A 4E5,General Langley District,626784.9335234591
1081,2,2,1452.0,1,3630.0,13.0,49.1262952,-122.6676183,190,212.12121212121207,2024,6,1045.6857454135347,565.6480797407652,Townhouse,20195 68 Ave,SKY Secondary School, V2Y 3B7,General Langley District,773493.9442726121
1082,2,2,1540.0,2,3426.0,31.0,49.1726878,-122.5901895,191,215.96614127262117,2024,6,8105.778070387139,2158.3649178116093,Townhouse,20391 96 Ave,Environmental School Project, V1M 2R9,General Langley District,760162.5591250004
1083,4,2,1975.0,6,5212.0,51.0,49.0689163,-122.6618365,191,283.7682271680737,2024,6,11238.883249707947,1535.5763875463238,SingleFamily,20328 36b Ave,Langley Christian School, V3A 2W2,Brookswood-Fernridge,1467701.7312726574
1084,2,2,1355.0,1,3031.0,3.0,49.1027353,-122.654453,192,329.59419333553285,2024,6,2796.438486230235,524.1501861480403,Condo,20416 Park Ave,Willoughby Elementary, V3A 4G2,General Langley District,1009737.4506428462
1085,3,1,1018.0,4,2743.0,47.0,49.155589,-122.6480134,192,232.2274881516588,2024,6,2143.8657224475314,335.58192996343547,Townhouse,4929 207a St,James Hill Elementary, V2Y 2B2,General Langley District,636650.0662649802
1086,1,1,552.0,1,2471.0,3.0,49.1454849,-122.647708,192,202.26628895184132,2024,6,5215.9453480919365,810.7730741127182,Condo,20727 Willoughby Town Centre Dr,Alice Brown Elementary, V2Y 0L0,General Langley District,498184.242605794
1087,2,2,890.0,2,2938.0,2.0,49.1579034,-122.6490472,192,248.1279782164738,2024,6,3450.941309488177,233.74634023515503,Condo,20367 85 Ave,Yorkson Creek Middle School, V1M 2Y6,Walnut Grove,726463.2706810059
1088,2,1,656.0,1,1540.0,9.0,49.1088637,-122.6685349,195,324.54545454545456,2024,6,3435.669177027512,292.82019973344893,Condo,20078 Fraser Highway,Yorkson Creek Middle School, V3A 4K7,General Langley District,498302.87060235714
1089,3,2,1428.0,2,3752.0,22.0,49.1225229,-122.6513801,195,207.6226012793177,2024,6,3672.33566273474,752.6612983993925,Townhouse,20540 66 Ave,Willoughby Elementary, V2Y 3C1,General Langley District,792799.7252680825
1090,2,2,760.0,1,1836.0,13.0,49.1020562,-122.64933,196,310.40305010893246,2024,6,22339.45809206792,3765.984280483131,Condo,20460 Douglas Cres,Aberdeen Elementary, V3A 4B8,General Langley District,573356.7506378415
1091,2,2,864.0,2,3177.0,2.0,49.1209693,-122.65611203996784,196,207.4283915643689,2024,6,988.9335381902148,850.2580656264696,Condo,20487 65 Ave,Langley Meadows Elementary, V2Y 3C1,General Langley District,663907.1875507812
1092,4,1,3144.0,10,8891.0,15.0,49.1837479,-122.6006314,198,505.9048475986953,2024,6,1262.5357360153212,722.0472833007177,SingleFamily,10376 Mckinnon Cres,Nicomekl Elementary, V1M 4E9,General Langley District,4412954.277796006
1093,3,1,1272.0,1,4788.0,53.0,49.0681208,-122.5607886,198,281.74603174603175,2024,6,4758.730010696933,825.6973796038675,SingleFamily,19833 36a Ave,Alex Hope Elementary, V2Z 2J9,General Langley District,1348819.6361911418
1094,2,2,1290.0,2,3274.0,8.0,49.140891,-122.67593,198,249.17532070861333,2024,6,12618.10830463824,1816.4510166939067,Townhouse,20856 76 Ave,Credo Christian Schools, V2Y 1R9,Cloverdale,821867.0175876128
1095,1,1,706.0,1,2635.0,11.0,49.1046736,-122.6406086,198,189.37381404174573,2024,6,4471.4772663352505,284.60650234374725,Condo,5655 210a St,Walnut Grove Secondary, V3A 8L7,Murrayville,493344.3456112566
1096,6,6,5210.0,6,8655.0,7.0,49.0829899,-122.6145079,198,288.82726747544774,2024,6,4264.745074109419,0.0,SingleFamily,20849 44a Ave,St Catherines School, V2Z 1A3,Murrayville,2523945.6684540845
1097,3,2,1495.0,2,3957.0,6.0,49.1555332,-122.6450535,199,214.30376547889816,2024,6,1413.9500209375876,108.40767468046629,Townhouse,7169 208a St,SKY Secondary School, V2Y 2B2,General Langley District,852287.3377996134
1098,6,4,4296.0,6,7578.0,15.0,49.1547215,-122.6445501,199,277.1047769860121,2024,6,9114.02806914918,555.1664629332452,SingleFamily,21003 83b Ave,Riverside Christian Academy, V2Y 2B2,General Langley District,2100106.104973113
1099,2,2,1613.0,2,3511.0,2.0,49.1592043,-122.6752176,199,330.04841925377383,2024,6,8245.402709322081,1439.8451657657458,Condo,20376 86 Ave,Riverside Christian Academy, V2Y 0E7,Carvolth,1177508.6477592727
1100,10,8,5800.0,6,3547.0,0.0,49.0521101,-122.4610118,199,704.5390470820412,2024,6,10199.807267232149,0.0,SingleFamily,20174 27a Ave,Langley Christian School, V4W 3K1,Aldergrove,2499978.9784201104
1101,1,1,658.0,1,1553.0,12.0,49.1088637,-122.6685349,199,321.3135866065679,2024,6,4264.745074109419,0.0,Condo,20058 Fraser Highway,St Catherines School, V3A 4K7,General Langley District,502674.6685339009
1102,3,1,1274.0,3,2871.0,33.0,49.10405405,-122.67123055942534,202,275.1306165099269,2024,6,987.6199313969312,532.0039774939803,Townhouse,19920 56 Ave,SKY Secondary School, V3A 3X9,General Langley District,785457.0494242354
1103,3,2,1630.0,2,3780.0,19.0,49.1620913,-122.6301666,203,235.1851851851852,2024,6,3450.941309488177,233.74634023515503,Townhouse,21661 88 Ave,Yorkson Creek Middle School, V1M 2E1,Walnut Grove,898148.214251264
1104,3,2,2820.0,5,6412.0,50.0,49.0849054,-122.5469288,195,264.9719276356831,2024,6,1341.9211914857813,8.731252365620248,SingleFamily,4726 Saddlehorn Cres,Blacklock Fine Arts Elementary, V2Z 1E3,Salmon River Uplands,1691389.0237437987
1105,3,2,1417.0,3,5268.0,40.0,49.1704635,-122.6406516,204,227.79043280182236,2024,6,10013.98235932326,379.6536166293126,SingleFamily,9236 209a Cres,Riverside Christian Academy, V1M 2B6,Walnut Grove,1203250.4763089472
1106,2,2,1093.0,1,2827.0,29.0,49.0602282,-122.6300971,203,197.73611602405376,2024,6,987.6199313969312,532.0039774939803,Condo,27358 32 Ave,SKY Secondary School, V3A 3B3,General Langley District,559355.4503636489
1107,3,2,1246.0,3,3823.0,21.0,49.1225229,-122.6513801,204,203.5051007062516,2024,6,1027.1114326941952,943.3857452771852,Townhouse,20540 66 Ave,Nicomekl Elementary, V2Y 3C1,General Langley District,782539.9100801833
1108,4,1,2022.0,6,5423.0,57.0,49.16750235,-122.58516771032714,204,304.2594504886594,2024,6,1949.7953622612447,260.7226373500654,SingleFamily,9079 Nash St,Langley Meadows Elementary, V3A 4M8,General Langley District,1647971.413380127
1109,4,3,2974.0,8,6498.0,54.0,49.1641479,-122.5929407,204,352.1083410280086,2024,6,8747.928493533162,1139.151131162717,SingleFamily,8952 Hadden St,Riverside Christian Academy, V3A 4M8,General Langley District,2285429.3831679537
1110,4,2,2199.0,1,5359.0,62.0,49.0893442,-122.5685483,204,522.2989363687255,2024,6,18487.33131285906,3068.395747142935,SingleFamily,23166 48 Ave,Simonds Elementary, V2Z 2S3,Hopington,2797170.1761667747
1111,7,7,5553.0,4,7824.0,2.0,49.0602282,-122.6300971,204,332.3107106339468,2024,6,4314.298529759053,372.4694813253081,SingleFamily,19805 32 Ave,Dorothy Peacock Elementary, V3A 3B3,General Langley District,2644389.957337347
1112,5,2,3527.0,10,7356.0,53.0,49.1189412,-122.6551589,204,747.1451876019576,2024,6,16120.749322182386,0.0,SingleFamily,22061 64 Ave,Simonds Elementary, V2Y 1N7,General Langley District,5390569.009083692
1113,5,4,3866.0,4,7691.0,13.0,49.1555332,-122.6450535,204,259.91418541151995,2024,6,1446.46266844268,491.5792650534066,SingleFamily,7092 208a St,Langley Meadows Elementary, V2Y 2B2,General Langley District,1997624.0800829572
1114,7,5,4533.0,8,7072.0,8.0,49.0865144,-122.653102,204,311.0858314479638,2024,6,2752.0696976428644,833.5143306535315,SingleFamily,20770 46a Ave,Willoughby Elementary, V3A 3B1,General Langley District,2235596.208812511
1115,2,2,1429.0,1,6527.0,10.0,49.1696844,-122.5768518,206,176.03799601654666,2024,6,1966.9452148976336,0.0,Condo,9190 Church St,Nicomekl Elementary, V1M 2S2,General Langley District,1129921.8050513377
1116,1,1,633.0,1,2488.0,27.0,49.1189412,-122.6551589,206,188.82636655948556,2024,6,3135.884882401009,556.7030050329547,Condo,19750 64 Ave,Langley Fundamental Middle/Secondary Sch, V2Y 1N7,General Langley District,468311.4021021733
1117,1,1,676.0,1,1793.0,3.0,49.1015478,-122.6689342,210,289.45900725041827,2024,6,3024.844236701593,1653.7210038592518,Condo,5485 Brydon Cres,Noel Booth Elementary, V3A 3X4,General Langley District,515948.0504846761
1118,3,2,1559.0,0,4895.0,44.0,49.1242864,-122.674002,210,244.9438202247191,2024,6,2639.3583440052225,678.454550804232,SingleFamily,2393 Wakefield Dr,Uplands Elementary, V2Y 1C1,General Langley District,1199097.1608679506
1119,3,2,2214.0,2,3818.0,26.0,49.1726878,-122.5901895,211,251.41435306443165,2024,6,1539.7304227989714,556.6336787025951,Townhouse,20222 96 Ave,R C Garnett Demonstration Elementary, V1M 2R9,General Langley District,962561.147129185
1120,3,2,1817.0,2,5622.0,43.0,49.122036,-122.4938804,211,241.5510494485948,2024,6,22339.45809206792,3765.984280483131,SingleFamily,20473 Telegraph Trail,Aberdeen Elementary, V4W 1J7,General Langley District,1362648.5984288529
1121,1,1,656.0,1,1689.0,3.0,49.1752766,-122.6680817,211,281.8235642391948,2024,6,16120.749322182386,0.0,Condo,5486 199a St,Simonds Elementary, V1M 0B3,General Langley District,473239.66483281914
1122,3,2,1605.0,2,3607.0,31.0,49.0893348,-122.5151566,211,232.3260327141669,2024,6,1132.6620370916417,55.98040496363456,Townhouse,21928 48 Ave,Langley Secondary, V4W 1J2,Salmon River Uplands,840036.9958966305
1123,4,2,1935.0,2,3890.0,28.0,49.1226333,-122.6687612,211,228.76606683804627,2024,6,987.6199313969312,532.0039774939803,Townhouse,19948 Willoughby Way,SKY Secondary School, V2Y 1C1,General Langley District,889146.4796234122
1124,3,2,1574.0,2,4672.0,5.0,49.145892,-122.6710973,211,202.2688356164384,2024,6,4452.643526277571,0.0,Townhouse,20849 78b Ave,Alice Brown Elementary, V2Y 3J4,General Langley District,970331.1255469073
1125,2,2,1346.0,3,2957.0,34.0,49.100239,-122.6773888,211,270.54413256679067,2024,6,1652.270178942392,232.52689444893792,Townhouse,19649 53 Ave,R C Garnett Demonstration Elementary, V3A 3X2,General Langley District,785468.7701208872
1126,8,4,4706.0,4,8450.0,8.0,49.0765157,-122.6362436,213,355.0177514792899,2024,6,11437.578470306113,637.4831855928344,SingleFamily,20261 41 Ave,Credo Christian Schools, V3A 3B3,Brookswood-Fernridge,2973878.950984654
1127,6,4,2677.0,1,5138.0,51.0,49.0716032,-122.6802557,213,291.9423900350331,2024,6,20817.133137485933,4811.755651734085,SingleFamily,19793 38a Ave,Simonds Elementary, V3A 1K8,Brookswood-Fernridge,1509642.7642115098
1128,2,2,805.0,2,3084.0,4.0,49.14468905,-122.649640999644,213,205.5123216601816,2024,6,8259.160202211242,2618.5980214786423,Condo,20673 78 Ave,Riverside Christian Academy, V2Y 3K1,General Langley District,641296.7510315175
1129,2,2,791.0,2,3084.0,4.0,49.14468905,-122.649640999644,213,204.28015564202332,2024,6,3340.436462227245,0.0,Condo,20673 78 Ave,Yorkson Creek Middle School, V2Y 3K1,General Langley District,636829.9467654655
1130,3,3,1769.0,2,4126.0,18.0,49.1262952,-122.6676183,213,220.55259331071252,2024,6,1493.8245525982104,229.72712387565764,Townhouse,20120 68 Ave,R C Garnett Demonstration Elementary, V2Y 3B7,General Langley District,907612.2979528815
1131,9,7,5960.0,7,3547.0,0.0,49.0521101,-122.4610118,216,704.5390470820412,2024,5,3340.436462227245,0.0,SingleFamily,20232 27a Ave,Yorkson Creek Middle School, V4W 3K1,Aldergrove,2504531.2368732654
1132,3,2,1596.0,2,3610.0,31.0,49.0893348,-122.5151566,218,232.6592797783933,2024,5,3322.7507891285627,871.1717357148549,Townhouse,21928 48 Ave,Noel Booth Elementary, V4W 1J2,Salmon River Uplands,840036.9958966305
1133,2,2,1272.0,2,2400.0,34.0,49.1043099,-122.64970870654004,216,237.45833333333331,2024,5,17799.167791382573,3078.079261643601,Condo,20680 56 Ave,Simonds Elementary, V3A 4S9,General Langley District,565563.8636979635
1134,2,2,1022.0,2,2792.0,28.0,49.1189412,-122.6551589,218,225.21489971346705,2024,5,2214.1754594039485,761.0022889594775,Condo,19750 64 Ave,Noel Booth Elementary, V2Y 1N7,General Langley District,626810.3221285878
1135,5,3,2177.0,7,5483.0,37.0,49.0821715,-122.621786,217,255.1522888929418,2024,5,2546.526023366319,689.7486453668554,SingleFamily,20771 44 Ave,Richard Bulpitt Elementary, V3A 8H8,Murrayville,1406874.4064763691
1136,4,3,3066.0,6,5931.0,20.0,49.1304427,-122.6655782,217,266.3800370932389,2024,5,9269.476221163117,506.5221210302488,SingleFamily,7075 200b St,Riverside Christian Academy, V2Y 3G7,General Langley District,1578915.7185964456
1137,3,2,1510.0,2,2883.0,3.0,49.1021281,-122.5570391,219,277.4887270204648,2024,5,4173.407482828855,648.5912280514444,Townhouse,19760 55 Ave,Dorothy Peacock Elementary, V2Z 1G7,Hopington,801399.8339026683
1138,5,4,3527.0,2,5590.0,16.0,49.0648853,-122.473925,219,518.4257602862255,2024,5,4803.539258400541,479.0040915891404,SingleFamily,23371 34a Ave,West Langley Elementary, V4W 3H7,Aldergrove,2971719.2245823825
1139,2,2,1269.0,3,3200.0,21.0,49.126323,-122.5865058,219,232.5,2024,5,1180.0100292185182,510.6001850963344,Townhouse,20176 68 Ave,R C Garnett Demonstration Elementary, V2Y 2K7,General Langley District,753639.7285474733
1140,4,3,1477.0,2,3796.0,2.0,49.1554377,-122.647155,219,236.82824025289776,2024,5,9777.571420220338,208.28539596258503,Townhouse,20180 84 Ave,Riverside Christian Academy, V2Y 2B2,General Langley District,899960.9126130639
1141,4,3,2599.0,2,4917.0,7.0,49.1295831,-122.6620327,219,249.11531421598536,2024,5,251.92099813432012,598.9570078449669,Townhouse,19938 70 Ave,Whytecliff Agile Learning Centre-Langley, V2Y 3G7,General Langley District,1223882.414089366
1142,3,3,2145.0,2,4537.0,13.0,49.1554377,-122.647155,219,247.96120784659468,2024,5,2114.2179377973525,0.0,Townhouse,20738 84 Ave,James Hill Elementary, V2Y 2B2,General Langley District,1122135.6983184996
1143,8,6,5025.0,6,2023.0,1.0,49.0510896,-122.6666796,223,1284.7256549678696,2024,5,2012.1682924863128,1202.4615524454114,SingleFamily,20149 27 Ave,Noel Booth Elementary, V2Z 1X1,Brookswood-Fernridge,2781755.8621698515
1144,5,4,3747.0,4,6835.0,2.0,49.1330675,-122.5005309,223,255.8888076079005,2024,5,2163.027207549184,915.36600020307,SingleFamily,21038 72 Ave,SKY Secondary School, V1M 2M8,General Langley District,1753093.669075377
1145,3,2,1498.0,10,5353.0,45.0,49.0741171,-122.6707745,225,317.5787408929572,2024,5,1108.7570379988922,277.001912740174,SingleFamily,19971 39a Ave,Blacklock Fine Arts Elementary, V3A 2W2,Brookswood-Fernridge,1680449.2138292184
1146,4,3,3616.0,4,5825.0,18.0,49.1323771,-122.6423824,225,283.0901287553648,2024,5,8747.928493533162,1139.151131162717,SingleFamily,8336 209a St,Riverside Christian Academy, V2Y 1T2,Milner,1652684.0197396006
1147,7,6,4950.0,8,6310.0,1.0,49.1711121,-122.5845265,225,459.5562599049129,2024,5,6308.552853180519,768.6264762667705,SingleFamily,9229 Marr St,Topham Elementary, V1M 2R9,General Langley District,2918981.6832171334
1148,6,4,3764.0,6,7608.0,9.0,49.1747012,-122.6530854,225,283.91035751840167,2024,5,1413.9500209375876,108.40767468046629,SingleFamily,8516 205b St,SKY Secondary School, V1M 0B9,Walnut Grove,2157445.8834312405
1149,3,2,1818.0,5,4447.0,48.0,49.17431,-122.6630358,227,298.85315943332586,2024,5,2135.331750651851,723.7887519193628,SingleFamily,4504 202a St,SKY Secondary School, V1M 3E7,Walnut Grove,1330226.1716293672
1150,7,6,4200.0,0,7958.0,4.0,49.1763925,-122.6403177,227,299.0701181201307,2024,5,1780.9335338326157,283.776469254285,SingleFamily,8357 209b St,Nicomekl Elementary, V1M 1M1,Walnut Grove,2368942.117079471
1151,1,1,602.0,1,2718.0,7.0,49.1234503,-122.66357087120224,227,183.9587932303164,2024,5,1493.8245525982104,229.72712387565764,Condo,20211 66 Ave,R C Garnett Demonstration Elementary, V2Y 0L4,General Langley District,503045.6311391102
1152,1,1,707.0,1,3269.0,12.0,49.1717882,-122.5796625,232,211.0431324564087,2024,5,5398.304328684764,2103.2214913504054,Condo,23255 Billy Brown Rd,Wix-Brown Elementary, V1M 0B7,General Langley District,690697.6242385567
1153,3,3,2134.0,2,5142.0,49.0,49.1077992,-122.6581953,232,280.0464799688837,2024,5,2669.9537590701266,696.1135640129675,SingleFamily,4656 203a St,Willoughby Elementary, V3A 1W3,General Langley District,1441570.565072718
1154,5,2,3807.0,12,5203.0,10.0,49.0991649,-122.6411376,232,403.6133000192197,2024,5,4580.960925185731,727.5513771036609,SingleFamily,23806 Old Yale Rd,Donna Gabriel Robins Elementary, V3A 4G7,General Langley District,2072989.099877352
1155,3,2,1713.0,6,4283.0,49.0,49.0810718,-122.6725584,232,312.6313331776792,2024,5,1479.9156063587309,519.9733753662716,SingleFamily,20473 43a Ave,Nicomekl Elementary, V3A 1K8,Brookswood-Fernridge,1333415.2053771145
1156,6,5,3225.0,4,2507.0,0.0,49.1390608,-122.6535025,232,665.6912644595134,2024,5,1223.3969567656557,764.4644047206212,SingleFamily,20538 75 Ave,Nicomekl Elementary, V2Y 1T2,General Langley District,1634293.340847476
1157,6,4,3633.0,4,6825.0,18.0,49.0909502,-122.6534166,234,263.003663003663,2024,5,8225.884884637435,1780.8678461163863,SingleFamily,6746 205a St,Riverside Christian Academy, V3A 9H1,General Langley District,1807233.6920871586
1158,2,2,1629.0,2,3491.0,29.0,49.1726878,-122.5901895,234,240.3322830134632,2024,5,6134.03952033025,1865.1596896865724,Townhouse,20391 96 Ave,COMPASS Christian Langley (Glover Rd.), V1M 2R9,General Langley District,840752.0752352052
1159,5,3,3270.0,4,5253.0,18.0,49.17671025,-122.6183759746867,234,285.5320769084333,2024,5,1407.5709297773449,538.9340428990646,SingleFamily,21777 95b Ave,Langley Secondary, V1M 4E9,Redwood Bridge Estates,1497318.2981681947
