mlsId,price,beds,baths,address,sqFt,parking,taxes,pricePerSqFt,yearBuilt,propertyType,soldDate,listingDate,listingPrice
R2872698,855000.0,3.0,2.0,"15340 Guildford Drive, Surrey, BC, Canada",1292.0,2.0,2349.0,664.0,2016.0,Townhouse,16/06/2024,2024-04-21,858000.0
R2883518,415000.0,1.0,1.0,"8168 120 A Street, Surrey, BC, Canada",635.0,1.0,1879.0,707.0,2010.0,Condo,16/06/2024,2024-05-13,449000.0
R2888508,1398000.0,4.0,2.0,"14299 70 A Avenue, Surrey, BC, Canada",2025.0,6.0,4896.0,716.0,1978.0,SingleFamily,16/06/2024,2024-05-28,1449900.0
R2893395,3674000.0,7.0,8.0,"2178 Ocean Forest Drive, Surrey, BC, Canada",6282.0,8.0,10400.0,573.0,2020.0,SingleFamily,16/06/2024,2024-06-11,3599999.0
R2891697,3542857.0,9.0,9.0,"1643 135 A Street, Surrey, BC, Canada",7144.0,6.0,7124.0,544.0,2024.0,SingleFamily,16/06/2024,2024-06-05,3888000.0
R2882791,1395000.0,4.0,2.0,"5877 188 Street, Surrey, BC, Canada",2024.0,6.0,4546.0,699.0,1988.0,SingleFamily,16/06/2024,2024-05-13,1415000.0
R2893615,2118000.0,6.0,3.0,"2162 166 Street, Surrey, BC, Canada",3307.0,6.0,7179.0,634.0,2022.0,SingleFamily,16/06/2024,2024-06-10,2098000.0
R2884330,869000.0,3.0,2.0,"16685 25 Avenue, Surrey, BC, Canada",1333.0,2.0,2770.0,651.0,2021.0,Townhouse,16/06/2024,2024-05-16,869000.0
R2884005,461000.0,1.0,1.0,"10899 University Drive, Surrey, BC, Canada",702.0,1.0,1727.0,652.0,1995.0,Condo,16/06/2024,2024-05-14,458000.0
R2890626,1505000.0,6.0,3.0,"6466 185a Street, Surrey, BC, Canada",2896.0,4.0,4248.0,517.0,1996.0,SingleFamily,16/06/2024,2024-06-05,1498000.0
R2885665,600000.0,2.0,1.0,"6420 194 Street, Surrey, BC, Canada",899.0,2.0,2149.0,667.0,2009.0,Condo,15/06/2024,2024-05-21,599888.0
R2876633,628000.0,2.0,2.0,"15795 Croydon Drive, Surrey, BC, Canada",913.0,1.0,2252.0,688.0,2009.0,Condo,15/06/2024,2024-04-28,628800.0
