mlsId,price,beds,baths,address,sqFt,parking,taxes,pricePerSqFt,yearBuilt,propertyType,soldDate,listingDate,listingPrice
R2783426,1500000.0,5.0,2.0,"4625 44b Ave, Delta, BC, Canada",2223.0,6.0,4135.0,652.0,1970.0,SingleFamily,05/06/2023,2023-05-30,1449900.0
R2783274,1200000.0,3.0,1.0,"11304 91 Ave, Delta, BC, Canada",1060.0,5.0,3958.0,1113.0,1959.0,SingleFamily,05/06/2023,2023-05-30,1179800.0
R2782996,1300000.0,3.0,2.0,"7416 Barrymore Dr, Delta, BC, Canada",2022.0,3.0,4043.0,592.0,1976.0,SingleFamily,05/06/2023,2023-05-31,1199000.0
R2783345,1163000.0,3.0,2.0,"11902 Baker Pl, Delta, BC, Canada",1376.0,3.0,3729.0,799.0,1979.0,SingleFamily,04/06/2023,2023-05-30,1099900.0
R2770705,1480000.0,4.0,3.0,"1160 Ehkolie Cres, Delta, BC, Canada",2194.0,8.0,4541.0,706.0,1965.0,SingleFamily,04/06/2023,2023-04-23,1549000.0
R2783312,1320000.0,4.0,3.0,"5510 Admiral Way, Delta, BC, Canada",1972.0,4.0,3822.0,659.0,2016.0,Townhouse,04/06/2023,2023-05-30,1299800.0
R2782634,620000.0,2.0,2.0,"9015 120St, Delta, BC, Canada",904.0,0.0,1769.0,663.0,2019.0,Condo,04/06/2023,2023-05-30,599888.0
R2767178,585000.0,2.0,1.0,"9015 120St, Delta, BC, Canada",869.0,1.0,1640.0,677.0,2019.0,Condo,04/06/2023,2023-04-11,589000.0
R2782097,1520000.0,5.0,1.0,"11367 88 Ave, Delta, BC, Canada",2148.0,2.0,3911.0,674.0,1969.0,SingleFamily,04/06/2023,2023-05-30,1449000.0
R2780433,1010000.0,3.0,2.0,"5550 Admiral Way, Delta, BC, Canada",1379.0,2.0,2936.0,723.0,2016.0,Townhouse,04/06/2023,2023-05-22,998000.0
R2783952,1020000.0,4.0,2.0,"6300 Cottonwood St, Delta, BC, Canada",2201.0,2.0,3187.0,408.0,1988.0,Townhouse,04/06/2023,2023-05-31,899000.0
R2783556,1675000.0,4.0,2.0,"6277 Dawn Dr, Delta, BC, Canada",2687.0,6.0,4709.0,632.0,1989.0,SingleFamily,04/06/2023,2023-05-30,1699000.0
R2778705,1400000.0,4.0,2.0,"7522 Minster Dr E, Delta, BC, Canada",2295.0,4.0,4019.0,609.0,1974.0,SingleFamily,04/06/2023,2023-05-16,1399900.0
R2764809,1243000.0,3.0,2.0,"6427 Hammermill Ave, Delta, BC, Canada",1577.0,3.0,3118.0,823.0,2021.0,Townhouse,04/06/2023,2023-04-02,1299000.0
R2689780,5900000.0,7.0,8.0,"3360 River Rd W, Delta, BC, Canada",8000.0,7.0,7058.0,985.0,2007.0,SingleFamily,03/06/2023,2022-05-15,7880000.0
R2778973,670000.0,2.0,2.0,"6960 Nicholson Rd, Delta, BC, Canada",860.0,1.0,1718.0,779.0,2021.0,Condo,02/06/2023,2023-05-16,670000.0
R2777777,558000.0,2.0,1.0,"5661 Ladner Trunk Rd, Delta, BC, Canada",862.0,1.0,1567.0,637.0,1989.0,Condo,01/06/2023,2023-05-14,549900.0
R2776543,1390000.0,6.0,3.0,"11761 92 Ave, Delta, BC, Canada",2290.0,4.0,4027.0,676.0,1967.0,SingleFamily,01/06/2023,2023-05-08,1549000.0
R2780209,1510000.0,4.0,2.0,"8098 113a St, Delta, BC, Canada",2358.0,4.0,4342.0,635.0,1973.0,SingleFamily,31/05/2023,2023-05-22,1499000.0
R2781198,1870000.0,5.0,4.0,"11452 93 Ave, Delta, BC, Canada",2500.0,6.0,5831.0,755.0,2021.0,SingleFamily,31/05/2023,2023-05-24,1888888.0
R2781336,876000.0,3.0,2.0,"8355 Delsom Way, Delta, BC, Canada",1343.0,2.0,2945.0,670.0,2009.0,Townhouse,30/05/2023,2023-05-22,899880.0
R2782168,1680000.0,4.0,3.0,"5026 1a Ave, Delta, BC, Canada",2327.0,6.0,4426.0,729.0,1977.0,SingleFamily,30/05/2023,2023-05-28,1698000.0
R2769855,4750000.0,4.0,3.0,"6123 28 Ave, Delta, BC, Canada",3627.0,15.0,2129.0,1516.0,1983.0,SingleFamily,30/05/2023,2023-04-18,5499000.0
R2779281,1600000.0,5.0,2.0,"10504 Main St, Delta, BC, Canada",2351.0,7.0,4176.0,680.0,1970.0,SingleFamily,30/05/2023,2023-05-22,1599900.0
R2772657,1260000.0,3.0,1.0,"4885 64St, Delta, BC, Canada",1495.0,4.0,4090.0,848.0,1956.0,SingleFamily,30/05/2023,2023-05-03,1268000.0
R2780886,1449000.0,6.0,3.0,"10871 Brandy Dr, Delta, BC, Canada",2850.0,8.0,3966.0,508.0,1969.0,SingleFamily,30/05/2023,2023-05-22,1449000.0
R2780584,1757000.0,4.0,2.0,"11438 Somerset Cres, Delta, BC, Canada",2557.0,6.0,5366.0,674.0,1979.0,SingleFamily,29/05/2023,2023-05-24,1725000.0
R2771576,1400000.0,5.0,2.0,"5575 45 Ave, Delta, BC, Canada",1966.0,0.0,4034.0,726.0,1968.0,SingleFamily,29/05/2023,2023-04-25,1429000.0
