mlsId,beds,baths,address,sqFt,parking,taxes,pricePerSqFt,yearBuilt,propertyType,listingDate,listingPrice,lat,lon,addressDetails
R2904537,4,2,"3309 Hyde Park Pl, Coquitlam, BC, Canada",2708.0,4,5003.0,608.0,1991.0,SingleFamily,08/07/2024,1649000.0,49.2950162,-122.7651385,"Hyde Park Place, Oxford Heights, Coquitlam, Metro Vancouver Regional District, British Columbia, V3B 0T1, Canada"
R2903685,4,3,"639 Rochester Ave, Coquitlam, BC, Canada",3836.0,2,6576.0,515.0,1995.0,SingleFamily,08/07/2024,1979000.0,49.2450549,-122.8501661,"Rochester Avenue, Austin Heights, Coquitlam, Metro Vancouver Regional District, British Columbia, V3K 4Y7, Canada"
R2903709,2,2,"2925 Glen Dr, Coquitlam, BC, Canada",983.0,1,1769.0,598.0,1990.0,Condo,08/07/2024,588000.0,49.2826573,-122.7950729,"Glen Drive, Hoy Creek Housing Coop, River Springs, Coquitlam, Metro Vancouver Regional District, British Columbia, V3B 7W3, Canada"
R2902999,4,3,"548 Foster Ave, Coquitlam, BC, Canada",1725.0,2,4096.0,805.0,2015.0,Townhouse,07/07/2024,1390000.0,49.25626935,-122.8879452237721,"548, Foster Avenue, Cariboo, Coquitlam, Metro Vancouver Regional District, British Columbia, V3J 2L5, Canada"
R2902990,2,2,"567 Clarke Rd, Coquitlam, BC, Canada",887.0,1,2972.0,1021.0,2021.0,Condo,07/07/2024,906000.0,49.262288,-122.889545,"RBC, 567, Clarke Road, Coquitlam, Metro Vancouver Regional District, British Columbia, V3J 0L1, Canada"
R2903219,2,2,"1182 Westwood St, Coquitlam, BC, Canada",818.0,1,2759.0,1024.0,2023.0,Condo,07/07/2024,838000.0,49.2836578,-122.790448,"Westwood Street, River Springs, Coquitlam, Metro Vancouver Regional District, British Columbia, V3B 7R8, Canada"
R2903533,2,2,"2966 Silver Springs Blvd, Coquitlam, BC, Canada",1075.0,1,2383.0,716.0,2005.0,Condo,07/07/2024,769999.0,49.2947213,-122.7889279,"Silver Springs Boulevard, River Springs, Coquitlam, Metro Vancouver Regional District, British Columbia, V3E 2Y9, Canada"
R2903800,2,1,"1209 Howie Ave, Coquitlam, BC, Canada",745.0,2,1318.0,536.0,1979.0,Condo,07/07/2024,399900.0,49.25079695,-122.85857695,"1209, Howie Avenue, Austin Heights, Coquitlam, Metro Vancouver Regional District, British Columbia, V3J 1S6, Canada"
R2902940,1,1,"657 Whiting Way, Coquitlam, BC, Canada",591.0,1,1740.0,1015.0,2019.0,Condo,07/07/2024,599900.0,49.2572103,-122.8914477244075,"Lougheed Heights Tower 1, 657, Whiting Way, Cariboo, Coquitlam, Metro Vancouver Regional District, British Columbia, V3J 2L5, Canada"
R2903460,4,3,"2205 Parkway Blvd, Coquitlam, BC, Canada",3287.0,6,4184.0,498.0,2002.0,MultiFamily,07/07/2024,1638800.0,49.308501,-122.8019933,"Parkway Boulevard, Westwood Plateau, Coquitlam, Metro Vancouver Regional District, British Columbia, V3E 2T1, Canada"
R2903787,4,3,"2978 Whisper Way, Coquitlam, BC, Canada",2537.0,2,4092.0,550.0,2004.0,Townhouse,07/07/2024,1397000.0,49.296007,-122.7898998,"Whisper Way, Silver Springs, River Springs, Coquitlam, Metro Vancouver Regional District, British Columbia, V3E 2Y9, Canada"
