mlsId,beds,baths,address,sqFt,parking,taxes,pricePerSqFt,yearBuilt,propertyType,listingDate,listingPrice,lat,lon,addressDetails
R2904458,2,1,"620 Queens Ave, New Westminster, BC, Canada",865.0,1,2285.0,751.0,1999,Townhouse,09/07/2024,650000.0,49.2108344,-122.905865,"Queens Avenue, Queens Park, New Westminster, Metro Vancouver Regional District, British Columbia, V3L 1B1, Canada"
R2904389,2,1,"404 8Th St, New Westminster, BC, Canada",930.0,2,3289.0,1021.0,2016,Townhouse,09/07/2024,949800.0,,,
R2903653,3,2,"728 4Th St, New Westminster, BC, Canada",2011.0,0,5856.0,794.0,1998,SingleFamily,08/07/2024,1598000.0,,,
R2904315,2,2,"412 12Th St, New Westminster, BC, Canada",1127.0,1,2227.0,673.0,1992,Condo,09/07/2024,758800.0,,,
R2904340,1,1,"600 Park Cres, New Westminster, BC, Canada",737.0,1,2145.0,758.0,2002,Townhouse,09/07/2024,559000.0,49.2200782,-122.9114692,"Park Crescent, Westerly, Glenbrooke North, New Westminster, Metro Vancouver Regional District, British Columbia, V3L 5T4, Canada"
R2902707,5,5,"1422 10Th Ave, New Westminster, BC, Canada",3683.0,5,8903.0,784.0,2021,SingleFamily,03/07/2024,2888000.0,49.2056271,-122.9521916,"10th Avenue, Connaught Heights, New Westminster, Metro Vancouver Regional District, British Columbia, V3M 4X1, Canada"
R2901985,1,1,"312 Carnarvon St, New Westminster, BC, Canada",671.0,1,1830.0,715.0,1980,Condo,03/07/2024,480000.0,49.206053999999995,-122.90438406544601,"Carnarvon Terrace, 312, Carnarvon Street, Downtown, New Westminster, Metro Vancouver Regional District, British Columbia, V3L 1A7, Canada"
R2902285,8,3,"131 Debeck St, New Westminster, BC, Canada",3060.0,5,5461.0,865.0,9999,MultiFamily,03/07/2024,2649000.0,49.22226315,-122.89524634931331,"131, Debeck Street, McBride Sapperton, New Westminster, Metro Vancouver Regional District, British Columbia, V3L 3H7, Canada"
R2904054,2,2,"833 Agnes St, New Westminster, BC, Canada",808.0,2,2436.0,826.0,2006,Condo,04/07/2024,668000.0,49.2020047,-122.9157775556207,"833, Agnes Street, Downtown, New Westminster, Metro Vancouver Regional District, British Columbia, V3L 4R6, Canada"
R2902227,2,2,"1135 Quayside Dr, New Westminster, BC, Canada",1122.0,1,2366.0,579.0,1989,Condo,03/07/2024,649900.0,49.19927755,-122.91840814822481,"Anchor Pointe, 1135, Quayside Drive, Quayside, New Westminster, Metro Vancouver Regional District, British Columbia, V3M 1K4, Canada"
R2902600,2,2,"1135 Quayside Dr, New Westminster, BC, Canada",1115.0,1,2464.0,627.0,1989,Condo,04/07/2024,699990.0,49.19927755,-122.91840814822481,"Anchor Pointe, 1135, Quayside Drive, Quayside, New Westminster, Metro Vancouver Regional District, British Columbia, V3M 1K4, Canada"
R2902466,4,4,"810 Scott St, New Westminster, BC, Canada",2060.0,2,4519.0,1237.0,2024,SingleFamily,04/07/2024,2550000.0,49.2275841,-122.9043273,"Scott Street, Victory Heights, Massey Victory Heights, New Westminster, Metro Vancouver Regional District, British Columbia, V3C 2S9, Canada"
R2904353,2,1,"275 Ross Dr, New Westminster, BC, Canada",912.0,1,2569.0,722.0,2008,Condo,06/07/2024,659000.0,49.21531395,-122.90092597563725,"275, Ross Drive, McBride Sapperton, New Westminster, Metro Vancouver Regional District, British Columbia, V3L 1B1, Canada"
R2901107,3,2,"1 Renaissance Sq, New Westminster, BC, Canada",1449.0,2,3909.0,682.0,2009,Townhouse,01/07/2024,989000.0,49.1997865,-122.92409520861027,"Q at Westminster Quay, 1, Renaissance Square, Quayside, New Westminster, Metro Vancouver Regional District, British Columbia, V3M 2A5, Canada"
R2901181,3,2,"300 Salter St, New Westminster, BC, Canada",1310.0,2,4094.0,800.0,2020,Condo,01/07/2024,1048900.0,49.1898457,-122.92869042816312,"Shoreline, 300, Salter Street, Port Royal, Queensborough, New Westminster, Metro Vancouver Regional District, British Columbia, V3M 0B5, Canada"
R2901027,3,2,"211 Shaw St, New Westminster, BC, Canada",1070.0,1,4436.0,1147.0,1926,SingleFamily,01/07/2024,1228000.0,49.202766,-122.9211441,"Shaw Street, Brow of the Hill, New Westminster, Metro Vancouver Regional District, British Columbia, V3M 4G9, Canada"
R2901223,2,2,"25 Richmond St, New Westminster, BC, Canada",1370.0,1,2646.0,565.0,1990,Condo,01/07/2024,775000.0,49.2165442,-122.894106,"Richmond Street, McBride Sapperton, New Westminster, Metro Vancouver Regional District, British Columbia, V3L 5P5, Canada"
R2900455,2,2,"240 Salter St, New Westminster, BC, Canada",1267.0,1,3367.0,670.0,2009,Condo,01/07/2024,850000.0,49.19255415,-122.92455223585873,"Regatta, 240, Salter Street, Port Royal, Queensborough, New Westminster, Metro Vancouver Regional District, British Columbia, V3M 0B5, Canada"
R2902320,1,1,"14 Begbie St, New Westminster, BC, Canada",613.0,1,1947.0,946.0,2009,Condo,01/07/2024,580000.0,49.2019063,-122.9104862,"Begbie Street, Downtown, New Westminster, Metro Vancouver Regional District, British Columbia, V3M 1E7, Canada"
R2901065,2,1,"331 Knox St, New Westminster, BC, Canada",867.0,1,1735.0,622.0,1973,Condo,01/07/2024,539900.0,49.2287209,-122.89528307906926,"331, Knox Street, Sapperton, McBride Sapperton, New Westminster, Metro Vancouver Regional District, British Columbia, V3L 3X1, Canada"
R2899678,5,3,"232 1St St, New Westminster, BC, Canada",3486.0,3,6918.0,705.0,1997,SingleFamily,26/06/2024,2458000.0,,,
R2900104,2,1,"812 Milton St, New Westminster, BC, Canada",952.0,1,2390.0,651.0,1982,Condo,27/06/2024,619900.0,49.2049073,-122.91756129230768,"812, Milton Street, Brow of the Hill, New Westminster, Metro Vancouver Regional District, British Columbia, V3M 3P6, Canada"
R2900475,4,4,"216St. Patrick St, New Westminster, BC, Canada",4292.0,2,12981.0,698.0,2013,SingleFamily,30/06/2024,2999900.0,,,
R2899997,7,3,"2240 Edinburgh St, New Westminster, BC, Canada",2072.0,0,5903.0,868.0,1947,SingleFamily,27/06/2024,1799999.0,49.2003166,-122.95451386488413,"2240, Edinburgh Street, Connaught Heights, New Westminster, Metro Vancouver Regional District, British Columbia, V3M 6R8, Canada"
